Start Time,End Time,English,Infinite -open subtitle.srt
93:15,93:16,Maybe not for any of us.,.شايد براي هيچ‏کدوم‏مون نباشه
93:16,93:19,"New chapter, same story.",.فصل جديد، همون داستان
93:20,93:22,I can carry you out.,.مي‏تونم کولت بگيرم
93:22,93:24,No way.,.اصلاً
93:24,93:25,I'll free them.,.آزادشون مي‏کنم
93:27,93:28,Here.,.بيا
93:31,93:33,- I'll see you around. - Yeah.,.مي‏بينمت - .آره -
93:46,93:49,I'll find you in the beginn/ng.,".توي ""آغاز"" پيدات مي‏کنم"
93:49,93:50,I love you.,.دوستت دارم
94:08,94:10,I ask myself ..,:از خودم مي‏پرسم
94:11,94:13,What did being Evan ll/lccau/e y teach me?,ايوان مک‏کالي به من چي ياد مي‏داد؟
94:20,94:23,"If each new life is a chance to build on what was,",اگه هر زندگي جديد، فرصتي براي ،ساختِ زندگي پيشينه
94:23,94:26,a chance to press forward to the best of what could be...,فرصتي براي پيش‏روي ،به بهترين شکل ممکن باشه
94:28,94:29,"Go, go, go!",!بريد، بريد، بريد
94:30,94:33,Why will some of us have to pick up the sword and fight aga/n...,چرا برخي از ما بايد شمشير برداره ...و دوباره بجنگه
94:47,94:49,Wh/le others discover a new beginn/ng?,درحالي که ديگران آغاز جديدي رو کشف مي‏کنن؟
95:02,95:03,Nora?,نورا؟
95:12,95:15,It's hope. That's whatl learned,.اميده .اين چيزيه که ياد گرفتم
95:15,95:18,"yes, we fall. Yes, we fa/I.",.بله، زمين مي‏خوريم .بله، شکست مي‏خوريم
95:19,95:21,"Yes, sometimes we screw up everything we touch.",بله، گاهي به هر چيزي که دست مي‏زنيم .خراب مي‏کنيم
95:21,95:24,But each moment we live is connected by a belief,اما هر لحظه‏اي که زندگي مي‏کنيم ،با يک اعتقاد به هم پيوند دارن
95:24,95:29,"that the actions we take will next day, next week, next life",اين‏که هر کاري که مي‏کنيم ...در روز بعد، هفته‏ي بعد، زندگي بعدي
95:29,95:31,"add up to something more,",،منجر به چيز ديگه‏اي مي‏شه
95:31,95:33,something bigger than yourself,.به يه چيزِ بزرگ‏تر از خودتون
95:50,95:54,"And next... well, the possrbil/ties are...",،و بعدش... خب ...احتمالات
95:55,95:56,Infinite.,.بي‏نهايت‏اند...
97:09,97:13,"When your son starts asking questions about his past,",وقتي پسرت درباره‏ي گذشته‏ش شروع به ،پرسيدن سوال‏هايي کرد
97:13,97:14,give me a call.,.بهم زنگ بزن
97:24,97:26,He says he's just a child.,.ميگه اون فقط يه بچه‏ست
97:26,97:27,What about your sword?,شمشيرت چي؟
97:29,97:32,That's not my sword. It's his.,.شمشير من نيست، مالِ اونه
97:37,97:39,"Artisan, what took you so long?",،آرتيسَن چرا اين‏قدر لفتش دادي؟
97:40,97:42,"See you soon, treadway.",.به زودي مي‏بينمت، تريدوي
