Start Time,End Time,English,Big.Hero.6.2014.720p.BluRay.x264-SPARKS.srt,Big.Hero.6.2014.720p.Bluray.Ganool By IMDB-dl.srt,Big.Hero.6.2014.720p.WEB-DL.Ganool.srt,Big.Hero.VI-BluRay.1080p-2014.srt,Big.Hero.open subtitle.srt
71:34,71:35,"Baymax, find Callaghan.",!بي‌مکس,".بیمکس""، ""کالاهان"" رو پیدا کن""",".بیمکس""، ""کالاهان"" رو پیدا کن""","""بیمکس"" کالاهان""رو پیدا کن""",".بیمکس""، ""کالاهان"" رو پیدا کن"""
71:38,71:40,My enhanced scanner has been damaged.,اسکنر بهبود يافته‌م آسيب ديده,.اسکنر پیشرفته ام آسیب دیده,.اسکنر پیشرفته ام آسیب دیده,حسگرهای پیشرفته‌ام اسیب دیدن,.اسکنر پیشرفته ام آسیب دیده
71:43,71:44,Wings.,!بال‌ها,.بالها,.بالها,بالها,.بالها
71:45,71:46,"Hiro, this isn't part of the plan.",!هيرو,".هیرو""، این جزء نقشه نیست""",".هیرو""، این جزء نقشه نیست""","هیرو"" این جزء نقشه نیست""",".هیرو""، این جزء نقشه نیست"""
71:47,71:48,Fly!,!پرواز کن,!پرواز کن,!پرواز کن,پرواز کن,!پرواز کن
71:48,71:50,Hiro!,!هيرو,"!""هیرو""","!""هیرو""","""هیرو""","!""هیرو"""
72:07,72:09,Your blood pressure is elevated.,فشار خونت رفته بالا,.فشار خونت بالا رفته,.فشار خونت بالا رفته,فشار خونت بالا زده,.فشار خونت بالا رفته
72:10,72:12,You appear to be distressed.,بنظر مي‌رسه ناراحتي,.به نظر میرسه ناراحتی,.به نظر میرسه ناراحتی,به نظر میرسه مضطربی,.به نظر میرسه ناراحتی
72:12,72:13,I'm fine!,خوبم,!من خوبم,!من خوبم,من خوبم,!من خوبم
72:15,72:16,There. Is it working?,...بفرما,اینم از این. کار می کنه ؟,اینم از این. کار می کنه ؟,...بفرما کار میکنه؟,اینم از این. کار می کنه ؟
72:19,72:22,- My sensor is operational. - Good.,حسگرم آماده‌ي استفاده‌ست,.حسگرم قابل استفاده ـست - .خوبه -,.حسگرم قابل استفاده ـست - .خوبه -,حسگرهام دوباره به کار افتادن - خوبه -,.حسگرم قابل استفاده ـست - .خوبه -
72:23,72:24,Then let's get...,...پس بريم,...پس بیا,...پس بیا,...بیا بریم سراغ,...پس بیا
72:25,72:26,What?,چيه؟,چی ؟,چی ؟,چی؟,چی ؟
72:26,72:28,Are you going to remove my healthcare chip?,مي‌خواي تراشه‌ي مراقبت سلامتيم رو دربياري؟,میخوای تراشه مراقبت سلامتیم رو برداری ؟,میخوای تراشه مراقبت سلامتیم رو برداری ؟,میخوای تراشه‌ی مراقبت سلامت منو برداری؟,میخوای تراشه مراقبت سلامتیم رو برداری ؟
72:28,72:30,Yes. Open!,!آره,!آره. باز کن,!آره. باز کن,اره، باز شو,!آره. باز کن
72:30,72:32,My purpose is to heal the sick and injured.,...هدفم درمان,.هدف من درمان بیماری و آسیب دیدگیه,.هدف من درمان بیماری و آسیب دیدگیه,هدف ساخت من درمان مریض‌ها و زخمی‌هاست,.هدف من درمان بیماری و آسیب دیدگیه
72:32,72:34,"Baymax, open your access port.",!درگاه دسترسيت رو باز کن,".بیمکس""، ورودی دسترسیت رو باز کن""",".بیمکس""، ورودی دسترسیت رو باز کن""","بیمکس""، دریچه‌ی دسترسیت رو باز کن""",".بیمکس""، ورودی دسترسیت رو باز کن"""
72:35,72:37,Do you want me to terminate Professor Callaghan?,‏می‌خوای پروفسور کالاهان رو بکشم؟,"ازم می خوای پروفسور ""کالاهان"" رو بکشم ؟","ازم می خوای پروفسور ""کالاهان"" رو بکشم ؟","ازم میخوای پروفسور""کالاهان""رو نابود کنم؟","ازم می خوای پروفسور ""کالاهان"" رو بکشم ؟"
72:37,72:39,Just open!,!‏فقط بازش کن,!فقط باز کن,!فقط باز کن,فقط بازش کن,!فقط باز کن
72:42,72:45,Will terminating Professor Callaghan improve your emotional state?,...‏کشتن پروفسور کالاهان,"""با کشتن پروفسور ""کالاهان حال روحیت بهبود پیدا می کنه ؟","""با کشتن پروفسور ""کالاهان حال روحیت بهبود پیدا می کنه ؟","""ایا نابود کردن پروفسور ""کالاهان وضع احساسیه تو رو بهتر میکنه؟","""با کشتن پروفسور ""کالاهان حال روحیت بهبود پیدا می کنه ؟"
72:45,72:47,Yes! No! I don't know!,!‏آره! نه,!آره ! نه! نمیدونم,!آره ! نه! نمیدونم,اره؛ نه؛ نمیدونم,!آره ! نه! نمیدونم
72:48,72:49,Open your access!,...می‌خوای راه,!دسترسیت رو باز کن,!دسترسیت رو باز کن,...دریچه دسترسیت رو با,!دسترسیت رو باز کن
72:49,72:51,- Is this what Tadashi wanted? - It doesn't matter!,‏این چیزیه که تاداشی مي‌خواست؟,"این چیزیه که ""تاداشی"" می خواست ؟ - !اهمیتی نداره -","این چیزیه که ""تاداشی"" می خواست ؟ - !اهمیتی نداره -","این چیزیه که ""تاداشی""میخواست - مهم نیست -","این چیزیه که ""تاداشی"" می خواست ؟ - !اهمیتی نداره -"
72:51,72:52,Tadashi programed me to aid and...,...تاداشی منو برنامه‌ریزی کرد تا به - !تاداشی مُرده -,"...تاداشی"" منو برنامه ریزی کرده تا کمک کنم و""","...تاداشی"" منو برنامه ریزی کرده تا کمک کنم و""",...تاداشی منو برای کمک به,"...تاداشی"" منو برنامه ریزی کرده تا کمک کنم و"""
72:53,72:55,Tadashi's gone!,...تاداشی منو برنامه‌ریزی کرد تا به - !تاداشی مُرده -,"!تاداشی"" مرده""","!تاداشی"" مرده""","تاداشی""مرده""","!تاداشی"" مرده"""
72:59,73:02,Tadashi's gone.,!تاداشی مُرده,".تاداشی"" مرده""",".تاداشی"" مرده""","تاداشی""مرده""",".تاداشی"" مرده"""
73:03,73:05,Tadashi is here.,تاداشی اینجاست,".تاداشی"" اینجاست""",".تاداشی"" اینجاست""","تاداشی""اینجاست""",".تاداشی"" اینجاست"""
73:05,73:08,No. He's not here.,اینجا نیست,.نه. اون اینجا نیست,.نه. اون اینجا نیست,نه. اون اینجا نیست,.نه. اون اینجا نیست
73:09,73:11,Tadashi is here.,تاداشی اینجاست,".تاداشی"" اینجاست""",".تاداشی"" اینجاست""","تاداشی""اینجاست""",".تاداشی"" اینجاست"""
73:12,73:14,<i>This is Tadashi Hamada.</i>,تاداشی هامادا هستم,".تاداشی هامادا"" هستم""",".تاداشی هامادا"" هستم""","<i>این ""تاداشی هامادا""هست</i>",".تاداشی هامادا"" هستم"""
73:16,73:19,<i>And this is the first test of my robotics project.</i>,‏و اين اولين آزمايش پروژه‌ي روباتيکمه,.و این اولین آزمایش پروژه روباتیک منه,.و این اولین آزمایش پروژه روباتیک منه,<i>و اینم اولین امتحان پروژه‌ی روباتیک منه</i>,.و این اولین آزمایش پروژه روباتیک منه
73:20,73:22,"<i>Hello, I am Baymax.</i>",من بی‌مکس‌ام,".سلام، من ""بیمکس"" هستم",".سلام، من ""بیمکس"" هستم","<i>سلام، من""بیمکس""هستم</i>",".سلام، من ""بیمکس"" هستم"
73:22,73:24,<i>Stop! Stop! Stop! Stop! Stop! Stop!</i>,!وایسا! وایسا !وایسا! وایسا,!صبر کن! صبر کن! وایسا ! وایسا ! وایسا ! وایسا,!صبر کن! صبر کن! وایسا ! وایسا ! وایسا ! وایسا,<i>تمومش کن تمومش کن تمومش کن تمومش کن</i>,!صبر کن! صبر کن! وایسا ! وایسا ! وایسا ! وایسا
73:26,73:29,<i>The seventh test of my robotics project.</i>,‏هفتمين آزمايش پروژه‌ي روباتيکم,.هفتمین آزمایش پروژه روباتیکمه,.هفتمین آزمایش پروژه روباتیکمه,<i>هفتمین امتحان پروژه‌ی روباتیک من</i>,.هفتمین آزمایش پروژه روباتیکمه
73:29,73:30,"<i>Hello, I...</i>",...سلام,...سلام، من,...سلام، من,<i>...سلام، من</i>,...سلام، من
73:31,73:32,<i>What? What?</i>,...من,چی ؟ چی ؟,چی ؟ چی ؟,<i>چی‌شد؟ چی‌شد؟</i>,چی ؟ چی ؟
73:33,73:35,"<i>Wait, wait, wait, stop! Stop scan! Stop...</i>",!وایسا !اسکن رو متوقف کن,!صبرکن، صبرکن، صبرکن، وایسا ...اسکن رو متوقف کن! متوقف کن,!صبرکن، صبرکن، صبرکن، وایسا ...اسکن رو متوقف کن! متوقف کن,<i>صبرکن، صبرکن. تمومش کن؛ ...بررسی رو تموم کن تمومش</i>,!صبرکن، صبرکن، صبرکن، وایسا ...اسکن رو متوقف کن! متوقف کن
73:36,73:38,"<i>Tadashi Hamada again,</i>",‏دوباره تاداشي ‌هامادا هستم,"بازم ""تاداشی هامادا"" هستم","بازم ""تاداشی هامادا"" هستم","<i>""دوباره""تاداشی هامادا</i>","بازم ""تاداشی هامادا"" هستم"
73:39,73:43,<i>and this is the 33rd test of my robotics project.</i>,‏و اين سي و سومين آزمايش پروژه‌ي روباتيکمه,.و این سی و سومین آزمایش پروژه روباتیکمه,.و این سی و سومین آزمایش پروژه روباتیکمه,<i>و این هم سی‌وسومین امتحان پروژه‌ی روباتیک من</i>,.و این سی و سومین آزمایش پروژه روباتیکمه
73:50,73:51,<i>I'm not giving up on you.</i>,ازت نااميد نميشم,.دست از سرت برنمیدارم,.دست از سرت برنمیدارم,<i>من ازت ناامید نمیشم</i>,.دست از سرت برنمیدارم
73:52,73:54,"<i>You don't understand this yet, but people need you.</i>",...‏فعلاً اينو درک نمي‌کني,،تو هنوز اینو درک نمی کنی .اما مردم بهت احتیاج دارن,،تو هنوز اینو درک نمی کنی .اما مردم بهت احتیاج دارن,<i>تو هنوز اینو نمیفهمی اما مردم بهت احتیاج دارن</i>,،تو هنوز اینو درک نمی کنی .اما مردم بهت احتیاج دارن
73:54,73:56,"<i>So, let's get back to work.</i>",‏پس بیا برگرديم سر کارمون,.پس بیا برگردیم سر کار,.پس بیا برگردیم سر کار,<i>پس برمیگردیم سراغ کار</i>,.پس بیا برگردیم سر کار
73:58,73:59,"<i>This is Tadashi Hamada,</i>",...من,"تاداشی هامادا"" هستم""","تاداشی هامادا"" هستم""","<i>تاداشی هامادا""هستم""</i>","تاداشی هامادا"" هستم"""
74:00,74:03,<i>and this is the 84th test.</i>,...‏و اينم هشتاد و چهارمین آزمايش,.و این هشتاد و چهارمین آزمایشه,.و این هشتاد و چهارمین آزمایشه,<i>و اینم هشتاد و چهارمین امتحان</i>,.و این هشتاد و چهارمین آزمایشه
74:05,74:07,"<i>What do you say, big guy?</i>",نظرت چیه گُنده‌بَک؟,چی برای گفتن داری، رفیق گنده بک ؟,چی برای گفتن داری، رفیق گنده بک ؟,<i>چی میگی رفیق بزرگ؟</i>,چی برای گفتن داری، رفیق گنده بک ؟
74:07,74:09,"<i>Hello, I am Baymax,</i>",من بی‌مکس‌ام,"سلام، من ""بیمکس"" هستم","سلام، من ""بیمکس"" هستم","<i>سلام،من ""بیمکس"" هستم</i>","سلام، من ""بیمکس"" هستم"
74:10,74:12,<i>your personal healthcare companion.</i>,همراه سلامتی شخصیتون,.همراه سلامت شخصیتون هستم,.همراه سلامت شخصیتون هستم,<i>مراقب سلامت شخصی شما</i>,.همراه سلامت شخصیتون هستم
74:12,74:13,<i>It works.</i>,!‏کار مي‌کنه,.کار می کنه,.کار می کنه,<i>کار میکنه</i>,.کار می کنه
74:13,74:14,<i>It works!</i>,!‏کار مي‌کنه,!کار می کنه,!کار می کنه,<i>کار میکنه</i>,!کار می کنه
74:14,74:17,<i>This is amazing! You... You work!</i>,!‏کار مي‌کنه,!این شگفت انگیزه ! تو.. تو کار می کنی,!این شگفت انگیزه ! تو.. تو کار می کنی,<i>این شگفت‌انگیزه...تو...تو کار میکنی</i>,!این شگفت انگیزه ! تو.. تو کار می کنی
74:17,74:19,<i>I knew it! I knew it! I knew it.</i>,!می‌دونستم! می‌دونستم,.میدونستم ! میدونستم ! میدونستم,.میدونستم ! میدونستم ! میدونستم,<i>میدونستم! میدونستم میدونستم! میدونستم</i>,.میدونستم ! میدونستم ! میدونستم
74:20,74:23,"<i>I knew it. Oh, you work. I can't believe it! I can't...</i>",!می‌دونستم! می‌دونستم,.میدونستم. اوه، تو کار می کنی ...باورم نمیشه! نمیتونم,.میدونستم. اوه، تو کار می کنی ...باورم نمیشه! نمیتونم,<i>اوه، تو کار میکنی؛ ...باورم نمیشه، باورم</i>,.میدونستم. اوه، تو کار می کنی ...باورم نمیشه! نمیتونم
74:23,74:25,"<i>Okay. All right, big moment, here.</i>",!خیلی‌خب,.باشه. خیلی خب، لحظه بزرگیه، اینجا,.باشه. خیلی خب، لحظه بزرگیه، اینجا,<i>خیل‌خب، باشه، لحظه‌ی بزرگ؛ بفرما</i>,.باشه. خیلی خب، لحظه بزرگیه، اینجا
74:26,74:28,<i>Scan me.</i>,اسکنم کن,.منو بررسی کن,.منو بررسی کن,<i>منو بررسی کن</i>,.منو بررسی کن
74:29,74:32,<i>Your neurotransmitter levels are elevated.</i>,سطح انتقال دهنده‌های عصبيت افزايش پیدا کرده,.سطح انتقال دهنده های عصبی شما افزایش یافته,.سطح انتقال دهنده های عصبی شما افزایش یافته,<i>سطح انتقال دهنده‌های عصبیت بالا رفته</i>,.سطح انتقال دهنده های عصبی شما افزایش یافته
74:32,74:34,<i>This indicates that you are happy.</i>,این یعنی خوشحالی,.این نشان میده که شما خوشحال هستی,.این نشان میده که شما خوشحال هستی,<i>که یعنی تو خوشحالی</i>,.این نشان میده که شما خوشحال هستی
74:34,74:36,<i>I am. I really am.</i>,واقعاً خوشحالم,.هستم. واقعأ هستم,.هستم. واقعأ هستم,<i>همینطوره، واقعا خوشحالم</i>,.هستم. واقعأ هستم
74:37,74:41,"<i>Oh, man. Wait till my brother sees you.</i>",صبر کن برادرم ببينتت,.اوه، پسر. صبرکن داداشم تو رو ببینه,.اوه، پسر. صبرکن داداشم تو رو ببینه,<i>اوه پسر؛ بذار برادرم تو رو ببینه</i>,.اوه، پسر. صبرکن داداشم تو رو ببینه
74:41,74:43,"<i>You're gonna help so many people, buddy.</i>",قراره به کلي آدم کمک کني رفيق,.تو قراره به کلی آدم کمک کنی، رفیق,.تو قراره به کلی آدم کمک کنی، رفیق,<i>تو قراره به خیلیا کمک کنی رفیق</i>,.تو قراره به کلی آدم کمک کنی، رفیق
74:44,74:45,<i>So many.</i>,...کلی آدم,.خیلی زیاد,.خیلی زیاد,<i>خیلیا</i>,.خیلی زیاد
74:45,74:49,<i>That's all for now. I am satisfied with my care.</i>,از مراقبت‌هام راضی‌ام,.فعلأ تا همینجا بسه .از درمانم راضی هستم,.فعلأ تا همینجا بسه .از درمانم راضی هستم,<i>...برای حالا کافیه من از درمانم راضی هستم</i>,.فعلأ تا همینجا بسه .از درمانم راضی هستم
74:59,75:01,"Thank you, Baymax.",ممنون بی‌مکس,".""ممنون، ""بیمکس",".""ممنون، ""بیمکس","""ممنونم""بیمکس",".""ممنون، ""بیمکس"
75:04,75:06,I'm so sorry.,خیلی متاسفم,.خیلی متاسفم,.خیلی متاسفم,خیلی متاسفم,.خیلی متاسفم
75:08,75:10,I guess I'm not like my brother.,به گمونم من مثل برادرم نیستم,.فکر کنم شبیه داداشم نیستم,.فکر کنم شبیه داداشم نیستم,گمونم من شبیه برادرم نیستم,.فکر کنم شبیه داداشم نیستم
75:11,75:12,Hiro.,هیرو,".""هیرو""",".""هیرو""","""هیرو""",".""هیرو"""
75:16,75:18,"Guys, I... I...",...من,..بچه ها، من.. من,..بچه ها، من.. من,...بچه‌ها...من...من,..بچه ها، من.. من
75:22,75:24,"We're going to catch Callaghan,",می‌خوایم کالاهان رو گیر بندازیم,"کالاهان"" رو گیر میارم""","کالاهان"" رو گیر میارم""","ما ""کالاهان""رو میگیرم","کالاهان"" رو گیر میارم"""
75:25,75:27,"and, this time, we'll do it right.",...و این دفعه,.و، این دفعه، درست انجامش میدیم,.و، این دفعه، درست انجامش میدیم,و این دفعه اینکارو درست انجام میدیم,.و، این دفعه، درست انجامش میدیم
75:29,75:33,But maybe don't leave your team stranded on a spooky island next time.,ولی شايد بهتر باشه دفعه‌ی بعدي افراد تيمت رو توی یه جزیره‌ی جِن‌زده وِل نکنی,اما شاید دفعه دیگه تیمت رو توی .یه جزیره جن زده، قال نذاری,اما شاید دفعه دیگه تیمت رو توی .یه جزیره جن زده، قال نذاری,اما شاید دفعه‌ی دیگه تیم‌ـت رو توی یه جزیره‌ی روح زده تنها نذاری,اما شاید دفعه دیگه تیمت رو توی .یه جزیره جن زده، قال نذاری
75:33,75:36,"- Oh, man. - Nah, it's cool.",!وای پسر,.اوه، پسر - .نه، اشکالی نداره -,.اوه، پسر - .نه، اشکالی نداره -,اوه پسر - نه، ایرادی نداره-,.اوه، پسر - .نه، اشکالی نداره -
75:36,75:38,Heathcliff picked us up in the family chopper.,‏هيتکليف با هلیکوپتر خانوادگيمون اومد دنبالمون,".هیثکلیف"" با هلی کوپتر خانوادگی برداشتمون""",".هیثکلیف"" با هلی کوپتر خانوادگی برداشتمون""","هیت‌کلیف"" با یه هلکوپتر"""" خانوادگی اومد دنبالمون",".هیثکلیف"" با هلی کوپتر خانوادگی برداشتمون"""
75:38,75:41,"Hiro, we found something you should see.",یه چیزی پیدا کردیم که باید ببینی,".هیرو""، یه چیزی پیدا کردیم که باید ببینی""",".هیرو""، یه چیزی پیدا کردیم که باید ببینی""","هیرو"" یه چیزی پیدا کردیم که بهتره تو ببینی""",".هیرو""، یه چیزی پیدا کردیم که باید ببینی"""
75:45,75:46,<i>You almost got us all killed!</i>,!داشتی ما رو به کشتن می‌دادی,!تو تقریبأ داشتی ما رو به کشتن می دادی,!تو تقریبأ داشتی ما رو به کشتن می دادی,<i>تو تقریبا هممون رو به کشتن دادی</i>,!تو تقریبأ داشتی ما رو به کشتن می دادی
75:46,75:48,<i>Krei! You did this!</i>,!تو اینکارو کردی,"!کری""! تو این کار رو کردی""","!کری""! تو این کار رو کردی""","<i>کرِی""؛ تو اینکارو کردی""</i>","!کری""! تو این کار رو کردی"""
75:49,75:50,<i>You knew it wasn't ready!</i>,!می‌دونستی آماده نیست,!تو میدونستی که اون آماده نبود,!تو میدونستی که اون آماده نبود,<i>تو میدونسی که اون اماده نبود</i>,!تو میدونستی که اون آماده نبود
75:51,75:53,Callaghan? He was there?,کالاهان؟,"کالاهان"" ؟ اونجا بود ؟""","کالاهان"" ؟ اونجا بود ؟""","کالاهان""؟"" اون اونجا بود؟","کالاهان"" ؟ اونجا بود ؟"""
75:54,75:57,He was such a good man. What happened?,چه آدم خوبی بود,.اون که مرد خوبی بود چه اتفاقی افتاده ؟,.اون که مرد خوبی بود چه اتفاقی افتاده ؟,اون ادم خیلی خوبی بود چه اتفاقی افتاد؟,.اون که مرد خوبی بود چه اتفاقی افتاده ؟
75:57,75:58,I don't know.,...نمی‌دونم,.نمیدونم,.نمیدونم,...نمیدونم,.نمیدونم
75:58,76:00,But the answer's here somewhere.,ولی جواب، یه جایی همینجاهاست,.اما جوابها یه جایی همینجاست,.اما جوابها یه جایی همینجاست,اما جواب یه جایی همین جاهاست,.اما جوابها یه جایی همینجاست
76:01,76:03,"Wait, wait! Stop.",!وایسا,.صبر کن، صبرکن! وایسا,.صبر کن، صبرکن! وایسا,صبرکن! صبرکن! وایسا,.صبر کن، صبرکن! وایسا
76:03,76:05,There he is.,!اینجاست,.اونجاست,.اونجاست,اینجاست,.اونجاست
76:05,76:07,With the pilot.,با خلبان؟,.پیش خلبان ـه,.پیش خلبان ـه,با اون خلبان,.پیش خلبان ـه
76:10,76:11,Hang on.,!صبر کن,.وایسا ببینم,.وایسا ببینم,صبر کنید,.وایسا ببینم
76:12,76:14,<i>We've invited all these people...</i>,!‏اين همه آدم رو اينجا دعوت کرديم,...همه این آدما رو دعوت کردیم,...همه این آدما رو دعوت کردیم,<i>ما تمام این مردم رو دعوت کردیم</i>,...همه این آدما رو دعوت کردیم
76:17,76:19,The pilot was Callaghan's daughter.,!‏ خلبان دختر کالاهان بوده,".دختر ""کالاهان"" خلبان بود",".دختر ""کالاهان"" خلبان بود","!خلبان دختر""کالاهان""بوده",".دختر ""کالاهان"" خلبان بود"
76:19,76:21,Callaghan blames Krei.,!‏کالاهان، کري رو مقصر مي‌دونه,".کالاهان"" ""کری"" رو مقصر میدونه""",".کالاهان"" ""کری"" رو مقصر میدونه""","کالاهان""،""کرِی"" رو مقصر میدونه""",".کالاهان"" ""کری"" رو مقصر میدونه"""
76:22,76:24,This is a revenge story.,!‏قضيه انتقامیه,.این حکایت انتقامه,.این حکایت انتقامه,این داستان انتقامه,.این حکایت انتقامه
76:24,76:26,"So, what are we waiting for?",‏پس منتظر چي هستيم؟,پس، منتظر چی هستیم ؟,پس، منتظر چی هستیم ؟,پس منتظر چی هستیم,پس، منتظر چی هستیم ؟
76:28,76:29,It's all set up.,,.همه چی جفت و جوره,.همه چی جفت و جوره,همه چیز آماده هست,.همه چی جفت و جوره
76:33,76:38,<i>This beautiful new campus is the culmination of a lifelong dream.</i>,...‏‏اين پرديس زيبا و جديد,این پردیس زیبای جدید اوج .رویای یک عمره,این پردیس زیبای جدید اوج .رویای یک عمره,<i>...این فضای زیبای جدید اوج یک رؤیا به بلندی یک عمره</i>,این پردیس زیبای جدید اوج .رویای یک عمره
76:38,76:40,<i>But none of this would've been possible</i>,...ولی هيچکدوم از اينا,اما هیچکدوم اینا بدون,اما هیچکدوم اینا بدون,<i>...اما هیچ کدوم اینا ...ممکن نبود مگر</i>,اما هیچکدوم اینا بدون
76:41,76:43,<i>without a few bumps in the road.</i>,ممکن نمی‌شد,.کمی مشکلات در مسیر پیشرفت عملی نمی شد,.کمی مشکلات در مسیر پیشرفت عملی نمی شد,<i>با وجود مشکلات سر راه</i>,.کمی مشکلات در مسیر پیشرفت عملی نمی شد
76:43,76:48,"<i>Those setbacks made us stronger, and set us on the path</i>",...اون موانع ما رو قوی‌تر کرد,،اون شکست ها ما رو قوی تر کردن و ما رو در مسیر آینده ای روشن,،اون شکست ها ما رو قوی تر کردن و ما رو در مسیر آینده ای روشن,<i>اون شکست ها مارو قوی تر کرد و ما رو</i>,،اون شکست ها ما رو قوی تر کردن و ما رو در مسیر آینده ای روشن
76:48,76:49,<i>to a bright future.</i>,!آینده‌ای درخشان قرار داد,.قرار دادن,.قرار دادن,<i>در راه آینده‌ای روشن قرار داد</i>,.قرار دادن
76:49,76:50,What is that?,!آینده‌ای درخشان قرار داد,اون چیه ؟,اون چیه ؟,اون چیه؟,اون چیه ؟
76:51,76:53,- What? - Setback?,چی؟,چی ؟ - شکست ؟ -,چی ؟ - شکست ؟ -,چی؟ - شکست؟ -,چی ؟ - شکست ؟ -
77:05,77:08,"Was my daughter a ""setback""?",چرا دخترم مانعه؟,دختر من یه شکست بود ؟,دختر من یه شکست بود ؟,دختر من یه شکست بود؟,دختر من یه شکست بود ؟
77:08,77:10,Callaghan! But you...,...کالاهان,"...کالاهان""! اما تو""","...کالاهان""! اما تو""","...کالاهان""...اما تو""","...کالاهان""! اما تو"""
77:11,77:12,"Your daughter, that...",...دخترت,...دخترت، اون,...دخترت، اون,...دختر تو...اون,...دخترت، اون
77:13,77:14,That was an accident.,اون یه اتفاق بود,.اون یه اتفاق بود,.اون یه اتفاق بود,اون یه حادثه بود,.اون یه اتفاق بود
77:14,77:17,No! You knew it was unsafe.,!می‌دونستی خطرناکه,.نه! میدونستی اون امن نیست,.نه! میدونستی اون امن نیست,نه تو میدونستی که اون ایمن نیست,.نه! میدونستی اون امن نیست
77:17,77:20,My daughter is gone because of your arrogance.,دخترم بخاطر غرور تو مُرد,.دختر من بخاطر غرور تو مرده,.دختر من بخاطر غرور تو مرده,دختر من بخاطر غرور و تکبر تو مرده,.دختر من بخاطر غرور تو مرده
77:32,77:34,What are you doing?,داری چیکار می‌کنی؟,داری چی کار می کنی ؟,داری چی کار می کنی ؟,داری چیکار میکنی؟,داری چی کار می کنی ؟
77:34,77:38,You took everything from me when you sent Abigail into that machine.,توی اون ماشین، همه چیزمو ازم گرفتی,"وقتی که تو ""ابیگل"" رو فرستادی تو اون ماشین .همه چیزم رو ازم گرفتی","وقتی که تو ""ابیگل"" رو فرستادی تو اون ماشین .همه چیزم رو ازم گرفتی","تو همه چیزو از من گرفتی وقتی که ابیگیل""رو فرستادی داخل اون ماشین""","وقتی که تو ""ابیگل"" رو فرستادی تو اون ماشین .همه چیزم رو ازم گرفتی"
77:39,77:42,Now I'm taking everything from you.,و حالا منم همه چیزت رو ازت می‌گیرم,.حالا من همه چیزت رو ازت می گیرم,.حالا من همه چیزت رو ازت می گیرم,حالا منم همه چیزو از تو میگیرم,.حالا من همه چیزت رو ازت می گیرم
77:46,77:47,No!,,!نه,!نه,نه!نه,!نه
77:47,77:49,No! No! You can't!,!نـه !نـه,!نه! نه! تو نمیتونی,!نه! نه! تو نمیتونی,تو نمیتونی,!نه! نه! تو نمیتونی
77:56,78:00,You're going to watch everything you've built disappear.,...نظارگر نابودی تمام چیزایی,تو شاهد از بین رفتن چیزایی که .ساختی خواهی بود,تو شاهد از بین رفتن چیزایی که .ساختی خواهی بود,تو قراره ببینی هر چیزی ...که ساختی ناپدید(نابود)میشه,تو شاهد از بین رفتن چیزایی که .ساختی خواهی بود
78:01,78:02,"Then, it's your turn.",!بعدش نوبت توئه,.بعدش، نوبت خودته,.بعدش، نوبت خودته,بعدش نوبت خودته,.بعدش، نوبت خودته
78:02,78:04,Professor Callaghan!,!پروفسور کالاهان,"!""پروفسور ""کالاهان","!""پروفسور ""کالاهان","""پروفسور""کالاهان","!""پروفسور ""کالاهان"
78:09,78:10,Let him go!,!بذار بره,!بذار اون بره,!بذار اون بره,بذار اون بره,!بذار اون بره
78:12,78:14,Is this what Abigail would've wanted?,این چیزیه که ابیگیل می‌خواست؟,"این چیزیه که ""ابیگل"" می خواست ؟","این چیزیه که ""ابیگل"" می خواست ؟","اگه""ابیگیل""اینجا بود، این چیزیه که میخواست؟","این چیزیه که ""ابیگل"" می خواست ؟"
78:14,78:16,Abigail is gone!,!ابیگیل مُرده,"!ابیگل"" مرده""","!ابیگل"" مرده""","ابیگیل""مُرده""","!ابیگل"" مرده"""
78:17,78:21,"This won't change anything. Trust me, I know.",این چیزی رو تغییر نمیده,.این چیزی رو عوض نمی کنه .بهم اعتماد کن، من میدونم,.این چیزی رو عوض نمی کنه .بهم اعتماد کن، من میدونم,این هیچ چیزو عوض نمیکنه باور کن، من میدونم,.این چیزی رو عوض نمی کنه .بهم اعتماد کن، من میدونم
78:23,78:25,"Listen to the kid, Callaghan.",به حرف اون بچه گوش کن کالاهان,".""به حرف پسره گوش کن، ""کالاهان",".""به حرف پسره گوش کن، ""کالاهان","""به حرف این بچه گوش کن""کالاهان",".""به حرف پسره گوش کن، ""کالاهان"
78:25,78:26,"Please, let me go.",تو رو خدا بذار برم,.خواهش می کنم، بذار برم,.خواهش می کنم، بذار برم,لطفا فقط بذار من برم,.خواهش می کنم، بذار برم
78:26,78:28,I'll give you anything you want!,هر چی بخوای بهت میدم,!هرچیزی که بخوای بهت میدم,!هرچیزی که بخوای بهت میدم,من هرچیزی بخوای بهت میدم,!هرچیزی که بخوای بهت میدم
78:29,78:32,I want my daughter back!,!دخترمو می‌خوام,!میخوام دخترم برگرده,!میخوام دخترم برگرده,من دخترم رو میخوام,!میخوام دخترم برگرده
78:36,78:37,Go for the mask!,!برو سراغ نفاب,!برو سراغ ماسک,!برو سراغ ماسک,برو سراغ ماسک,!برو سراغ ماسک
78:54,78:55,Baymax!,!بی‌مکس,"!""بیمکس""","!""بیمکس""","""بیمکس""","!""بیمکس"""
78:55,78:57,Leaping into action!,!حمله می‌کنیم,!پیش به سوی نبرد,!پیش به سوی نبرد,باید وارد عمل بشیم,!پیش به سوی نبرد
