Start Time,End Time,English,About.Time.open subtitle.srt
61:02,61:06,"Don't be so selfish, I'm sleeping. It's bad.",انقدر از خودراضي نباش .خوابيدم. کاردرستي نيست
61:08,61:09,Right.,درسته
61:10,61:12,That went very well.,خيلي خوب پيش رفت
61:19,61:20,Wake up.,بيدارشو
61:21,61:22,What?,چــــي؟
61:23,61:25,Wake up. Come and have a chat.,بيدارشو، بيا صحبت کنيم
61:25,61:26,Why?,براي چي؟
61:27,61:30,I've got something important to ask you.,يه چيز مهمي دارم تا ازت بپرسم
61:33,61:35,Can't it wait till morning?,نميشه تا صبح صبر کنه؟
61:35,61:37,Not really.,نه واقعاً
61:38,61:41,But I'm so comfy.,اما خيلي راحت ام
61:41,61:44,I was having the loveliest dream.,قشنگ ترين خواب رو ميديدم
61:45,61:46,What is it?,اين چيه؟
61:47,61:49,Why is there music on?,چرا موزيک پخش ميشه؟
61:50,61:53,It's got something to do with what I want to ask you.,به چيزي که ميخوام ازت بپرسم مربوطه
61:54,61:56,Wait a minute.,يک دقيقه صبر کن
61:57,61:59,Romantic music.,آهنگ عاشقانه
62:00,62:03,Guy with important question.,مردا با سوال هاي مهم
62:03,62:05,Are you on your knees?,رو زانوهات وايسادي؟
62:05,62:07,On his knees.,روي زانوهاش
62:08,62:09,Mmm.,
62:09,62:12,Were you so bored in the play you decided,کجاي بازي برات خسته کننده بود که بعدش
62:12,62:15,to ask me to marry you afterwards?,تصميم گرفتي ازم درخواست ازدواج کني؟
62:16,62:17,Huh?,
62:17,62:19,Something like that.,يه چي تو اون مايه ها
62:22,62:24,Yeah. Exactly that.,آره، دقيقاً همون
62:25,62:27,"In fact,",،درحقيقت
62:30,62:31,will you marry me?,باهام ازدواج ميکني؟
62:38,62:40,Any thoughts on the answer?,هيچ نظري براي پاسخ داري؟
62:41,62:45,"""Yes?"" ""No?"" ""Get out of my life, loser."" They're all possible.",آره، نه، از زندگي من برو بيرون، بازنده همشون ممکنه
62:48,62:51,I think I'll go for,فکر کنم جوابم
62:53,62:54,"""yes.""",بـــله ست
62:59,63:01,Thank you for asking me.,ممنون که ازم پرسيدي
63:02,63:07,And thank you for not going for one of those melodramatic proposals,و ممنون که سراغ اون پيشنهاد هاي خيلي رومانتيکي
63:07,63:09,with lots of people around.,که کلي آدم دوربر هستن نرفتي
63:10,63:12,I hate other people.,از بقيه مردم متنفرم
63:12,63:13,"Me, too.",منم همينطور
63:14,63:15,Yeah.,آره
63:17,63:19,I'm just gonna turn off the radio.,ميرم راديو رو خاموش کنم
63:19,63:22,Okay. Good idea.,باشه، فکر خوبيه
63:29,63:32,"Thanks, guys. Sorry, she's a bit tired.",ممنون، بچه ها ببخشيد، يکمي خسته ست
63:33,63:37,But we really appreciate it. Can you go?,اما واقعاً ممنونيم ميتونين برين؟
63:46,63:48,Wow!,!واو
63:48,63:50,That's so beautiful.,خيلي زيباست
63:50,63:53,"I don't think we'll be staying in the same room, somehow.",فکر نکنم درهر صورت تو يه اتقاق بمونيم
63:53,63:54,"Oh, really?",واقعاً؟
63:54,63:57,"Oh, if they offer you tea, just say no.",اگه بهت چاي تعارف کردن فقط بگو نه
63:58,63:59,Hello.,سلام
64:00,64:01,"Mum, this is Mary.",مامان، اين مـــري ــه
64:01,64:02,Mary! Hi.,مــــري! سلام
64:03,64:04,"Good Lord, you're pretty.",خداي بزرگ، خوشگلي
64:04,64:06,"Oh, no, it's just",...نه، اين فقط
64:06,64:09,I've got a lot of mascara and lipstick on.,فقط يه عالمه ريمل و رژ لب زدم
64:09,64:10,Let's have a look.,بزار يه نگاهي بکنيم
64:10,64:13,"Oh, yes. Good.",بله، خوبه
64:13,64:17,It's very bad for a girl to be too pretty.,براي يه دختر خيلي بدِ که زيادي خوشگل باشه
64:17,64:21,It stops her developing a sense of humour. Or a personality.,جلوي حس شوخ طبعيشو ميگيره يا يکي از اخلاقاشو
64:22,64:23,Tea?,چـــاي؟
64:23,64:25,I'd love a cup of tea.,يه فنجون چاي دوست دارم
64:25,64:27,"Oh, Christ, that's the whole day gone.",،يا عيسي کل روزگير افتاديم
64:27,64:30,She's a very special guest. Cup without the crack.,اون يه مهمون خيلي  استثنايىِ فنجون بدون شکستگي
64:30,64:32,Oh. Skipping stones.,اوه، پرتاب سنگ
64:32,64:34,They've been doing this since he was about this high.,از وقتي که به اين اندازه بود انجامش ميدادن
64:35,64:38,"And what are your faults? I mean, little weaknesses.",و عيب هاي تو چي هستن؟ منظورم، ضعف هاي کوچيک
64:38,64:40,Oh. Uh...,
64:41,64:43,"I, uh...",...من
64:45,64:47,"Well, I'm very insecure.",خب، من اعتماد بنفسم خيلي کم ــه
64:47,64:49,Sweet.,خيلي خوبه
64:50,64:54,Okay. I've a very bad temper sometimes.,باشه، بعضي وقت ها اعصاب ندارم
64:54,64:55,Crucial. How else are you gonna,خيلي نيازه، وگرنه چطور ميخواي
64:56,64:57,get a fella to do what you want?,يه مردو مجبور به کاري که ميخواي بکني؟
65:00,65:02,"And, of course, I have...",...و، البته، من
65:02,65:04,I have a weakness for your son.,براي پسرتون يه نقطه ضعف دارم
65:04,65:05,So do I.,منم همينطور
65:05,65:09,But best not to tell him. Don't want him getting cocky.,اما بهتره بهش نگيم نميخوام مغرور بشه
65:13,65:14,Pow!,
65:14,65:17,I'm so good without the ball. Pow!,بدون توپ کارم خيلي خوبه
65:18,65:20,What do you think of her?,درموردش چه فکري ميکني؟
65:20,65:22,I like her more than you already.,از تو بيشتر دوستش دارم
65:24,65:28,"Oh, look, I'd forgotten this. Jimmy Fontana <i>Il Mondo.</i>",اوه، نگاه، اينو فراموش کرده بودم جيمي فونتانا الموندو
65:28,65:30,Greatest record ever recorded by an Italian,بهترين رکوردي که توسط يه ايتاليايي ضبط شده
65:30,65:32,who looks like he's got a dead badger on his head.,که انگاري يه گورکن مُرده رو سرش داره
65:32,65:33,And you've got the album.,و تو آلبومشو داري
65:33,65:35,Yes!,!آره
65:35,65:36,Check out those specs!,!اون عينکارو داشته باش
65:39,65:42,"Come on, on with the game! Right.",!زودباش، بريم سر بازي درسته
65:42,65:44,And what an extraordinary game this is.,و عجب بازي خفنيه
65:44,65:46,For the first time a father and son,براي اولين بار يه پدر و پسر
65:46,65:48,are playing each other in the World Table,دارن با هم  فينال مسابقات جهاني
65:48,65:50,Tennis Final and neither of them are Chinese.,تنيس روي ميز بازي ميکنن و هيچ کدومشون هم چيني نيستن
65:50,65:53,"Tremendous play from the old World Champion and his son,",عجب بازي زيبايي بين قهرمان قديمي جهان و پسرش
65:53,65:56,the first openly ginger British table tennis player,اولين بازيکن تنيس روي ميز کاملاً مو قرمز بريتانيايي
65:56,65:58,but there are signs the youngster's beginning to crack.,اما نشانه هايي بر شروع شکست ستاره ي جوان هست
65:58,65:59,There are tears in his eyes.,تو چشماش اشک جمع شده - !نشده -
65:59,66:00,There are not!,تو چشماش اشک جمع شده - !نشده -
66:00,66:02,There soon will be!,!به زودي ميشه
66:06,66:07,Hey.,هي
66:09,66:11,Hey! I didn't know you were here.,!هي نميدونستم اينجايي
66:11,66:14,Yeah. I just popped down for a while.,آر ، يه مدتي خبري ازم نبود
66:14,66:15,Okay.,باشه
66:15,66:17,What about the job?,کار چي شد؟
66:17,66:18,Oh.,
66:19,66:20,So how long have you been here?,خب چند وقته اينجايي؟
66:20,66:22,Couple of weeks.,يه چند هفته اي
66:22,66:24,"Gosh! So, life in London...",...خداجون! پس زندگي تو لندن
66:25,66:26,Horrid.,ترسناک
66:26,66:27,Okay.,باشه
66:29,66:31,Is Mary here?,مـــري اينجاست؟
66:31,66:32,Yes.,بله
66:32,66:34,Where? Downstairs.,کجا؟پايين پله ها
66:35,66:37,You be gentle.,درست رفتار کن
66:38,66:39,Be gentle!,!مهربان باش
66:42,66:44,Oh!,
66:44,66:45,"Oh, careful!",!مراقب باش
66:46,66:50,"Yeah, nice to see you, too. I'm trying to make a good impression...",،آره، منم از ديدنت خوشحال شدم ...داري سعي ميکنم احساس خوبي بدي
66:50,66:52,"Yeah, you make a good impression.",آره، تو احساس خوبي ميدي
66:53,66:55,"Right, sorry. Sorry.",درسته، معذرت ميخوام، معذرت ميخوام
66:55,66:57,I've got an important announcement to make.,ميخوام يه خبر مهم بدم
66:58,66:59,- Exciting. - Mmm.,مهيج ــه
67:00,67:03,"We've decided, after a little bit of thought, to get married.",ما بعد از کمي فکر کردن تصميم گرفتيم ازدواج کنيم
67:06,67:09,That's wonderful news.,خبر خيلي خوبي بود
67:09,67:10,Who are you getting married to?,با کي داري ازدواج ميکني؟
67:11,67:13,To Mary. Over there.,با مـــري، اونجاست
67:14,67:16,"Oh, thank God for that.",خدارو شکر
67:16,67:19,Jolly embarrassing if it had been another girl. Imagine that.,،جـــولي شرمسار ميشد اگه يه دختر ديگه بود فکرشو بکن
67:19,67:21,We're so pleased.,ماخيلي راضي هستيم
67:21,67:23,"Oh, no, sorry. Uh... Yeah.",نه، متأسفم، آره
67:23,67:26,"By the way, the wedding will be quite soon",ضمناً، عروسي خيلي زود ميگيريم
67:27,67:29,"because we're having a baby, too.",چون يه بچه هم تو راه داريم
67:37,67:38,You're pregnant?,حامله اي؟
67:38,67:39,Yes.,بله
67:40,67:41,Who's the father?,پدرش کيه؟
67:42,67:43,"Well, Tim, I hope.",خب، تـــيم، اميدوارم
67:44,67:48,Thank God for that. Jolly awkward if it had been another fellow.,خدارو شکر، جولي ناراحت ميشد اگه مال کس ديگه اي بود
67:51,67:53,We have to decide tonight.,بايد امشب تصميم بگيريم
67:53,67:55,What? Everything.,چي؟ - همه چي -
67:55,67:58,The only thing you've decided about our,منظورم اينه تنها چيزي که براي عروسيمون
67:58,68:00,wedding is that I'm coming down the aisle,...تصميم گرفتي اينه که من از راهرو
68:00,68:02,to the sound of some Italian weirdo,با صداي آهنگ يه ايتاليايي عجيب غريب
68:02,68:04,singing a song called <i>Il Mondo.</i>,آهنگي رو که الموندو اسمشه ميخونه، بيام پايين
68:04,68:05,Excellent song.,بهترين آهنگ
68:05,68:08,"To which I've said a definitive ""no.""",که من خيلي قاطعانه ميگم نه
68:08,68:09,So here's the deal.,خب معامله اينه
68:10,68:13,I will take off one item of clothing for every decision you make.,براي هر تصميمي که ميگيري يکي از لباس هامو درميارم
68:14,68:17,"Okay. You have my attention, young lady.",،باشه، نظرمو جلب کرديد خانوم جوان
68:17,68:19,"Right, um,",،درسته، آم
68:20,68:22,where would you like to get married?,کجا ميخواي ازدواج کنيم؟
68:23,68:25,Home. I'd hate anywhere else.,خونه، از جاي ديگه بدم مياد
68:26,68:27,Okay.,باشه
68:27,68:29,"Oh, my God. Good.",خدا، خوبه
68:29,68:31,Who should the priest be?,کشيش قراره کي باشه؟
68:31,68:32,It'll have to be the local bloke,بايد از آشناهاي محله باشه
68:32,68:34,with yellow teeth and the massive unibrow.,با دندون هاي زرد و ابروهاي پيوندي
68:34,68:35,Okay.,باشه
68:36,68:38,That's a lock for Hagrid.,اوني که گفتي به نظر هگريـــد مياد
68:40,68:41,Um...,آم
68:41,68:42,Best Man?,ساقدوش؟
68:42,68:43,Damn.,لعنت
68:44,68:45,Best Man. Now.,ساقدوش، همين حالا
68:45,68:47,"Oh, no, this is so hard. It's lose-lose, you know.",نه، خيلي سخته، هيچ فرقي نميکنه از هر جهت باخته ...تمام اونايي که انتخاب
68:47,68:49,"You piss off all the ones you don't pick,",نه، خيلي سخته، هيچ فرقي نميکنه از هر جهت باخته ...تمام اونايي که انتخاب
68:49,68:50,and you end up hating the one you do pick,نکردي ناراحت ميکني، و ازاوني هم که انتخابش کردي متنفر ميشي
68:50,68:52,because he makes a bad speech and ruins the day.,چون يه سخنراني بد ميکنه و روزو خراب ميکنه
68:52,68:54,Do you wanna see these puppies or not?,ميخواي اين هاپو کوچولوهارو ببيني يا نه؟
68:54,68:56,"Yes, I do.",آره، ميخوام
68:56,68:58,Jay. It's your choice.,جـــِي، انتخاب خودته
68:59,69:00,"He's my best friend, but he's a moron.",اون بهترين دوستم ــه اما يه احمقه
69:00,69:02,"Yeah, he will mess up everything.",آره، همه چي رو خراب ميکنه
69:02,69:03,Rory. Sure?,روري، مطمئن؟
69:03,69:04,"No, Harry.",نه، هَري
69:04,69:06,Harry it is. Let's do this.,هري شد، بيا انجامش بديم
69:08,69:09,"Oh, Rory. Sorry.",روري، ببخشيد
69:09,69:11,What? That's such a cheat.,چي؟ چه تقلبي
69:12,69:14,"Okay, fine.",باشه، اشکال نداره
69:14,69:15,Honeymoon?,ماه عسل؟
69:15,69:17,Bed and breakfast in Scotland.,تخت خواب و صبحانه تو اسکاتلند
69:17,69:20,I am not taking my pants off for Scotland.,من شرتمو براي اسکاتلند درنميارم
69:20,69:22,But it's all we can afford. Take off your pants.,اما فقط از پس هزينه اين ميتونيم بربيام شرتتو دربيار
69:22,69:24,I will not.,درنميارم
69:24,69:25,Take off your pants!,!شرتتو دربيار
69:25,69:27,I want two weeks in Bali!,"دو هفته اقامت تو بالي ميخوام <font color=""#ff8080"">اندونزي"
69:27,69:29,Take off those pants!,شرتتو دربيار
69:36,69:38,Have you planned a break? No.,قصد استراحت نداري؟ نه
69:47,69:49,"Oh, no!",نه! تو بودي؟ من نبودم
69:52,69:53,Is that you?,
69:53,69:55,It wasn't me.,
70:11,70:13,It's for you.,براي توئه
70:47,70:49,"No, I'm caught! I've got it. I've got it!",نه، گير افتادم - !دارمش، دارمش -
70:49,70:50,Help me!,!کمکم کن
70:50,70:52,Oh!,
70:55,70:56,Yes!,!آره
71:00,71:02,"Right, follow me!",!درسته، دنبالم کن
71:04,71:05,My gosh!,!خداي من
71:07,71:09,"Oh, my God!",!خداي من
71:09,71:10,Oh!,
71:11,71:13,"Oh, God!",!خدا
71:20,71:21,It's a joke!,!يه شوخيه
71:24,71:25,Here.,بگيرش
71:30,71:32,"Yes, come on.",آره، بيايد
71:32,71:34,This way.,از اين طرف
71:49,71:50,"Oh, my God!",!خداي من
72:17,72:18,"Hello,",،سلام
72:18,72:20,I'm Rory.,من روري هستم
72:21,72:25,"When Tim asked me to be his Best Man, I was terrified.",،وقتي تيــم ازم خواست که ساقدوشش باشم وحشت کرده بودم
72:25,72:28,So I thought best thing is to find,بنابراين فکر کردم که بهترين چيز، پيدا کردن يک
72:28,72:31,a book about speeches. And here it is.,کتاب درباره ي سخنرانيه و ايناهاش
72:32,72:35,And it says think of really funny anecdotes.,و ميگه به داستان هاي خنده دار فکر کن
72:36,72:41,"And there is a very hilarious story, actually from work.",،و يه داستان خيلي خنده داري هست در واقع از سر کار
72:42,72:45,It was quite a complicated case based on an issue of,مورد خيلي پيچيده اي درمورد پي آمد
72:45,72:47,cross-amortisation of ownership of,دور زدن حق استهلاک مالکيت بود
72:47,72:49,"post-divorce properties and, um...",... مال املاک حاصل از طلاق، و
72:51,72:54,Let me just explain the context. The Defendant...,،اجازه بديد مفهموم توضيح بدم ...مدعي عليه
72:57,73:00,"When Tim asked me to do his Best Man speech,",وقتي تـــيم ازم خواست سخنراني ،ساقدوششو بکنم
73:00,73:02,"my immediate reaction was,",،واکنش فوري من اين بود
73:02,73:04,"""How much are you gonna pay me, you little shit?""",چقدر ميخواي بهم پول بدي، کثافت کوچولو؟
73:04,73:07,"""I don't write for free, you know.""",من مجاني نمينويسم، ميدوني که؟
73:07,73:10,These were the girls available to him at that time.,اين ها دخترهايي بودن که اون موقع براش موجود بودن
73:10,73:13,"""Hello, girls."" And this is how far he got with each of them.",سلام، دخترها؟ واين آخرين جايي يه که باهاشون پيش رفته
73:13,73:16,"Let me explain the code. 5, blowjob.",،بزاريد شماره هارو توضيح بدم ،شماره 5، ساک زني
73:19,73:21,"8, full penetrative...",شمار ه هشت، دخول کامل - و به سلامتي -
73:21,73:23,...and so a toast,شمار ه هشت، دخول کامل - و به سلامتي -
73:23,73:25,to the man with the worst haircut,مردي که بدترين مدل مو رو داشت
73:25,73:27,but the best bride in the room.,اما بهترين عروس در اتاق
73:28,73:30,"Ladies and gentlemen, Tim and Mary.",،خانوم ها و آقايان تيم و مــري
73:30,73:32,Tim and Mary.,تــيم و مــري
73:32,73:34,That's us.,ماييم
73:34,73:36,"I wish I'd said ""I love you.""",اي کاش گفته بودم دوست دارم
73:37,73:38,"You did, Dad.",گفتي، پدر
73:39,73:40,It was implied.,غيرمستقيم بود
73:40,73:44,"I'm not sure ""implied"" is good enough for a wedding day, are you?",مطمئن نيستم غير مستقيم براي روز عروسي به اندازه ي کافي خوب باشه، توهستي؟
73:44,73:46,"No, don't do it, it's fine.",نه، اينکارو نکن، اشکالي نداره
73:47,73:50,I'm so happy with it as it was. You really don't have to.,،همينطور که هست خيلي خوشحالم واقعاً مجبور نيستي
73:51,73:53,"I'll do what I wanna do, young man.",هر کاري بخوام ميکنم، مرد جوان
73:53,73:55,Will you excuse me for just one moment?,ميشه منو ببخشي فقط براي يک لحظه؟
73:57,74:00,...later on I may tell you about,بعد ها ممکنه بهتون درباره ي
74:00,74:05,Tim's many failings as a man and as a table tennis player.,شکست هاي زياد تـــيــم به عنوان يک مرد و بازيکن تنيس روي ميز بگم
74:05,74:06,"But,",،اما
74:06,74:08,important first to say the one,مهمه که اول
74:10,74:13,"big thing, I've only loved",بزرگترينشو بگم، من تنها
74:13,74:16,three men in my life.,سه مرد رو در زندگيم دوست داشتم
74:17,74:19,My dad was a frosty bugger so that,پدرم آدم سرد و پستي بود که
74:19,74:21,"only leaves dear Uncle Desmond,",دايي عزيزم دزموند ميمونه
74:23,74:27,"B.B. King, obviously, and this young man here.",(و البته بي بي کينگ (نوازنده و اين مرد جوان که اينجاست
74:28,74:32,I'd only give one piece of advice to anyone marrying.,من کساني رو که ازدواج ميکنن تنها يک نصيحت ميدم
74:33,74:36,We're all quite similar in the end.,ما همگي در پايان کاملاً مشابه هم هستيم
74:36,74:40,We all get old and tell the same tales too many times.,همگيمون پير ميشيم و همون داستان هارو براي دفعات ميگيم
74:40,74:43,But try and marry someone,اما سعي کنيد و با کسي که
74:44,74:45,kind.,مهربانه ازدواج کنيد
74:46,74:48,And this is a kind man,واين يک مرد مهربانه
74:49,74:51,with a good heart.,با قلبي بزرگ
74:51,74:54,I'm not particularly proud,من خودم به خصوص به
74:54,74:58,"of many things in my life, but I am very proud",،خيلي از چيزهاي زندگيم افتخار نميکنم اما بسيار مفتخرهستم
75:00,75:02,to be the father of my son.,که پدر پسرم باشم
75:05,75:10,"I'm so sorry to disturb you, but I wonder if I could have your autograph.",خيلي متأسفم که مزاحمتون شدم، اما ميخوام بدونم ميشه امضاتونو داشته باشم
75:10,75:12,No. No.,نه، نه
75:12,75:13,"I'm at a wedding, for God's sake.",،من الان تو عروسي ام به خاطر خدا هم که شده
75:13,75:16,I'm here to celebrate true love not,من اينجام عشق حقيقي رو جشن بگيرم
75:16,75:18,scribble my illegible signature on stupid,امضا ناخوانامو روي يه تيکه
75:18,75:21,bits of paper that you can flog on eBay,کاغذ مسخره که بتوني توي سايت اي بِي بفروشي بنويسم
75:21,75:24,so that at the next wedding you can wear a less hideous hat.,که تو عروسي بعدي  بتوني يه کلاهي  که کمتر زشت باشه بزاري رو سرت
75:24,75:27,I see you've met my Aunt May.,ميبينم که با عمه ام مـــي آشنا شديد
75:27,75:30,"Oh, God. People should wear name tags.",خدا، مردم بايد برچسب اسم بپوشن
75:32,75:34,"You next, Kittle Kattie.",،دفعه بعدي عروسي تو ميشه پيشي کوچولو
75:35,75:37,"I don't know, Uncle D.",نميدونم، دايي دي
75:39,75:41,Boys aren't very nice.,پسرا زياد خوب نيستن
75:41,75:43,"Aren't they, darling?",نيستن، عزيزم؟
75:43,75:45,Not in my experience.,تو تجربه ي من نه
75:46,75:48,"They're always taking liberties,",اونا هميشه حق آزادي ازت ميگيرن
75:48,75:51,not giving much back in return.,و در ازاش برات کار زيادي نميکنن
75:54,75:56,It's yummy. Yeah?,خوش مزه ست، آره؟
75:56,75:58,I like the way you say 'yummy.',خوش مزه گفتنتو دوست دارم
76:06,76:09,Do you wish we'd picked another less wet day?,دوست داشتي يه روزي که کمتر باراني بود انتخاب ميکرديم؟
76:09,76:10,No.,نه
76:11,76:13,Not for the world.,هرگز
76:14,76:15,Phew.,
76:18,76:21,And so it begins.,و هم اکنون آغاز ميشود
76:21,76:24,Lots and lots of types of days.,خيلي و خيلي از انواع روزها داريم
76:25,76:26,Fun!,!کيف ميده
76:33,76:34,Posy.,پوزي
76:35,76:37,Posy she is.,اسمش پوزيـــه
76:37,76:40,The most beautiful girl in the world.,زيباترين دختر دنيا
76:43,76:47,"You want your daddy. Yes, I know.",باباتو ميخواي آره، ميدونم
76:50,76:51,Yeah.,آره
76:54,76:56,<i>No one can ever prepare you for</i>,هيچ کس هيچ وقت نميتونه تو رو براي
76:56,76:58,<i>what happens when you have a child.</i>,اتفاقي که بعد از داشتن بچه برات ميوفته آماده کنه
76:58,77:00,<i>When you see the baby in your arms</i>,وقتي بچه رو تو دستات ميبيني
77:00,77:02,<i>and you know that it's your job now.</i>,و ميدوني که حالا وظيفه ي توئه
77:03,77:07,<i>No one can prepare you for the love and the fear.</i>,هيچ کس نميتونه تو روي براي عشق و ترس آماده کنه
77:09,77:11,"Oh, she's lovely.",دوست داشتنيه
77:12,77:14,You were such an ugly baby.,تو بچه خيلي زشتي بودي
77:14,77:16,More chimpanzee than child.,بيشتر شبيه شامپانزه بودي تا بچه
77:17,77:18,"I remember the first time I saw you,",اولين باري که ديدمت رو يادم مياد
77:18,77:21,I thanked God we were in driving distance of London Zoo.,خدارو شکر کردم که نزديک باغ وحش لندن بوديم
77:22,77:24,"Come on, hand over the little bugger,",زودباش، کوچولو خراب کارو بده بياد اينجا
77:24,77:25,let's see if she bounces.,بزار ببينم ورجه و وورجه ميره يا نه
77:25,77:27,"Are we sure... KIT KAT: Yeah, she definitely will bounce.",،آره قطعاً ورجه وورجه ميکنه
77:27,77:29,"Oh, look.",ببين
77:29,77:30,She can do anything.,هرکاري ميتونه بکنه
77:30,77:32,Look. Hello.,نگاه، سلام
77:34,77:36,Sweetheart.,عزيزم
77:37,77:38,<i>No one can prepare you for the love</i>,<i>هيچ کس نميتونه تو رو براي عشق</i>
77:38,77:40,<i>people you love can feel for them.</i>,<i>اونايي که دوستشون داري آماده کنه</i>
77:42,77:44,<i>And nothing can prepare you for</i>,<i>و هيچ چيزي نميتونه تو رو براي</i>
77:44,77:46,<i>the indifference of friends who don't have babies.</i>,<i>دوستان سهل انگاري که بچه ندارن آماده کنه</i>
77:46,77:48,"Do you wanna go to Uncle Jay, huh?",ميخواي بريم پيش عمو جي؟
77:48,77:50,"No, thanks, it's fine. It's great.",،نه، ممنون، خوبه عاليه
77:50,77:52,<i>And it's a shock how quickly you have to move</i>,<i>و باعث شگفتيه که چقدر سريع</i>
77:52,77:55,<i>to a new place you completely can't afford.</i>,<i>مجبوري به محلي جابجا بشي که نميتوني از پس هزينه ش بر بياي</i>
77:56,77:57,Look what we found.,ببين چي پيدا کرديم
77:57,77:59,Look who it is!,!ببين کيه
77:59,78:00,Honey!,!عزيزم
78:01,78:02,Sorry.,ببخشيد
78:04,78:08,"<i>Suddenly, time travel seems almost unnecessary,</i>",<i>ناگه، سفر درزمان تقريباً غير ضروري به نظر ميرسه</i>
78:08,78:10,<i>because every detail of life is so delightful.</i>,<i>چون تمامي جزئيات زندگي، خيلي خوش آينده</i>
78:18,78:19,What's his name?,اسمش چيه؟
78:19,78:20,"Horace, I think.",هوراس، فکرکنم
78:21,78:22,Of course it is.,البته که هست
78:22,78:24,"Only one important thing for a godfather, I'm told,",بهم گفتن، براي پدرخوانده فقط يه چيز مهمه
78:24,78:26,never bring a present smaller than the child.,هيچ وقت کادويي کوچکتر از بچه نيار
78:27,78:29,"Oh, shut up, you smug bastard.",خفه شو، حرومزاده کوته بين
78:29,78:31,"Don't worry, I didn't bring anything at all.",نگران نباش، من هيچي نياوردم
78:31,78:33,She'll never know. Hasn't got a brain yet.,هيچ وقت نميفهمه هنوز مغز نداره
78:33,78:35,"I didn't expect to see you here, Harry.",انتظار ديدن تو رو اينجا نداشتم، هري
78:35,78:37,Children's party's not exactly your style.,مهموني بچه ها به تيپ تو نميخوره
78:37,78:41,"No, Mary, I was tricked. I was told there would be free booze.",نه، مـــري، منو فريب دادن، بهم گفتن مشروب مجاني هست
78:41,78:42,Oh!,
78:43,78:45,"I hate kids, as you know.",از بچه ها متنفر ام، خودت ميدوني
78:45,78:46,"Where's Kit Kat, by the way?",بگذريم، کيت کت کجاست؟
78:47,78:50,"I don't know, she said she'd be here around 3:00.",نيمدونم، گفتش نزديکاي 3 اينجاست
78:50,78:53,And you know we got purple cupcakes for her especially.,و ميدوني کيک بنفش مخصوص براش داريم
78:53,78:55,Here she is!,!ايناهاش
78:55,78:57,"Speak of the devil, that will be her.",چه حلال زاده، خودشه
78:58,79:01,We'll wait till Aunty Kit Kat gets here.,صبر کنيم تا عمه کيتي بياد اينجا
79:02,79:03,Hey. Jimmy.,هي، جيمي
79:03,79:05,Where's my sister?,خواهرم کجاست؟
79:06,79:07,Thought she was here.,فکر کردم اينجاست
79:07,79:08,"No, she hasn't arrived.",نه، هنوز نرسيده
79:10,79:12,That's not good.,اين خوب نيست
79:12,79:14,What does that mean?,معنيش چيه؟
79:14,79:16,Um...,آه... ما صبح يکم بحث کرديم
79:16,79:18,We had an argument this morning.,آه... ما صبح يکم بحث کرديم
79:18,79:20,"Over nothing, but she'd been drinking, so...",...سر هيچي، اما اون مشروب خورد، پس
79:21,79:25,And then she ran out to get the car to come here and,و دويد سمت ماشين سوارش بشه و بياد اينجا
79:25,79:27,I told her to meet me here so...,...بهش گفتم اينجا منو ببينه
79:27,79:31,<i>There's a song by Baz Luhrmann called Sunscreen.</i>,<i>يه آهنگ از باز لاهرمن هست که اسمش کرم ضد آفتاب ــه</i>
79:31,79:33,<i>He says worrying about the future</i>,<i>اون از نگراني درباره ي آينده ميگه</i>
79:33,79:35,<i>is as effective as trying to solve</i>,<i>که به اندازه ي تلاش براي حل</i>
79:35,79:38,<i>an algebra equation by chewing bubble gum.</i>,<i>يک معادله جبري با آدامس بادکنکي جويدني موثره</i>
79:38,79:40,<i>The real troubles in your life</i>,<i>دردسر واقعي تو زندگيت</i>
79:40,79:44,<i>will always be things that never crossed your worried mind.</i>,<i>هميشه چيزي خواهد بود که هيچ وقت به ذهنت خطور نکرده</i>
79:58,79:59,What happened?,چي شد؟
80:01,80:02,We had a fight.,ما دعوا کرديم
80:03,80:04,"And,",،و
80:05,80:08,maybe I wasn't completely sober.,شايد من خيلي هوشيار نبودم
80:10,80:11,How is she? Not good.,چطوره؟ خوب نيست
80:12,80:14,When did she leave you? From where?,کي از پيشت رفت؟ از کجا؟
80:14,80:16,I want it exact. Exact time. Exact address.,من زمان دقيق، و آدرس دقيقشو ميخوام
80:26,80:29,"Here we are. Sorry, sorry.",رسيديم، ببخشيد، ببخشيد
80:29,80:30,Come on.,زودباش
80:31,80:33,"Ah, God.",خدا
80:33,80:35,Hi. There she is.,سلام، اوناهاش
80:35,80:37,Does a small baby live here?,اينجا يه بچه کوچولو زندگي ميکنه؟
80:38,80:42,"Yes, and she's so excited. She's downstairs.",آره، و خيلي هيجان زده شده طبقه پايينه
80:42,80:44,"Happy birthday, Posy,",تولدت مبارک، پوزي
80:47,80:49,I'm sorry. I had to pick up Kit Kat.,شرمنده، بايد کيت کت رو ميرسوندم
80:49,80:51,I thought she was gonna drive herself.,فکر ميکردم قراره خودش رانندگي کنه
80:51,80:53,Turns out she couldn't.,معلوم شد نميتونه
80:54,80:56,She okay? Later.,حالش خوبه؟ بعداً
80:59,81:01,I'm worried about Kit Kat.,براي کيت کت نگرانم
81:03,81:05,Yeah. I know.,آره، ميدونم
