103:33,103:35,But the lie.,ولی دروغ؟,ولی دروغ؟,.ولي اين دروغ,ولی دروغ؟,ولی دروغ؟,ولی همدردی به ندرت اجازه میده منطقی فکر کنیم - ولی دروغ؟ -,.اما این درک به ندرت شامل اونایی میشه که خارج از دید ما هستن - اما اون دروغ؟ -,.ولي اين دروغ,ولي اين دروغ,ولی اون دروغ,.ولي اين دروغ
103:38,103:40,That monstrous lie?,نابخشودنیه,نابخشودنیه,اين دروغ بي‌رحمانه؟,دروغ وحشتناک؟,اون دروغ عظیم؟ - .غیر قابل بخششه -,این دروغ وحشتناک؟ - غیرقابل بخشش‌ـه. و خودشم اینو می‌دونست -,اون دروغ بزرگ؟ - .غیر قابل بخششه -,اين دروغ بي‌رحمانه؟,اين دروغ وحشتناک,اون دروغ بی رحمانه,اين دروغ بي‌رحمانه؟
103:42,103:43,Unforgivable.,و اون اینو می‌دونست. حاضر بود ،انسانیت خودشو از دست بده,و اون اینو می‌دونست. حاضر بود ،انسانیت خودشو از دست بده,قابل بخشش نيست,نابخشودنیه,اون دروغ عظیم؟ - .غیر قابل بخششه -,این دروغ وحشتناک؟ - غیرقابل بخشش‌ـه. و خودشم اینو می‌دونست -,اون دروغ بزرگ؟ - .غیر قابل بخششه -,قابل بخشش نيست,غير قابل بخششه,غیر قابل بخششه,قابل بخشش نيست
103:43,103:45,And he knew that.,و اون اینو می‌دونست. حاضر بود ،انسانیت خودشو از دست بده,و اون اینو می‌دونست. حاضر بود ،انسانیت خودشو از دست بده,.و پدرت اينو ميدونست,و اون اینو می‌دونست. حاضر بود ،انسانیت خودشو از دست بده,.و اون اینو می‌دونست,این دروغ وحشتناک؟ - غیرقابل بخشش‌ـه. و خودشم اینو می‌دونست -,اون دروغ بزرگ؟ - .غیر قابل بخششه -,.و پدرت اينو ميدونست,و پدرت اينو ميدونست,و پدرت خودش میدونست,.و پدرت اينو ميدونست
103:45,103:50,He was prepared to destroy his own humanity in order to save the species.,تا بتونه نسل انسان‌ها رو از انقراض نجات بده فداکاری بزرگی کرده,تا بتونه نسل انسان‌ها رو از انقراض نجات بده فداکاری بزرگی کرده,اون حاضر بود که انسانيت خودش رو نابود کنه تا گونه‌ي انسان‌ها رو نجات بده,و اون اینو می‌دونست. حاضر بود ،انسانیت خودشو از دست بده,،برای نجات نوع بشر .اون یه فداکاری عظیمی کرد,آماده بود که انسانیت خودش رو بخاطر نجات گونه‌ها نابود کنه,.و اونم میدونست - اون آماده بود تا انسانیتش رو نابود کنه -,اون حاضر بود که انسانيت خودش رو نابود کنه تا گونه‌ي انسان‌ها رو نجات بده,اون حاضربود تا انسانيت خودش رو نابود کنه تا گونه ي انسان ها رو نجات بده,اون حاضر شد انسانیت خودش رو نابود کنه تا نسل بشر رو از انقراض نجات بده,اون حاضر بود که انسانيت خودش رو نابود کنه تا گونه‌ي انسان‌ها رو نجات بده
103:50,103:52,- He made an incredible sacrifice. - No.,،نه، نه، فداکاری بزرگی کرد که,،نه، نه، فداکاری بزرگی کرد که,اون فداکاري فوق‌العاده‌اي کرد - نه -,تا بتونه نسل انسان‌ها رو از انقراض نجات بده فداکاری بزرگی کرده,،برای نجات نوع بشر .اون یه فداکاری عظیمی کرد,فداکاری بزرگی کرد - !نه -,",با این هدف که .گونه های بشری رو نجات بده. فدا کاری بزرگی کرد",اون فداکاري فوق‌العاده‌اي کرد - نه -,اون فداکاريِ بزرگي کرد - ...نه -,اون فداکاری باور نکردنی ای کرد - نه -,اون فداکاري فوق‌العاده‌اي کرد - نه -
103:54,103:59,An incredible sacrifice is being made by the people on Earth who are gonna die!,نسل انسان‌ها در زمین از بین بره,نسل انسان‌ها در زمین از بین بره,فداکاري فوق‌العاده رو اون آدم‌هايي کردن !که روي زمين هستن و قراره بميرن,،نه، نه، فداکاری بزرگی کرد که,،روی زمین دارن می‌میرن .انجام میشه,نه، فداکاری بزرگ توسطی مردمی که قراره روی زمین بمیرن انجام میشه,"!نه ,نه, یه فداکاری بزرگ داره انجام میشه",فداکاري فوق‌العاده رو اون آدم‌هايي کردن !که روي زمين هستن و قراره بميرن,فداکاري فوق العاده رو اون انسان هايي کردند که روي زمين هستن و قراره بميرن,، فداکاری باور نکردنی رو آدمایی میکنن که قراره روی کره زمین بمیرن,فداکاري فوق‌العاده رو اون آدم‌هايي کردن !که روي زمين هستن و قراره بميرن
103:59,104:01,Because in his fucking arrogance...,،بخاطر غرور لعنتی‌اش امیدی در این قضیه ندید,،بخاطر غرور لعنتی‌اش امیدی در این قضیه ندید,...چون اون لعنتي با تکبر خودش,،بخاطر غرور لعنتی‌اش امیدی در این قضیه ندید,،بخاطر خودبینیِ لعنتیِ اون .گفت که به اون مورد امیدی نیست,چون آدم خیره‌سری‌ـه، همه رو ناامید کرده,!اما توسط مردم روی زمین که قراره بمیرن,...چون اون لعنتي با تکبر خودش,...چون با اون غرور لعنتيش,...بخاطر اینکه اون توی ذهن متکبر لعنتی خودش,...چون اون لعنتي با تکبر خودش
104:02,104:04,he declared their case hopeless.,متاسفم، کوپر امیدی برای اونا نیست,متاسفم، کوپر امیدی برای اونا نیست,کار اونا رو تموم شده اعلام کرد,،بخاطر غرور لعنتی‌اش امیدی در این قضیه ندید,،بخاطر خودبینیِ لعنتیِ اون .گفت که به اون مورد امیدی نیست,چون آدم خیره‌سری‌ـه، همه رو ناامید کرده,",چون اون با غرور لعنتیش .اعلان کرد که در مورد مردم چاره ای نیست",کار اونا رو تموم شده اعلام کرد,کار اونا رو تموم شده اعلام کرد,اونا رو توی گروه قطع امیدی ها گذاشت ...,کار اونا رو تموم شده اعلام کرد
104:04,104:06,"I'm sorry, Cooper...",متاسفم، کوپر امیدی برای اونا نیست,متاسفم، کوپر امیدی برای اونا نیست,...متأسفم، کوپر,متاسفم، کوپر امیدی برای اونا نیست,"،""متأسفم ""کوپر .بهش امیدی نیست",متاسفم کوپر، امیدی بهشون نیست,",چون اون با غرور لعنتیش .اعلان کرد که در مورد مردم چاره ای نیست",...متأسفم، کوپر,....متاسفم ، کوپر,... متاسفم کوپر,...متأسفم، کوپر
104:06,104:08,their case is hopeless.,نه، نه - آینده، ماییم -,نه، نه - آینده، ماییم -,کار اونا واقعاً تموم شده است,متاسفم، کوپر امیدی برای اونا نیست,"،""متأسفم ""کوپر .بهش امیدی نیست",متاسفم کوپر، امیدی بهشون نیست,",""متاسفم ""کوپر .درمورد اونا چاره ای نیست",کار اونا واقعاً تموم شده است,کار اونا واقعا تموم شده,ولی واقعا واسه اونا امیدی نیست,کار اونا واقعاً تموم شده است
104:08,104:10,No. No.,نه، نه - آینده، ماییم -,نه، نه - آینده، ماییم -,نه. نه,نه، نه - آینده، ماییم -,.نه، نه - !آینده ماییم -,نه. نه - ما خود آینده‌ایم -,",""متاسفم ""کوپر .درمورد اونا چاره ای نیست",نه. نه,نه. نه,نه .. نه,نه. نه
104:11,104:12,We are the future.,نه، نه - آینده، ماییم -,نه، نه - آینده، ماییم -,ما آينده هستيم,نه، نه - آینده، ماییم -,.نه، نه - !آینده ماییم -,نه. نه - ما خود آینده‌ایم -,.نه . نه - .ما آینده هستیم -,ما آينده هستيم,ما آينده هستيم,آینده ، ما هستیم,ما آينده هستيم
104:16,104:18,"Cooper, what can I do?",کوپر، چیکار میتونم بکنم؟,کوپر، چیکار میتونم بکنم؟,کوپر، چيکار ميتونم کنم؟,کوپر، چیکار میتونم بکنم؟,"""کوپر"" چیکار می‌تونم بکنم؟",کوپر، چیکار می‌تونم بکنم؟,".""کوپر""",کوپر، چيکار ميتونم کنم؟,کوپر،چيکار ميتونم بکنم؟,"کوپر"" ، من چیکار میتونم بکنم؟""",کوپر، چيکار ميتونم کنم؟
104:21,104:23,Let me go home.,کاملاً مطمئنی؟,کاملاً مطمئنی؟,بذار برگردم خونه,بذار برم خونه,.اینکه بذاری برم خونه,بذار برم خونه,,بذار برگردم خونه,بذار برم خونه,بزار من برم خونه,بذار برگردم خونه
104:23,104:25,MAN: You're absolutely positive?,راه‌حلش درسته سالهاست که به جواب رسیده,راه‌حلش درسته سالهاست که به جواب رسیده,کاملاً مطمئني؟,کاملاً مطمئنی؟,کاملاً مطمئنی؟,کاملاً مطمئنی؟,.بذار من برم خونه,کاملاً مطمئني؟,کاملا مطمئني؟,تو کاملا مطمئنی ؟,کاملاً مطمئني؟
104:26,104:29,His solution was correct. He'd had it for years.,راه‌حلش درسته سالهاست که به جواب رسیده,راه‌حلش درسته سالهاست که به جواب رسیده,.راه‌حلش درست بوده اون سال‌ها راه‌حلش رو داشته,راه‌حلش درسته سالهاست که به جواب رسیده,،راه‌حلش درست بود .اون رو سالها داشت,راه حلش درست بوده. چند ساله که بهش رسیده - بی ارزش‌ـه؟ -,تو قطعا مطمئنی؟,.راه‌حلش درست بوده اون سال‌ها راه‌حلش رو داشته,راه حلش درست بوده اون سال ها راه حلش رو داشته,راه حل اون درست بود این همه سال نگهش داشته بود,.راه‌حلش درست بوده اون سال‌ها راه‌حلش رو داشته
104:29,104:32,- It's worthless? - It's half the answer.,این نصفِ جوابه,این نصفِ جوابه,ولي بي‌ارزشه؟ - اون نصف جوابه -,بدرد بخور نیست؟,.اون نصف جوابه,فقط نصف جواب‌ـه,".راهِ حل ""برند"" درست بود. سال های سال اونو میدونسته - .ارزشی نداره -",ولي بي‌ارزشه؟ - اون نصف جوابه -,بي ارزشه ؟ - اون نصفه جوابه -,اون راه حل بدرد نخوره - اون نیمی از پاسخ هست -,ولي بي‌ارزشه؟ - اون نصف جوابه -
104:33,104:36,"Okay, how do you find the other half?",خب، نصف دیگه‌ش رو از کجا میخوای پیدا کنی؟,خب، نصف دیگه‌ش رو از کجا میخوای پیدا کنی؟,بسيار خب. نصفه ديگه‌اش رو چطور ميشه پيدا کرد؟,خب، نصف دیگه‌ش رو از کجا میخوای پیدا کنی؟,،خب چجوری میخوای نصف دیگه رو پیدا کنی؟,باشه، چطوری نصف دیگه رو پیدا می‌کنی؟,.اون نیمی از جوابه,بسيار خب. نصفه ديگه‌اش رو چطور ميشه پيدا کرد؟,خيلي خب، چطوري ميشه نصف ديگشو پيدا کني؟,باشه ، نیمه دومش رو چجوری میخوای پیدا کنی؟,بسيار خب. نصفه ديگه‌اش رو چطور ميشه پيدا کرد؟
104:36,104:38,Out there? A black hole.,،خارج از اینجا، توی سیاه‌چاله ولی تو زمین حبس شدیم,،خارج از اینجا، توی سیاه‌چاله ولی تو زمین حبس شدیم,.توي فضا؟ داخل يه سياه‌چاله,،خارج از اینجا، توی سیاه‌چاله ولی تو زمین حبس شدیم,.اون بیرون، یه سیاهچاله‌ست ولی اینجا رو زمین؟,اون بیرون؟ تو سیاهچاله,"خب, نیمه ی دیگه رو چطور پیدا میکنی؟",.توي فضا؟ داخل يه سياه‌چاله,توي فضا؟ داخل يه سياه چاله,اون بالا ، یه سیاه چاله ست,.توي فضا؟ داخل يه سياه‌چاله
104:38,104:41,- But stuck down here on Earth? - Yeah?,آره؟,آره؟,اما ما اين پايين روي زمين گير افتاديم - خب؟ -,،خارج از اینجا، توی سیاه‌چاله ولی تو زمین حبس شدیم,خب؟,ولی رو زمین گیر کردم - آره؟ -,".اون بالا بیرون, توی یه سیاه چاله .اما متصل به زمین",اما ما اين پايين روي زمين گير افتاديم - خب؟ -,ولي ما اين پايين روي زمين گير افتاديم - خب؟ -,ولی گیر افتادن اینجا ، روی زمین - خوب ؟ -,اما ما اين پايين روي زمين گير افتاديم - خب؟ -
104:42,104:44,I'm not sure you can.,خدایا، اینا جمع‌ و جور کردن و میرن,خدایا، اینا جمع‌ و جور کردن و میرن,مطمئن نيستم که بشه,مطمئن نیستم بفهمی,.مطمئن نیستم بتونی,مطمئن نیستم بتونی,آره؟,مطمئن نيستم که بشه,مطمئن نيستم که بشه,مطمئن نیستم که بتونی,مطمئن نيستم که بشه
104:46,104:49,"MAN: God, they just pack up and leave.",خدایا، اینا جمع‌ و جور کردن و میرن,خدایا، اینا جمع‌ و جور کردن و میرن,خدايا. همين جوري جمع کردن و دارن ميرن,خدایا، اینا جمع‌ و جور کردن و میرن,،خدایا .فقط همه چی رو جمع کردن و میرن,همینطوری بارشونو می‌بندن و میرن,".خدایا, اونا زندگیشونو جمع میکنن میرن",خدايا. همين جوري جمع کردن و دارن ميرن,خدايا، همينجوري بارو بستن و دارن ميرن,خدای من ، همه جمع کردن و دارن میرن,خدايا. همين جوري جمع کردن و دارن ميرن
104:50,104:52,What are they hoping to find?,مثلاً میخوان کجا برن؟ - زنده بمونن -,مثلاً میخوان کجا برن؟ - زنده بمونن -,اميد دارن به چي برسن؟,مثلاً میخوان کجا برن؟ - زنده بمونن -,میخوان چی پیدا کنن؟ - .بقا -,انتظار دارن به چی برسن؟ - زنده موندن -,".خدایا, اونا زندگیشونو جمع میکنن میرن",اميد دارن به چي برسن؟,انتظار دارن به چي برسن؟,دنبال چی میرن ؟,اميد دارن به چي برسن؟
104:53,104:54,Survival.,,,بقا,مثلاً میخوان کجا برن؟ - زنده بمونن -,میخوان چی پیدا کنن؟ - .بقا -,انتظار دارن به چی برسن؟ - زنده موندن -,اونا امیدوارن چی پیدا کنن؟ - .بقا -,بقا,بقا,نجات,بقا
105:02,105:03,Damn it.,,,لعنتي,!تف به این روزگار,!لعنت بهش,!لعنتی,,لعنتي,,لعنت,لعنتي
105:06,105:09,"Murph, don't...? Don't people have a right to know?",مورف، بقیه حق ندارن این حقیقت رو بدونن؟,مورف، بقیه حق ندارن این حقیقت رو بدونن؟,مورف. مردم...؟ مردم حق ندارن که بدونن؟,مورف، بقیه حق ندارن این حقیقت رو بدونن؟,"...مورف"" مردم"" مردم حق ندارن بدونن؟",مورف، مردم... مردم حق ندارن بدونن؟,"مُرف"", مردم حق ندارن بدونن؟""",مورف. مردم...؟ مردم حق ندارن که بدونن؟,مورف،مردم...؟ مردم حق ندارن که بدونن؟,"مورف"" ، مردم - - مردم حق ندارن بدونن ؟""",مورف. مردم...؟ مردم حق ندارن که بدونن؟
105:10,105:14,"Panic won't help. We just have to keep working, same as ever.",ترس و هراس چاره‌ ساز نیست ما باید مثل همیشه به کارمون ادامه بدیم,ترس و هراس چاره‌ ساز نیست ما باید مثل همیشه به کارمون ادامه بدیم,.ترس کمکي نميکنه بايد مثل هميشه به کار ادامه بديم,ترس و هراس چاره‌ ساز نیست ما باید مثل همیشه به کارمون ادامه بدیم,،فقط باید ادامه‌ی کارمون رو بدیم .مثل همیشه,وحشت کمکی نمی‌کنه فقط باید مثل همیشه کار کنیم,".ترس و وحشت کمکی نمی کنه .ما فقط باید کارو ادامه بدیم, همون طور که تاحالا دادیم",.ترس کمکي نميکنه بايد مثل هميشه به کار ادامه بديم,ترس کمکي نميکنه بايد مثل قبل به کار کردن ادامه بديم,وحشت هیچ کمکی نمیکنه ما فقط باید به کارمون ادامه بدیم، مثل همیشه,.ترس کمکي نميکنه بايد مثل هميشه به کار ادامه بديم
105:14,105:18,But isn't that exactly what Professor Brand was manipulating us to do?,برند امیدشو از دست داده بود من هنوزم روی این کار میکنم,برند امیدشو از دست داده بود من هنوزم روی این کار میکنم,بله، ولي اين دقيقا همون کاري نيست پروفسور برند گولمون زده بود تا انجام بديم؟,آره، ولی خودِ پروفسور برند ...از این کار منصرف شده بود,"آره، ولی این دقیقاً چیزی نبود که ...پروفسور ""برند"" داشت با مهارت انجام میداد",آره، ولی این دقیقاً همون کاری نیست که پروفسور برند داشت برای انجامش ازمون سوءاستفاده می‌کرد؟,".ترس و وحشت کمکی نمی کنه .ما فقط باید کارو ادامه بدیم, همون طور که تاحالا دادیم",بله، ولي اين دقيقا همون کاري نيست پروفسور برند گولمون زده بود تا انجام بديم؟,اما اين همون کاري نيست که پروفسور برند گولمون زده بود تا انجام بديم؟,ولی این دقیقا همون چیزی نیست که پروفسور برند الکی ازمون میخواست که انجام بدیم ؟,بله، ولي اين دقيقا همون کاري نيست پروفسور برند گولمون زده بود تا انجام بديم؟
105:18,105:21,Brand gave up on us. I'm still trying to solve this.,برند امیدشو از دست داده بود من هنوزم روی این کار میکنم,برند امیدشو از دست داده بود من هنوزم روی این کار میکنم,.برند از ما نااميد شد من هنوز مي‌خوام اين معادله رو حل کنم,برند امیدشو از دست داده بود من هنوزم روی این کار میکنم,".برند"" بیخیال ما شد"" .من هنوز دارم سعی می‌کنم اینو حل کنم",برند تسلیم شده بود من هنوز دارم سعی می‌کنم حلش کنم,"بله, اما این دقیقا همون کاری نیست که پروفسور ""برند"" داشت با زرنگی انجام می داد...؟",.برند از ما نااميد شد من هنوز مي‌خوام اين معادله رو حل کنم,برند از ما نااميد شده بود من هنوز ميخوام اين معادله رو حل کنم,برند از ما قطع امید کرد من هنوز میخوام اون معادله رو حل کنم,.برند از ما نااميد شد من هنوز مي‌خوام اين معادله رو حل کنم
105:22,105:23,So...,خب، ایده‌ای داری؟,خب، ایده‌ای داری؟,...پس,خب، ایده‌ای داری؟,پس فکری داری؟,خب، فکری هم داری؟,".برند"" از ما نا امید شده بود"" .من هنوز سعی دارم حلش کنم",...پس,...پس,... خب پس,...پس
105:24,105:26,do you have an idea?,یه احساس,یه احساس,فکري داري؟,خب، ایده‌ای داری؟,پس فکری داری؟,خب، فکری هم داری؟,"خب, ایده ای هم داری؟",فکري داري؟,فکري داري؟,چیزی به ذهنت میرسه ؟ ...,فکري داري؟
105:26,105:28,A feeling.,,,يه احساس دارم,یه احساس,.یه احساس,یه احساس,"خب, ایده ای هم داری؟",يه احساس دارم,يه احساس دارم,یه احساس,يه احساس دارم
105:31,105:33,I told you about my ghost.,پدرم فکر میکرد من بهش روح میگم چون ازش میترسم,پدرم فکر میکرد من بهش روح میگم چون ازش میترسم,درباره‌ي روحم بهت گفته بودم,قبلاً درمورد روح بهت گفته بودم,.درباره شبح خودم بهت گفته بودم,درمورد روحم بهت گفته بودم,درباره ی روح بهت گفتم,درباره‌ي روحم بهت گفته بودم,بهت درباره ي روحم گفته بودم,یادت میاد درباره روحم بهت گفته بودم,درباره‌ي روحم بهت گفته بودم
105:35,105:37,My dad thought I called it a ghost...,پدرم فکر میکرد من بهش روح میگم چون ازش میترسم,پدرم فکر میکرد من بهش روح میگم چون ازش میترسم,پدرم فکر ميکرد که چون ازش ميترسم بهش ميگم روح,پدرم فکر میکرد من بهش روح میگم چون ازش میترسم,"،بابام فکر می‌کرد چون ازش ترسیدم .""بهش میگم ""شبح",بابام فکر می‌کرد به خاطر این بهش میگم روح چون ازش می‌ترسم,پدرم فکر می کرد بهش میگم روح .چون ازش میترسم,پدرم فکر ميکرد که چون ازش ميترسم بهش ميگم روح,پدرم فکر ميکرد چون ازش ميترسم,بابام فکر میکرد چون ازش میترسم بهش میگم روح,پدرم فکر ميکرد که چون ازش ميترسم بهش ميگم روح
105:38,105:39,because I was scared of it.,,,پدرم فکر ميکرد که چون ازش ميترسم بهش ميگم روح,پدرم فکر میکرد من بهش روح میگم چون ازش میترسم,"،بابام فکر می‌کرد چون ازش ترسیدم .""بهش میگم ""شبح",بابام فکر می‌کرد به خاطر این بهش میگم روح چون ازش می‌ترسم,پدرم فکر می کرد بهش میگم روح .چون ازش میترسم,پدرم فکر ميکرد که چون ازش ميترسم بهش ميگم روح,بهش ميگم روح,بابام فکر میکرد چون ازش میترسم بهش میگم روح,پدرم فکر ميکرد که چون ازش ميترسم بهش ميگم روح
105:43,105:44,But I was never scared of it.,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,اما من هيچوقت ازش نمي‌ترسيدم,ولی هیچ‌وقت ازش نمی‌ترسیدم,.ولی ازش نمی‌ترسیدم,ولی من اصلاً ازش نمی‌ترسیدم,,اما من هيچوقت ازش نمي‌ترسيدم,اما هيچ وقت ازش نمي ترسيدم,ولی من هیچوقت از اون نترسیدم,اما من هيچوقت ازش نمي‌ترسيدم
105:46,105:49,I called it a ghost because it felt...,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,بهش ميگفتم روح ...چون احساس ميکردم,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,"،""بهش می‌گفتم ""شبح .چون شبیه یه آدم بود",...اسمشو گذاشته بودم روح چون مثل مثل یه آدم بود,بهش می گفتم روح چون مثل...یه شخص حس می شد,بهش ميگفتم روح ...چون احساس ميکردم,بهش ميگفتم روح ...چون احساسش ميکردم,... بهش میگفتم روح ، چون یه حسی داشت,بهش ميگفتم روح ...چون احساس ميکردم
105:52,105:53,It felt like a person.,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,انگار يه انسانه,،بهش روح میگفتم چون احساس میکردم ،مثل یه انسانه,"،""بهش می‌گفتم ""شبح .چون شبیه یه آدم بود",...اسمشو گذاشته بودم روح چون مثل مثل یه آدم بود,بهش می گفتم روح چون مثل...یه شخص حس می شد,انگار يه انسانه,مثل يک انسان,یه حسی داشت که انگار یه آدم بود ...,انگار يه انسانه
105:56,105:57,It was trying to tell me something.,کسی که سعی میکرد چیزی رو بهم بگه,کسی که سعی میکرد چیزی رو بهم بگه,که سعي داره چيزي بهم بگه,کسی که سعی میکرد چیزی رو بهم بگه,.سعی داشت یه چیزی بهم بگه,سعی داشت یه چیزی بهم بگه,.که سعی داشت چیزی به من بگه,که سعي داره چيزي بهم بگه,که ميخواست بهم يه چيزي بگه,اون سعی میکرد یه چیزی به من بگه,که سعي داره چيزي بهم بگه
106:00,106:03,"If there's an answer here on Earth, it's back there...",،جایی در اون اتاق باید پیداش کنم,،جایی در اون اتاق باید پیداش کنم,،اگه جوابي روي زمين وجود داشته باشه اون جواب اونجاست,،اگه تو این دنیا جوابی برا این باشه ،همونجاست,،اگه یه جوابی اینجا رو زمین هست .همونجا باید باشه,...اگه یه جواب روی زمین باشه، همونجاست,",اگه اینجا روی زمین جوابی وجود داشته باشه ,اون به یه طریقی",،اگه جوابي روي زمين وجود داشته باشه اون جواب اونجاست,اگه جوابي روي زمين وجود داشته باشه، احتمالا اونجاست,اگه روی این کره زمین  ، فقط یه جواب باشه یه جورایی ، اون پشت ... توی اون اتاقه,،اگه جوابي روي زمين وجود داشته باشه اون جواب اونجاست
106:04,106:06,"somehow, in that room.",،جایی در اون اتاق باید پیداش کنم,،جایی در اون اتاق باید پیداش کنم,.يه جوري در اون اتاق,،جایی در اون اتاق باید پیداش کنم,.یه جورایی توی اون اتاقه .پس باید پیداش کنم,یه جورایی، تو اون اتاق‌ـه پس باید پیداش کنم,",اگه اینجا روی زمین جوابی وجود داشته باشه ,اون به یه طریقی",.يه جوري در اون اتاق,يجوري، در اون اتاق,اگه روی این کره زمین  ، فقط یه جواب باشه یه جورایی ، اون پشت ... توی اون اتاقه,.يه جوري در اون اتاق
106:06,106:08,So I have to find it.,,,پس بايد پيداش کنم,،جایی در اون اتاق باید پیداش کنم,.یه جورایی توی اون اتاقه .پس باید پیداش کنم,یه جورایی، تو اون اتاق‌ـه پس باید پیداش کنم,.بر می گرده توی همون اتاق .پس من باید پیداش کنم,پس بايد پيداش کنم,پس بايد پيداش کنم,پس باید پیداش کنم,پس بايد پيداش کنم
106:11,106:13,We're running out of time.,تحویه‌های اکسیژن کمکی چی میشن؟,تحویه‌های اکسیژن کمکی چی میشن؟,وقتمون داره تموم ميشه,وقتمون رو تلف می‌کنیم,.وقتمون داره تموم میشه,وقتمون داره تموم میشه,.داریم وقتو از دست میدیم,وقتمون داره تموم ميشه,وقتمون داره تموم ميشه,وقت خیلی کمی داریم,وقتمون داره تموم ميشه
106:15,106:17,CASE: What about auxiliary oxygen scrubbers?,اونا تاثیری به کیس ندارن منم بیشتر راه رو تو خواب می‌گذرونم,بذار همونجور بمونن، کیس خودم بیشتر راه رو تو خواب می‌گذرونم,جاذب‌هاي اکسيژن يدکي چي؟,تحویه‌های اکسیژن کمکی چی میشن؟,تصفیه کننده‌های اکسیژن ثانویه چی؟,جاذب‌های اکسیژن کمکی چی؟,دست گاه های کمکی اکسیژن در چه وضعی هستن؟,جاذب‌هاي اکسيژن يدکي چي؟,فيلتر هاي اکسيژن يدکي چي؟,تصویه کن های اضطراری اکسیژن چی ؟,جاذب‌هاي اکسيژن يدکي چي؟
106:17,106:19,"COOPER: No, they can stay. I'll be sleeping anyway.",اونا تاثیری به کیس ندارن منم بیشتر راه رو تو خواب می‌گذرونم,بذار همونجور بمونن، کیس خودم بیشتر راه رو تو خواب می‌گذرونم,.بذار همين‌جا بمونن، کيس .من که بيشتر راه رو مي‌خوابم,بذار همونجور بمونن، کیس خودم بیشتر راه رو تو خواب می‌گذرونم,. نه، اونها دووم میارن .بهرحال بیشتر راه رو میخوابم,"،""اونا می‌تونن بمونن ""کیس بیشتر راهو که به هر حال خوابم",دست گاه های کمکی اکسیژن در چه وضعی هستن؟,.بذار همين‌جا بمونن، کيس .من که بيشتر راه رو مي‌خوابم,نه ، اونارو بذار همينجا من که بييشتر راه رو ميخوابم,، نه ، اونا میتونن بمونن من اصلا میتونم بخوابم,.بذار همين‌جا بمونن، کيس .من که بيشتر راه رو مي‌خوابم
106:20,106:21,"- Hey, Coop? - Yeah?",یه پیشنهادی واسه برگشت از سفرت دارم,یه پیشنهادی واسه برگشت از سفرت دارم,هي، کوپ؟ - بله؟ -,بذار همونجور بمونن، کیس خودم بیشتر راه رو تو خواب می‌گذرونم,"!""هی ""کوپ - بله؟ -",هی، کوپ - بله؟ -,".""میتونن دوام بیارن ""کیس .در هر حال من بیشتر راه رو تو خوابم - هٍی ""کوپ""؟  - بله ؟ -",هي، کوپ؟ - بله؟ -,هي ، کوپ؟ - بله ؟-,"""هی ، ""کوپ - بله -",هي، کوپ؟ - بله؟ -
106:21,106:23,I have a suggestion for your return journey.,چیه؟,چیه؟,براي سفر بازگشتت يه پيشنهادي دارم,یه پیشنهادی واسه برگشت از سفرت دارم,.یه پیشنهاد واسه سفر برگشتت دارم - چی هست؟ -,یه پیشنهاد برای سفر بازگشتت دارم - چی هست؟ -,".""میتونن دوام بیارن ""کیس .در هر حال من بیشتر راه رو تو خوابم - هٍی ""کوپ""؟  - بله ؟ -",براي سفر بازگشتت يه پيشنهادي دارم,براي سفر برگششتت يه پيشنهاد دارم,یه پیشنهاد برای سفر بازگشتت دارم,براي سفر بازگشتت يه پيشنهادي دارم
106:24,106:26,"- Yeah, what's that? - Have one last crack at the black hole.",آخرین رخنه به سیاه چاله,آخرین رخنه به سیاه چاله,خب، چيه؟ - يه بار ديگه سياه‌چاله رو امتحان کن -,آخرین رخنه به سیاه چاله,،سیاهچاله رو واسه آخرین بار .یه امتحان کن,یه شکاف دیگه تو سیاهچاله,.برای سفر برگشتت یه پیشنهاد داشتم - چی هست؟ -,خب، چيه؟ - يه بار ديگه سياه‌چاله رو امتحان کن -,خب ، چيه؟ - يبار ديگه سياه چاله رو امتحان کن -,بگو ، چی ؟ - برای بار آخر برو سراغ سیاه چاله -,خب، چيه؟ - يه بار ديگه سياه‌چاله رو امتحان کن -
106:28,106:30,"I'm going home, Rom.",من میرم خونه، رام - آره، میدونم -,من میرم خونه، رام - آره، میدونم -,من دارم ميرم خونه، رام,من میرم خونه، رام - آره، میدونم -,".""دارم میرم خونه ""روم - .آره می‌دونم -",من دارم میرم خونه رام - آره می‌دونم -,".""من میخوام برم خونه ""رام - .آره , میدونم -",من دارم ميرم خونه، رام,من دارم ميرم خونه ، رام,"""من دارم میرم خونه ، ""رام",من دارم ميرم خونه، رام
