105:01,105:02,I am dying.,دارم می‌میرم,رو به مرگم,دارم می‌میرم,.دارم می‌میرم,دارم می‌میرم,چند تا کیست رو از اطراف تومور بر می‌دارم
105:03,105:05,"How to break it to the patient, eh?",حالا چطور می‌خوای خبره رو به بیمار بگی، هان؟,چطوری خبر ناخوشایند رو به مریض بدیم، نه؟,حالا چطور می‌خوای خبره رو به بیمار بگی، هان؟,حالا چجوری می‌خوای به بیمار اطلاع بدی، ها؟,چجوری این چیز ناخوشایند رو می‌شه به بیمار گفتش؟,لازم نیست. ببندم بره
105:06,105:07,Baxter...,...بکستر,…بکستر,...بکستر,...بکستر,...بکستر,.تومور پخش شده پولیپ‌های ریزی می‌بینم
105:07,105:10,Do not cry into the wound! You'll kill me faster with sepsis.,اینجوری سریع‌تر با عفونت می‌کشیم,اونطوری به‌خاطر گَندخونی سریع‌تر می‌میرم,اینجوری سریع‌تر با عفونت می‌کشیم,.با عفونت زودتر می‌کُشیم,تو منو با عفونت خونی، سریعتر می‌کشی,.تومور پخش شده پولیپ‌های ریزی می‌بینم
105:11,105:12,Quiet now.,ساکت باش دیگه,ساکت باش,ساکت باش دیگه,.حالا ساکت باش,حالا ساکت شو,دارم می‌میرم
105:12,105:13,And close me up.,و بخیه‌م بزن,بخیه‌ام بزن,و بخیه‌م بزن,.و بخیه بزن,و ببندم,دارم می‌میرم
105:15,105:16,Find her.,پیداش کن,پیداش کن,پیداش کن,.بلا رو پیدا کن,پیداش کن,چجوری این چیز ناخوشایند رو می‌شه به بیمار گفتش؟
105:22,105:23,I am closed.,من بسته‌م,تعطیلم,من بسته‌م,.تعطیلم,تعطیلم,و ببندم
105:30,105:32,"Hot chocolate, my dear.",برات شکلات داغ آوردم، عزیزم,شکلات داغ آوردم، عزیزم,برات شکلات داغ آوردم، عزیزم,.هات چاکلت آوردم، عزیزم,،شکلات داغ عزیزم,تعطیلم
105:32,105:34,And <i>pain au chocolat.</i>,کروسان شکلاتی هم آوردم,با کروسان شکلاتی,کروسان شکلاتی هم آوردم,.و یه کروسان شکلاتی,و درد یا شکلات,تعطیلم
105:43,105:44,You are my favorite.,تو دختر محبوبمی,تو رو بیشتر از بقیه دوست دارم,تو دختر محبوبمی,.تو رو از همه بیشتر دوست دارم,تو سوگلی منی,و درد یا شکلات
105:46,105:49,I have heard you say that to the others.,خودم شنیدم که این حرف رو به بقیه هم زدی,شنیدم به بقیه هم همینو گفتی,خودم شنیدم که این حرف رو به بقیه هم زدی,.شنیدم که این رو به بقیه هم گفتی,شنیدم که اینو به بقیه هم گفتی,
105:49,105:52,We are a machine you feed with compliments and chocolate.,و با تعریف و شکلات، سیرمون می‌کنی,ما دستگاهی هستیم که تعریف و شکلات به خوردمون میدی,و با تعریف و شکلات، سیرمون می‌کنی,.با تمجید و شکلات تغذیه می‌کنی,با قربون صدقه و شکلات تغذیه‌شون می‌کنی,
105:53,105:55,You are my children I feed with love.,شما بچه‌های من هستید و با عشق سیرتون می‌کنم,شما بچه‌هام هستید و عشق به خوردتون میدم,شما بچه‌های من هستید و با عشق سیرتون می‌کنم,شما فرزندان من هستید و من .با عشق تغذیه‌تون می‌کنم,شما بچه‌های منین که با عشق تغذیه‌تون می‌کنم,تو سوگلی منی
106:01,106:04,"Something terrible has happened, Swiney.",یه اتفاق خیلی بد افتاده، سواینی,اتفاق وحشتناکی افتاده، سواینی,یه اتفاق خیلی بد افتاده، سواینی,.یه اتفاق وحشتناک افتاده، سوئینی,اتفاق وحشتناکی افتاده سوئینی,شما بچه‌های منین که با عشق تغذیه‌تون می‌کنم
106:05,106:07,I feel almost nothing.,تقریبا هیچی حس نمی‌کنم,تقریباً هیچی حس نمی‌کنم,تقریبا هیچی حس نمی‌کنم,.انگار بی‌حس شدم,تقریبا هیچی حس نمی‌کنم,
106:08,106:12,My empathy is creeping toward what I would describe...,احساس همدلیم داره تبدیل,…احساس همدردیم داره یواش‌یواش تبدیل میشه به,احساس همدلیم داره تبدیل,حس همزادپنداری‌ام داره به چیزی تبدیل میشه که می‌تونم بهش بگم,همدلی من داره به سمت چیزی پیش می‌ره که من ازش به عنوان,اتفاق وحشتناکی افتاده سوئینی
106:12,106:14,as contemptuous rage.,به یک خشمِ تحقیرکننده می‌شه,خشم توأم با نفرت,به یک خشمِ تحقیرکننده می‌شه,.خشم مغرورانه,خشم تحقیرآمیز یاد می‌کنم,اتفاق وحشتناکی افتاده سوئینی
106:14,106:16,This is fabulous.,این که فوق العاده‌ست,این معرکه‌ست,این که فوق العاده‌ست,.این که فوق‌العاده‌ست,معرکه‌ست که این,تقریبا هیچی حس نمی‌کنم
106:16,106:17,It is?,جدی؟,واقعاً؟,جدی؟,واقعا؟,جدی؟,تقریبا هیچی حس نمی‌کنم
106:20,106:22,You're in the dark period.,در دوران تاریکی به سر می‌بری,توی دوران تاریکی,در دوران تاریکی به سر می‌بری,.تو الان تو یه دوره تاریکی,تو در دوره تاریکی هستی,همدلی من داره به سمت چیزی پیش می‌ره که من ازش به عنوان
106:23,106:26,Before light and wisdom come to you.,قبل از اینکه روشنایی و خرد کسب کنی,قبل اینکه به روشنایی و دِرایت برسی,قبل از اینکه روشنایی و خرد کسب کنی,.قبل از این که نور و دانش به سمتت بیاد,که مقدم بر نور و حکمته,معرکه‌ست که این
106:27,106:29,You must forge through it...,باید از این دوران بگذری,باید پشت سر بذاریش,باید از این دوران بگذری,باید توش پیش بری,،باید از تو دلش پیوسته پیش بری,
106:30,106:31,and once on the other side...,و وقتی ازش گذشتی,،وقتی این کار رو کردی,و وقتی ازش گذشتی,و وقتی به اون طرف رسیدی,،و تا که طرف دیگه‌ش بری,تو در دوره تاریکی هستی
106:32,106:36,"you will be grateful to this moment, but you must keep going.",ولی باید ادامه بدی,ولی باید ادامه بدی,ولی باید ادامه بدی,.ولی باید به راهت ادامه بدی,ولی باید به جلو پیش بری,که مقدم بر نور و حکمته
106:36,106:37,I see.,متوجه‌م,که اینطور,متوجه‌م,.متوجهم,که اینطور,،باید از تو دلش پیوسته پیش بری
107:53,107:55,You've got a baby scar.,.زخمِ زایمان داری من هم دارم,زخمِ بچه داری,.زخمِ زایمان داری من هم دارم,.تو هم جای زخم بچه داری,تو جای زخم یه نوزاد داری,
107:58,107:59,Mine is with <i>ma maman.</i>,.بچه‌ی من پیشِ مامانمه بچه‌ی تو کجاست؟,بچه‌ی من پیش مامانمـه,.بچه‌ی من پیشِ مامانمه بچه‌ی تو کجاست؟,.مال من هم شبیه مادرمه,مال من پیش مامانمه,
108:01,108:02,I don't have one.,من بچه ندارم,من بچه ندارم,من بچه ندارم,.من که بچه ندارم,من هیچی ندارم,
108:04,108:06,It is an accident scar.,این زخمِ یه حادثه‌ست,زخم تصادفـه,این زخمِ یه حادثه‌ست,.جای زخم یه تصادفه,جای زخم یه سانحه‌ست,تو جای زخم یه نوزاد داری
108:06,108:08,But you're not the first to have made the mistake.,ولی تو اولین کسی نیستی که همچین اشتباهی می‌کنی,ولی اولین کسی نیستی که این اشتباه رو می‌کنه,ولی تو اولین کسی نیستی که همچین اشتباهی می‌کنی,ولی تو اولین نفری نیستی که .این اشتباه رو می‌کنی,ولی تو اولین کسی نیستی که به اشتباه میفته,مال من پیش مامانمه
108:09,108:10,Why lie?,چرا دروغ می‌گی؟,چرا دروغ میگی؟,چرا دروغ می‌گی؟,چرا دروغ میگی؟,چرا دروغ می‌گی؟,مال من پیش مامانمه
108:11,108:12,I'm not lying.,دروغ نمی‌گم,دروغ نمیگم,دروغ نمی‌گم,.دروغ نمیگم,دروغ نمی‌گم,من هیچی ندارم
108:13,108:14,My Godwin told me himself.,گادوینم بهم گفت,گادوین خودش بهم گفته,گادوینم بهم گفت,.گادوین خودش بهم گفت,گادوینم خودش بهم گفتش,جای زخم یه سانحه‌ست
108:32,108:33,Wedderburn.,از طرف ودربرنه,ودربرن,از طرف ودربرنه,.از طرف ودربرنه,ودربرن,
108:58,108:59,"Good day, sir.",روز خوش جناب,روز بخیر، جناب,روز خوش جناب,.روز بخیر، آقا,روز بخیر جناب,
109:04,109:06,You wrote to Mr. Godwin Baxter.,برای آقای گادوین بکستر نامه فرستاده بودی,شما برای آقای گادوین بکستر نامه نوشتید,برای آقای گادوین بکستر نامه فرستاده بودی,.شما برای آقای گادوین بکستر نامه نوشتید,به آقای گادوین بکستر نامه نوشتین,
109:06,109:08,He has sent a demon at large into the world.,یک شیطان رو در دنیا آزاد کرده,اون یه اهریمن رو به جون دنیا انداخته,یک شیطان رو در دنیا آزاد کرده,اون یه شیطان عظیم رو .به دنیا فرستاده,اون یه شیطان رو تو دنیا رها کرده,روز بخیر جناب
109:09,109:12,The devil's wrapped in an alluring body that cannot be satiated...,این شیطان در یک جسم جذاب حلول کرده,شیطانی با بدنی جذاب که هیچوقت سیر نمیشه و,این شیطان در یک جسم جذاب حلول کرده,شیطانی که یک جسم فریب‌دهنده داره,شیطانی که در جسمی فریبنده ،پیچیده شده,روز بخیر جناب
109:12,109:15,and a mind that picks people apart stitch by stitch...,و با ذهنش، روان انسان رو جوری نابود می‌کنه,ذهنی که آدم رو مثل یه عروسک پارچه‌ایِ خونی و سوخته که,و با ذهنش، روان انسان رو جوری نابود می‌کنه,و ذهنی داره که آدم‌ها رو تیکه تیکه می‌کنه,و ذهنی داره که آدم‌ها رو بخیه به بخیه از هم می‌شکافه,به آقای گادوین بکستر نامه نوشتین
109:15,109:19,like a bloodied and burned rag doll shat out of an elephant's arse.,که انگار یک فیل بزرگ,،از کونِ فیل در اومده بیرون,که انگار یک فیل بزرگ,مثل یه عروسک کهنه سوخته,مثل عروسک پارچه‌ای خون‌آلود و سوخته‌ای که,اون یه شیطان رو تو دنیا رها کرده
109:19,109:20,Bella.,بلا,بلا,بلا,.بلا,بلا,شیطانی که در جسمی فریبنده ،پیچیده شده
109:21,109:22,Where is she?,کجاست؟,اون کجاست؟,کجاست؟,اون کجاست؟,اون کجاست؟,،که سیری‌ناپذر نیست
109:22,109:23,Who are you?,تو کی هستی؟,تو کی هستی؟,تو کی هستی؟,تو دیگه کی هستی؟,تو کی هستی؟,و ذهنی داره که آدم‌ها رو بخیه به بخیه از هم می‌شکافه
109:23,109:25,"I'm her fiancé, sir.",من نامزدشم جناب,من نامزدشم، جناب,من نامزدشم جناب,.من نامزدشم، آقا,من نامزدشم جناب,و ذهنی داره که آدم‌ها رو بخیه به بخیه از هم می‌شکافه
109:29,109:32,"Obviously, things did not end well between you.",مشخصاً میونه‌تون به‌هم خورده,مشخصاً میونه‌تون شکراب شده,مشخصاً میونه‌تون به‌هم خورده,مشخصه که رابطه‌تون به خوبی .به آخر نرسیده,پیداست که، اوضاع بینتون فرجام خوشی نداشته,بلا
109:32,109:33,Did not?,نه بابا؟,شکراب شده؟,نه بابا؟,نرسیده؟,نداشته؟,تو کی هستی؟
109:34,109:35,She destroyed me.,نابودم کرد,روزگارم رو سیاه کرد,نابودم کرد,.اون منو نابود کرد,اون منو نابود کرد,من نامزدشم جناب
109:35,109:38,"Well, we're all masters of our own ship, sir.",کنترل زندگی هرکس دست خودشه، جناب,خب، کنترل زندگی هممون دست خودمونـه، جناب,کنترل زندگی هرکس دست خودشه، جناب,خب، همه‌مون ناخدای کشتی زندگی خودمون .هستیم,خب، ما هممون ناخداهای کشتی خودمون هستیم,
109:38,109:39,There's that.,این هم درنظر بگیر,این هم هست,این هم درنظر بگیر,.همین میشه,اینجوریاست دیگه,پیداست که، اوضاع بینتون فرجام خوشی نداشته
109:39,109:42,I do not like you or your words.,نه از خودت خوشم میاد، نه از حرف‌هات,،نه با خودت حال می‌کنم نه با حرف‌هات,نه از خودت خوشم میاد، نه از حرف‌هات,.از خودت و حرفات خوشم نمیاد,نه با خودت خوش میکنم نه با حرفات,پیداست که، اوضاع بینتون فرجام خوشی نداشته
109:42,109:44,That Godwin Baxter.,اون گادوین بکستر لاشی,اون گادوین بکستر,اون گادوین بکستر لاشی,.اون گادوین بکستر,اون گادوین بکستر,اون منو نابود کرد
109:44,109:46,"He knew, and he set her on to me.",از همه‌چیز خبر داشت و انداختش به جونِ من,از قبل خبر داشت و اون رو انداخت به جونم,از همه‌چیز خبر داشت و انداختش به جونِ من,خبر داشت، خودش اون رو .به جونم انداخت,،اون می‌دونست و اونو انداخت تو دامنم,اون منو نابود کرد
109:46,109:47,He trapped me.,من رو به دام انداخت,منو انداخت توی تله,من رو به دام انداخت,.خودش منو به دام انداخت,اون منو تو تله انداخت,خب، ما هممون ناخداهای کشتی خودمون هستیم
109:49,109:50,Where is she?,کجاست؟,اون کجاست؟,کجاست؟,اون کجاست؟,اون کجاست؟,نه با خودت خوش میکنم نه با حرفات
109:50,109:53,Would not wish her on my worst enemy.,امیدوارم بدترین دشمنم هم گیرِ این دختر نیفته,برای دشمن خونیم هم آرزوش نمی‌کنم,امیدوارم بدترین دشمنم هم گیرِ این دختر نیفته,.برای بدترین دشمنم هم آرزوش نمی‌کنم,اون رو برای بدترین دشمنم هم نمی‌خوام,نه با خودت خوش میکنم نه با حرفات
109:55,109:57,"I shall save you from her, sir.",بذار از دستش نجاتت بدم، جناب,از دستش نجاتت میدم، جناب,بذار از دستش نجاتت بدم، جناب,.من باید تو رو از دستش نجات بدم، آقا,من شما رو از شر این زن نجات می‌دم، آقا,،اون می‌دونست و اونو انداخت تو دامنم
110:11,110:13,Forgive my frustration. Just tell me.,.بابت کلافگیم عذر می‌خوام فقط بهم بگو,.بابت کلافگیم عذر می‌خوام .فقط بگو کجاست,.بابت کلافگیم عذر می‌خوام فقط بهم بگو,.عذر می‌خوام که عصبی شدم .فقط بهم بگو,درموندگی من رو ببخشین فقط بهم بگین,
110:13,110:15,It does not hurt.,با این چیزها که دردم نمی‌گیره,اصلاً درد نداشت,با این چیزها که دردم نمی‌گیره,.درد نداشت که,درد نداره که,
110:15,110:17,I have no insides.,من از درون پوچم,دیگه هیچی توی بدنم نیست,من از درون پوچم,.من دیگه هیچی درونم ندارم,من هیچ درونی ندارم,
110:18,110:19,She hollowed me out.,خالی‌م کرد,من رو خالی کرده,خالی‌م کرد,.اون درونم رو تهی کرده,اون منو از درون خالی کرده,
110:20,110:22,My soul. My bank account!,هم روحم رو هم حسابم رو,!روحم رو…حساب بانکیم رو,هم روحم رو هم حسابم رو,!روحم. حساب بانکی‌ام,وجودم رو. حساب بانکیم رو,درموندگی من رو ببخشین فقط بهم بگین
110:22,110:24,I am a bug! A shell!,!احساس بی‌ارزش بودن می‌کنم مثل یه پوکه‌ی خالی‌ام,!یه حشره‌ام! یه کالبد توخالی,!احساس بی‌ارزش بودن می‌کنم مثل یه پوکه‌ی خالی‌ام,!الان یه حشره‌ام! یه پوسته توخالی,من یه حشره‌ام! یه پوسته,درموندگی من رو ببخشین فقط بهم بگین
110:24,110:25,Shall we sing?,آواز بخونیم؟,آواز بخونیم؟,آواز بخونیم؟,میای آواز بخونیم؟,یه دهن بخونیم؟,درد نداره که
110:25,110:27,"<i>Oh, we are sailors...</i>",...اوه، ما ملوان هستیم,♪ …اوه، ما ملوانان ♪,...اوه، ما ملوان هستیم,...ما همه ملوانیم,...ما ملوا‌ن‌ها,من هیچ درونی ندارم
110:27,110:28,It doesn't...,...درد,…درد,...درد,...اصلا هم,...درد,اون منو از درون خالی کرده
110:30,110:32,Doesn't hurt.,دردم نمیاد,درد نداره,دردم نمیاد,.درد نداره,درد نداره,وجودم رو. حساب بانکیم رو
110:34,110:36,I do not wish it to be like this.,دوست ندارم اینجوری باهات رفتار کنم,نمی‌خوام اینکارو بکنم,دوست ندارم اینجوری باهات رفتار کنم,.نمی‌خوام این کارو باهات بکنم,نمی‌خوام اینجوری بشه,یه دهن بخونیم؟
110:37,110:38,You force my hand.,داری مجبورم می‌کنی,مجبورم کردی,داری مجبورم می‌کنی,.ولی تو مجبورم کردی,خودت مجبورم می‌کنی,...درد
110:38,110:41,"""We're all masters of our own ship.""",کنترل زندگی هرکس دست خودشه,«کنترل زندگی هممون دست خودمونـه»,کنترل زندگی هرکس دست خودشه,«.همه‌مون ناخدای کشتی زندگی خودمون هستیم»,"ما هممون ناخداهای"" ""کشتی خودمونی‌‌ـم",...درد
110:41,110:44,You cunting cunt-faced deadshit.,مرتیکه‌ی کیری‌فیسِ عن,کیریِ کیرصفتِ عنتر,مرتیکه‌ی کیری‌فیسِ عن,.آخه بیناموس دلقک,مرتیکه کص گشاده کص ریختِ کرمجه,درد نداره
110:44,110:45,Please.,لطفا,خواهش می‌کنم,لطفا,.خواهش می‌کنم,خواهش می‌کنم,نمی‌خوام اینجوری بشه
110:45,110:47,I ask you as politely as I can.,با نهایتِ ادب و احترام دارم ازت می‌پرسم,در کمال ادب ازتون می‌پرسم,با نهایتِ ادب و احترام دارم ازت می‌پرسم,من تا جایی که تونستم .مؤدبانه ازت خواستم,تا جایی که می‌تونم مودبانه ازتون درخواست می‌کنم,نمی‌خوام اینجوری بشه
110:47,110:49,Where is she?,بلا کجاست؟,اون کجاست؟,بلا کجاست؟,اون کجاست؟,اون کجاست؟,خودت مجبورم می‌کنی
111:45,111:47,The whore is back.,فاحشه برگشته,جندهـه برگشته,فاحشه برگشته,.جنده خانم برگشته,فاحشه‌هه برگشته,
111:52,111:53,God?,گاد؟ - بلا -,گاد؟ - بلا -,گاد؟ - بلا -,گاد؟ - !بلا -,خدایا؟ - بلا -,
111:53,111:55,Bella!,گاد؟ - بلا -,گاد؟ - بلا -,گاد؟ - بلا -,گاد؟ - !بلا -,خدایا؟ - بلا -,
111:55,111:56,Max wrote me.,مکس برام نامه فرستاد,مکس برام نامه نوشت,مکس برام نامه فرستاد,.مکس برام نامه نوشت,مکس برام نوشت,فاحشه‌هه برگشته
111:56,111:59,- You are ill? - I am not. I am dying.,مریض شدی؟ - نه، دارم می‌میرم -,مریضی؟ - نه، رو به مرگم -,مریض شدی؟ - نه، دارم می‌میرم -,مریضی؟ - .نه. دارم می‌میرم -,ناخوشی؟ - نه. دارم می‌میرم -,فاحشه‌هه برگشته
111:59,112:03,"A subtle difference, but one I take seriously as a physician.",ولی به عنوان یک پزشک جدیش می‌گیرم,ولی به عنوان یه پزشک فرق‌شون رو جدی می‌گیرم,ولی به عنوان یک پزشک جدیش می‌گیرم,ولی به عنوان پزشک یکیش رو .جدی می‌گیرم,،ولی برای یه پزشک قابل چشم‌پوشی نیست,خدایا؟ - بلا -
112:03,112:05,You are a sight and a good one.,چشمم روشن شد,خیلی از دیدنت خوشحالم,چشمم روشن شد,.تو چقدر باشکوه و زیبا شدی,چه سیما و ظاهر زیبایی بهم زدی,خدایا؟ - بلا -
112:05,112:06,You cannot die.,تو نمی‌تونی بمیری,تو نمی‌تونی بمیری,تو نمی‌تونی بمیری,.تو نمی‌تونی بمیری,تو نمی‌تونی بمیری,مکس برام نوشت
112:06,112:08,Empirical data says different.,داده‌های تجربی که چیز دیگه‌ای می‌گن,طبق داده‌های تجربی اینطور نیست,داده‌های تجربی که چیز دیگه‌ای می‌گن,.داده‌های تجربی چیز دیگه‌ای میگن,داده‌های تجربی که چیز دیگه‌ای می‌گن,ناخوشی؟ - نه. دارم می‌میرم -
112:09,112:10,I missed you.,دلم برات تنگ شده بود,دلم برات تنگ شده بود,دلم برات تنگ شده بود,.دلم برات تنگ شده بود,دلم برات تنگ شده بود,،تفاوتش به مویی‌ـه
112:11,112:14,I now have to lie down.,باید دراز بکشم,الان باید دراز بکشم,باید دراز بکشم,.حالا باید یکم دراز بکشم,حالا باید دراز بکشم,چه سیما و ظاهر زیبایی بهم زدی
112:21,112:22,It is not all sunshine I bring.,با خودم، فقط خوشی نیاوردم,فقط با هدف شاد کردنت نیومدم,با خودم، فقط خوشی نیاوردم,.البته فقط شادی و سرور نیاوردم,همش شادی با خودم نیوردم,حالا باید دراز بکشم
112:24,112:27,I also bring beady eyes and hard questions.,کنجکاوی و سوالات سخت هم آوردم,چشم‌های خیره و سؤالات سخت هم دارم,کنجکاوی و سوالات سخت هم آوردم,.ذهن مشکوک و سوالات سخت هم آوردم,در کنارش چشمای مشکوک و سوال‌های سخت هم آوردم,حالا باید دراز بکشم
112:28,112:30,Did I have a baby in me?,من حامله شده بودم؟,من بچه داشتم؟,من حامله شده بودم؟,من تو شکمم بچه داشتم؟,من یه بچه تو شکمم داشتم؟,
112:31,112:32,"And if so, where is it?",و اگه شدم، بچه‌م کجاست؟,اگه داشتم، الان کجاست؟,و اگه شدم، بچه‌م کجاست؟,و اگه داشتم، الان کجاست؟,و اگه اینطوره، کجاست؟,همش شادی با خودم نیوردم
112:32,112:33,I see.,که این‌طور,که اینطور,که این‌طور,.پس که اینطور,صحیح,همش شادی با خودم نیوردم
112:34,112:38,"Well, technically, you are your baby.",خب، اساساً تو بچه‌ی خودت هستی,خب، اصولاً تو بچه‌ی خودتی,خب، اساساً تو بچه‌ی خودت هستی,.خب، از لحاظ فنی، خودت بچه خودتی,،خب، عملاً تو بچه خود‌تی,در کنارش چشمای مشکوک و سوال‌های سخت هم آوردم
112:38,112:41,"And also, I suppose you are your mother.",و به گمونم مادر خودت هم هستی,بعلاوه گمونم مادر خودت هم هستی,و به گمونم مادر خودت هم هستی,.و در عین حال، به گمانم مادرت هم هستی,و همچنین، شاید بشه گفت مادر خودت هم هستی,من یه بچه تو شکمم داشتم؟
112:41,112:43,And also neither.,و هم‌زمان هیچ‌کدوم‌شون نیستی,در عین حال هیچکدوم هم نیستی,و هم‌زمان هیچ‌کدوم‌شون نیستی,.و همچنین هیچکدومی,و همچنین هیچ‌کدوم,و اگه اینطوره، کجاست؟
112:43,112:45,No memory survives.,نه خاطره‌ای باقی مونده,هیچ خاطره‌ای باقی نمی‌مونه,نه خاطره‌ای باقی مونده,.هیچ خاطره‌ای باقی نموند,هیچ خاطره‌ای که زنده نمونده,،خب، عملاً تو بچه خود‌تی
112:45,112:47,No experiences survive.,نه تجربه‌ای,تجربه‌ای باقی نمی‌مونه,نه تجربه‌ای,.هیچ تجربه‌ای باقی نموند,هیچ تجربیاتی هم زنده نمونده,،خب، عملاً تو بچه خود‌تی
112:48,112:50,What do you mean I am mother and daughter?,یعنی چی هم مادرم، هم دختر؟,منظورت چیـه مادر و دخترم؟,یعنی چی هم مادرم، هم دختر؟,منظورت چیه که من هم مادرم و هم دخترم؟,منظورت چیه که من مادر و دخترم؟,و همچنین، شاید بشه گفت مادر خودت هم هستی
113:08,113:10,You knew and did not tell.,تو می‌دونستی و بهم نگفتی؟,تو می‌دونستی و چیزی نگفتی,تو می‌دونستی و بهم نگفتی؟,.تو خبر داشتی، ولی هیچی نگفتی,تو می‌دونستی و هیچی بهم نگفتی,
113:10,113:13,I did not see good reason to.,دلیلی نمی‌دیدم که بگم,من…دلیلی برای گفتنش نمی‌دیدم,دلیلی نمی‌دیدم که بگم,.من... دلیل خوبی برای این کار نداشتم,دلیل خوبی برای گفتنش نمی‌دیدم,
113:13,113:14,And were too cowardly to.,و بزدل‌تر از این حرف‌ها بودی که بگی,و اینکه بزدل بودی,و بزدل‌تر از این حرف‌ها بودی که بگی,.و برای این کار بزدل هم بودی,و زیادی برای گفتنش ضعیف‌النفس بودی,
113:14,113:16,A bit of that as well.,این هم تاحدودی درسته,کمی هم به همین خاطره,این هم تاحدودی درسته,.یکم هم از اون، درسته,ذره‌ای از اون هم همچنین,
113:17,113:19,I wanted to be with you...,می‌خواستم باهات باشم,من می‌خواستم با تو باشم و,می‌خواستم باهات باشم,می‌خواستم با تو باشم,،می‌خواستم با تو باشم,تو می‌دونستی و هیچی بهم نگفتی
113:19,113:22,and I was not sure you would even understand.,و بعید می‌دونستم که درک کنی,مطمئن نبودم اصلاً درک کنی,و بعید می‌دونستم که درک کنی,.و مطمئن نبودم که بتونی درک کنی,و بعید می‌دونستم که حتی بفهمیش,دلیل خوبی برای گفتنش نمی‌دیدم
113:22,113:25,And Baxter kind of makes one a prisoner to him.,و بکستر هم یه جورایی آدم رو اسیرِ خودش می‌کنه,بکستر هم یجورایی آدم رو زندانی خودش می‌کنه,و بکستر هم یه جورایی آدم رو اسیرِ خودش می‌کنه,و بکستر هم یه جورایی آدم رو .زندانی خودش می‌کنه,و بکستر هم که یه جورایی دیگران رو اسیر خودش می‌کنه,و زیادی برای گفتنش ضعیف‌النفس بودی
113:25,113:27,And I am...,...و من,…و…من هم,...و من,...و من هم,...و... و من,ذره‌ای از اون هم همچنین
113:30,113:31,I'm sorry.,متاسفم,متأسفم,متاسفم,.خیلی متاسفم,شرمنده‌ام,و بعید می‌دونستم که حتی بفهمیش
113:42,113:43,Bam.,بم,بم,بم,.بَم,بم,
113:44,113:45,Bam.,بم,بم,بم,.بم,بم,
113:46,113:47,Bam.,بم,بم,بم,.بم,بم,
113:48,113:49,Bam.,بم,بم,بم,.بم,بم,
113:50,113:51,Bam.,بم,بم,بم,.بم,بم,
113:52,113:53,Bam.,بم,بم,بم,.بم,بم,بم
113:55,113:56,Bam.,بم,بم,بم,.بم,بم,بم
113:56,113:57,Who is this?,این کیه؟,این کیـه؟,این کیه؟,این کیه؟,این کیه دیگه؟,بم
113:57,113:59,<i>Bell whore</i>,.بل فاحشه بل فاحشه,بل‌جنده، بل جنده,.بل فاحشه بل فاحشه,.بِل جنده. بل جنده,بلِ فاحشه بلِ فاحشه,بم
113:59,114:01,"<i>- Bell whore - I</i> see you've introduced me then, Prim.",می‌بینم که بهش معرفی‌م کردی، پریم,می‌بینم بهش گفتی من کیم، پریم,می‌بینم که بهش معرفی‌م کردی، پریم,.می‌بینم که من رو بهش معرفی کردی، پریم,می‌بینم که قبلا معرفیم کردی پس، پریم,بم
114:01,114:03,- I like this one though. <i>- Bell whore</i>,از این یکی خوشم میاد - بل فاحشه -,از این یکی خوشم میاد - بل‌جنده -,از این یکی خوشم میاد - بل فاحشه -,.ولی از این یکی خوشم میاد - .بل جنده -,هرچند این یکی رو دوست دارم - بلِ فاحشه -,بم
114:04,114:05,"- That's enough now, Felicity... <i>- Bell whore</i>",بل فاحشه - ...آخ، کـ,بل‌جنده - …ای -,بل فاحشه - ...آخ، کـ,.بل جنده,بلِ فاحشه - ...کـ -,بم
114:06,114:07,Fucker.,لاشی,پدرسگ,لاشی,.حرومی,کصکش,این کیه دیگه؟
114:09,114:09,Another one?,یکی دیگه؟,یکی دیگه؟,یکی دیگه؟,یکی دیگه؟,یکی دیگه؟,بلِ فاحشه بلِ فاحشه
114:10,114:11,We missed you.,دل‌مون برات تنگ شده بود,دلمون برات تنگ شده بود,دل‌مون برات تنگ شده بود,.دلمون برات تنگ شده بود,دلمون برات تنگ شده بود,می‌بینم که قبلا معرفیم کردی پس، پریم
114:12,114:13,Monsters.,یه مشت هیولایید,هیولاها,یه مشت هیولایید,.هیولایید,هیولاها,هرچند این یکی رو دوست دارم - بلِ فاحشه -
114:15,114:16,"Oh, fucking hell.",وای کیر توش بره,اوه، لعنتی,وای کیر توش بره,.گندش بزنن,کیر به زمین و زمان,بلِ فاحشه - ...کـ -
114:17,114:18,<i>Bell whore</i>,بل فاحشه,بل‌جنده,بل فاحشه,.بل جنده,بلِ فاحشه,کصکش
114:19,114:20,<i>Bell whore</i>,بل فاحشه,بل‌جنده,بل فاحشه,.بل جنده,بلِ فاحشه,یکی دیگه؟
114:58,115:01,<i>It is hard to be in the position where one wants to hit someone...</i>,رو بزنی و اون شخص خودش داره درد می‌کشه,سختـه توی وضعیتی باشی که بخوای کسی رو بزنی که,رو بزنی و اون شخص خودش داره درد می‌کشه,که بخوای کسی رو بزنی,کسی رو بزنی که,
115:01,115:03,<i>who is already in obvious pain.</i>,به‌شدت شرایط سختیه,مشخصاً داره درد می‌کشه,به‌شدت شرایط سختیه,.که خودش تو درد شدیدیه,همین الانشم درد آشکاری داره,
