Start Time,End Time,English,Dune (2021) WebDl - UTF-8 [EDITED].srt,Dune 2021.srt,Dune. 2021.srt,Dune.2021. BluRay.srt,Dune.2021.1080p.BluRay.1600MB.DD2.0.x264-GalaxyRG.srt,Dune.2021.1080p.BluRay.REMUX.AVC.DTS-HD.MA.TrueHD.7.1.Atmos-FGT.srt,Dune.2021.1080p.BluRay.srt,Dune.2021.1080p.HMAX.WEB-DL.DDP5.1.Atmos.x264-EVO.Fa.srt,Dune.2021.1080p.HMAX.WEB-DL.v7[UTF-8].srt,Dune.2021.720p.1080p.720p.HMAX.WEB-DL.srt,Dune.2021.720p.1080p.BluRay.Fa.srt,Dune.2021.720p.BluRay.900MB.x264-GalaxyRG.srt,Dune.2021.BRRip.x264-ION10.srt,Dune.2021.BluRay.Per-SAHEB.srt,Dune.2021.BluRay.[@cinama_bestt].srt,Dune.2021.BluRay.srt,Dune.2021.HMAX.WEB-DL.Fa[UTF-8]v6.srt,Dune.2021.HMAX.WEB-DL.Per-SAHEB.srt,Dune.2021.WEB-DL.AC3-EVO.srt,Dune.2021._BluRay.v7[UTF-8].srt
01:57,01:59,"<i>By controlling spice production,</i>",،با کنترل تولیدِ اسپایس,,‫کنترل‌شون برتولید اِسپایس باعث ثروتمند شدنشون شده.,‫کنترل‌شون برتولید اِسپایس باعث ثروتمند شدنشون شده.,<i>با بدست گرفتن خط تولید ادویه به شدت ثروتمند شدن</i>,با کنترل تولید اسپایس,‫با کنترل تولید اسپایس،,‫اونا با کنترل تولید اسپایس، ‫به طرز وحشتناکی ثروتمند شدن,...با کنترل تولید اسپایس,<i>با تحت کنترل گرفتن تولیدات اسپایس</i> <i>اون‌ها به طرز وحشتناکی ثروتمند شدند</i>,<i>با تحت کنترل گرفتن تولیدات اسپایس</i> <i>اون‌ها به طرز وحشتناکی ثروتمند شدند</i>,‫اونا با کنترل تولید اسپایس، ‫به طرز وحشتناکی ثروتمند شدن,<i>با بدست گرفتن خط تولید ادویه به شدت ثروتمند شدن</i>,با به دست گرفتن استخراج پساماسه‌ها به شدت ثروتمند شدن.‏,<i>با کنترل کردن تولید ادویه حسابی پولدار شدن</i>,<i>با کنترل کردن تولید اسپایس</i>,...با کنترل تولید اسپایس,با به دست گرفتن استخراج پساماسه‌ها به شدت ثروتمند شدن.‏,<i>حتی از خود امپراتور هم ثروتمندتر شدن.</i>,...با کنترل تولید اسپایس
01:59,02:01,<i>they became obscenely rich.</i>,.بی‏شرمانه ثروت‏مند شدند,,‫ثروتمندتر از امپراتور,‫کنترل‌شون برتولید اِسپایس باعث ثروتمند شدنشون شده.,<i>با بدست گرفتن خط تولید ادویه به شدت ثروتمند شدن</i>,.با پول حروم، ثروتمند شدن,‫به طرز غیر قابل باوری ثروتمند شدن.,‫ثروتمندتر از خود امپراتور,بی‌نهایت ثروتمند شدن,<i>حتی ثروتمندتر از شخص امپراطور</i>,<i>با تحت کنترل گرفتن تولیدات اسپایس</i> <i>اون‌ها به طرز وحشتناکی ثروتمند شدند</i>,‫اونا با کنترل تولید اسپایس، ‫به طرز وحشتناکی ثروتمند شدن,<i>با بدست گرفتن خط تولید ادویه به شدت ثروتمند شدن</i>,با به دست گرفتن استخراج پساماسه‌ها به شدت ثروتمند شدن.‏,<i>حتی پولدارتر از خود امپراطور</i>,<i>به طرز وحشتناکی ثروتمند شدن</i>,وقیحانه ثروتمند شدن,با به دست گرفتن استخراج پساماسه‌ها به شدت ثروتمند شدن.‏,<i>حتی از خود امپراتور هم ثروتمندتر شدن.</i>,بی‌نهایت ثروتمند شدن
02:01,02:03,<i>Richer than the Emperor himself.</i>,.ثروت‏مندتر از خودِ شاهنشاه,,‫ثروتمندتر از امپراتور,‫ثروتمندتر از امپراتور,<i>ثروتی بیشتر از ثروت امپراتور</i>,از خود امپراطورـم ثروتمندتر,‫حتی ثروتمندتر از خود امپراتور.,‫ثروتمندتر از خود امپراتور,حتی ثروتمندتر از خود امپراتور,<i>حتی ثروتمندتر از شخص امپراطور</i>,<i>حتی ثروتمندتر از شخص امپراطور</i>,‫ثروتمندتر از خود امپراتور,<i>ثروتی بیشتر از ثروت امپراتور</i>,حتی ثروتمندتر از شخص امپراتور.‏,<i>حتی پولدارتر از خود امپراطور</i>,<i>حتی ثروتمند‌تر از شخص امپراتور</i>,حتی ثروتمندتر از خود امپراتور,حتی ثروتمندتر از شخص امپراتور.‏,,حتی ثروتمندتر از خود امپراتور
02:45,02:49,"<i>Our warriors couldn't free Arrakis from the Harkonnens,</i>",جنگ‏جوهامون نتونستند آرّاکیس رو ،از دستِ هارکُنِن‏ها آزاد کنند,,‫جنگجویان ما نتونستند سیاره‌مون رو از دست ‫هارکونن‌‌ها آزاد کنند,‫جنگجویان ما نتونستند سیاره‌مون رو از دست ‫هارکونن‌‌ها آزاد کنند,<i>جنگجو هامون نتونستن آراکیس رو از چنگ هارکونن ها دربیارن</i>,جنگجویانمون نتونستن «آراکیس» رو از چنگ هارکوننز ها نجات بدن,‫جنگجوهای ما نتونستن آراکیس ‫رو از دست هارکونن‌ها در بیارن,‫جنگجوهای ما نتونستن آراکیس رو ‫از دست هارکانن‌ها آزاد کنن،,جنگجوهای ما نتونستن اراکیس رو از دست هارکنون‌ها نجات بدن,<i>جنجگویان ما نتونستن آراکیس</i> <i>رو از دست هارکنن‌ها نجات بدن</i>,<i>جنجگویان ما نتونستن آراکیس</i> <i>رو از دست هارکنن‌ها نجات بدن</i>,‫جنگجوهای ما نتونستن آراکیس رو ‫از دست هارکانن‌ها آزاد کنن،,<i>جنگجو هامون نتونستن آراکیس رو از چنگ هارکونن ها دربیارن</i>,جنگجوهای ما نمی‌تونستن آراکیس رو از دست هارکوننی‌ها نجات بدن‏,<i>جنگجوهامون نتونستن اراکیس رو از هارکونن ها پس بگیرن</i>,<i>جنگجوهای ما توانایی پس گرفتن آراکیس</i> <i>از دست هارکنون‌ها رو نداشتن</i>,جنگجوهای ما نتونستن اراکیس رو از دست هارکنون‌ها نجات بدن,جنگجوهای ما نمی‌تونستن آراکیس رو از دست هارکوننی‌ها نجات بدن‏,<i>جنگجوهای ما نتونستن آراکیس رو از چنگ هارکونن‌ها نجات بدن.</i>,جنگجوهای ما نتونستن اراکیس رو از دست هارکنون‌ها نجات بدن
02:49,02:50,"<i>but one day,</i>",.با فرمانِ شاهنشاهی از این‏جا رفتند,,‫یه روز، به فرمان امپراتور،,‫یه روز، به فرمان امپراتور،,<i>اما یه روز، به دستور امپراتوری اونا از آراکیس رفتن</i>,،اما یه روز,‫اما یه روز,‫ولی یه روز، با حکم امپراتوری...,...ولی یه روز,<i>ولی یک روز، به فرمان امپراطور</i> <i>اون‌ها از اینجا رفتن</i>,<i>ولی یک روز، به فرمان امپراطور</i> <i>اون‌ها از اینجا رفتن</i>,‫ولی یه روز، با حکم امپراتوری...,<i>اما یه روز، به دستور امپراتوری اونا از آراکیس رفتن</i>,و یک روز با فرمان امپراتور،‏ از اینجا رفتن.‏,<i>.ولی یه روز، با دستور امپراطوری، رفتن</i>,<i>ولی یه روز</i>,،به دستور امپراتور از سیاره‌ی ما رفتن,و یک روز با فرمان امپراتور،‏ از اینجا رفتن.‏,<i>اما یه روز، به فرمان امپراتور، بساطشونو جمع کردن و رفتن.</i>,...ولی یه روز
02:50,02:53,"<i>by Imperial decree, they were gone.</i>",.با فرمانِ شاهنشاهی از این‏جا رفتند,‫چرا امپراتور اینکار رو کرد؟,‫اونها رفتند,‫یه روز، به فرمان امپراتور،,<i>اما یه روز، به دستور امپراتوری اونا از آراکیس رفتن</i>,به فرمان شخص امپراطور، اونا رفتن,‫به دستور امپراتور، از اونجا رفتن.,از اینجا رفتن,،به دستور امپراتور از سیاره‌ی ما رفتن,<i>ولی یک روز، به فرمان امپراطور</i> <i>اون‌ها از اینجا رفتن</i>,<i>ولی یک روز، به فرمان امپراطور</i> <i>اون‌ها از اینجا رفتن</i>,‫ولی یه روز، با حکم امپراتوری...,<i>اما یه روز، به دستور امپراتوری اونا از آراکیس رفتن</i>,و یک روز با فرمان امپراتور،‏ از اینجا رفتن.‏,<i>.ولی یه روز، با دستور امپراطوری، رفتن</i>,<i>با دستور امپراتور اینجا رو ترک کردن</i>,،به دستور امپراتور از سیاره‌ی ما رفتن,و یک روز با فرمان امپراتور،‏ از اینجا رفتن.‏,<i>اما یه روز، به فرمان امپراتور، بساطشونو جمع کردن و رفتن.</i>,،به دستور امپراتور از سیاره‌ی ما رفتن
03:00,03:03,<i>Why did the Emperor choose this path?</i>,چرا شاهنشاه این مسیر رو برگزید؟,‫«دون» ‫قسمت اول,‫چرا امپراتور اینکار رو کرد؟,‫چرا امپراتور اینکار رو کرد؟,<i>چرا امپراتور همچین مسیری رو انتخاب کرد؟ و ستمگران بدی ما کیا هستن؟</i>,چرا امپراطور این مسیر رو انتخاب کرد؟,‫چرا امپراتور این راه رو انتخاب کرد؟,‫چرا امپراتور این راه رو انتخاب کرد؟,چرا امپراتور این مسیر رو انتخاب کرد؟,<i>چرا امپراطور این تصمیم رو گرفت؟</i> <i>و بعد از اون‌ها کی قراره ما رو تحت سلطه بگیره؟</i>,<i>چرا امپراطور این تصمیم رو گرفت؟</i> <i>و بعد از اون‌ها کی قراره ما رو تحت سلطه بگیره؟</i>,‫چرا امپراتور این راه رو انتخاب کرد؟,<i>چرا امپراتور همچین مسیری رو انتخاب کرد؟ و ستمگران بدی ما کیا هستن؟</i>,چرا امپراتور چنین تصمیمی گرفت؟ سرکوب‌گرهای بعدی چه کسانی خواهند بود؟,<i>چرا امپراطور این تصمیم رو گرفت؟ و فرمانرواهای بعدیمون قراره کی باشن؟</i>,<i>چرا امپراتور این تصمیم رو گرفت؟</i>,چرا امپراتور این مسیر رو انتخاب کرد؟,چرا امپراتور چنین تصمیمی گرفت؟ سرکوب‌گرهای بعدی چه کسانی خواهند بود؟,<i>چی شد که امپراتور چنین تصمیمی گرفت؟ و کدوم قوم ستمگر قراره جایگزین اینها بشه؟</i>,چرا امپراتور این مسیر رو انتخاب کرد؟
03:04,03:06,<i>And who will our next oppressors be?</i>,فرمانروایان ستم‏گر بعدی‏مون چه کسانی خواهد بود؟,,‫چه کسی جلاد بعدی ما خواهد بود؟,‫چه کسی جلاد بعدی ما خواهد بود؟,<i>چرا امپراتور همچین مسیری رو انتخاب کرد؟ و ستمگران بدی ما کیا هستن؟</i>,و ظالمان بعدیِ ما کیا خواهند بود؟,‫و ظالمان بعدی کیا خواهند بود؟,‫و غاصبان بعدی ما چه کسانی خواهند بود؟,و غاصبان بعدی سرزمین ما چه کسانی خواهند بود؟,<i>چرا امپراطور این تصمیم رو گرفت؟</i> <i>و بعد از اون‌ها کی قراره ما رو تحت سلطه بگیره؟</i>,<i>چرا امپراطور این تصمیم رو گرفت؟</i> <i>و بعد از اون‌ها کی قراره ما رو تحت سلطه بگیره؟</i>,‫و غاصبان بعدی ما چه کسانی خواهند بود؟,<i>چرا امپراتور همچین مسیری رو انتخاب کرد؟ و ستمگران بدی ما کیا هستن؟</i>,چرا امپراتور چنین تصمیمی گرفت؟ سرکوب‌گرهای بعدی چه کسانی خواهند بود؟,<i>چرا امپراطور این تصمیم رو گرفت؟ و فرمانرواهای بعدیمون قراره کی باشن؟</i>,<i>و ستمگر بعدی که قراره بیاد اینجا کیه؟</i>,و غاصبان بعدی سرزمین ما چه کسانی خواهند بود؟,چرا امپراتور چنین تصمیمی گرفت؟ سرکوب‌گرهای بعدی چه کسانی خواهند بود؟,<i>چی شد که امپراتور چنین تصمیمی گرفت؟ و کدوم قوم ستمگر قراره جایگزین اینها بشه؟</i>,و غاصبان بعدی سرزمین ما چه کسانی خواهند بود؟
03:58,03:59,It's good you're up early.,.خوبه که زود بیدار شدی,‫لباس جشن,‫خوبه که امروز زود بیدار شدی,‫خوبه که امروز زود بیدار شدی,خوبه که زود از خواب بیدار شدی,خوبه که زود بیدارشدی,‫خوبه زود بیدار شدی.,‫خیلی خوبه که زود بیدار شدی,خوب شد زود بیدار شدی,خوبه که صبح زود بیدار شدی,خوبه که صبح زود بیدار شدی,‫خیلی خوبه که زود بیدار شدی,خوبه که زود از خواب بیدار شدی,چه خوب که زود بیدار شدی.‏,خوبه که زود بیدار شدی,خوبه که زود بیدار شدی,خوب شد زود بیدار شدی,چه خوب که زود بیدار شدی.‏,خوب شد که زود بیدار شدی.,خوب شد زود بیدار شدی
04:01,04:02,Your father wants you in full dress,پدرت می‏خواد تا پیش از رسیدنِ .پیکِ شاهنشاه، لباس کامل بپوشی,‫چرا باید اینکار رو بکنیم وقتی همه تصمیمات ‫از قبل گرفته شده؟,‫پدرت میخواد که قبل از رسیدن قاصد امپرانور ‫لباس مناسب بپوشی,‫پدرت میخواد که قبل از رسیدن قاصد امپرانور ‫لباس مناسب بپوشی,پدرت میخواد قبل از رسیدن قاصد امپراتور آماده بشی,پدرت میخواد قبل از,‫پدرت می‌خواد قبل از اومدن,‫پدر می‌خواد قبل از رسیدن قاصد امپراتور ‫تو رو با لباس کامل ببینه,پدرت گفته قبل از اومدن منادیِ امپراتور، لباس رسمی بپوشی,پدرت گفت تا قبل از این که قاصدان امپراطور برسن لباس بپوشی و حاضر باشی,پدرت گفت تا قبل از این که قاصدان امپراطور برسن لباس بپوشی و حاضر باشی,‫پدر می‌خواد قبل از رسیدن قاصد امپراتور ‫تو رو با لباس کامل ببینه,پدرت میخواد قبل از رسیدن قاصد امپراتور آماده بشی,پدر می‌خواد قبل از اومدن پادشاه «هرالد»‏ کاملاً خودتو آماده کنی.‏,پدر میخواد قبل از این که .جارچی امپراطور برسه، خودتو اماده کنی,پدرت گفت قبل از اومدن افراد امپراتور,پدرت گفته قبل از اومدن منادیِ امپراتور، لباس رسمی بپوشی,پدر می‌خواد قبل از اومدن پادشاه «هرالد»‏ کامل خودتو آماده کنی.‏,پدرت می‌خواد قبل از رسیدن قاصد امپراتور لباس رسمی پوشیده باشی.,پدرت گفته قبل از اومدن منادیِ امپراتور، لباس رسمی بپوشی
04:02,04:04,before the Emperor's Herald arrives.,پدرت می‏خواد تا پیش از رسیدنِ .پیکِ شاهنشاه، لباس کامل بپوشی,‫برای جشن گرفتن,‫پدرت میخواد که قبل از رسیدن قاصد امپرانور ‫لباس مناسب بپوشی,‫پدرت میخواد که قبل از رسیدن قاصد امپرانور ‫لباس مناسب بپوشی,پدرت میخواد قبل از رسیدن قاصد امپراتور آماده بشی,رسیدن جارچی امپراطور، کاملا آماده باشی,‫سفیر امپراتور، کامل لباس پوشیده باشی.,‫پدر می‌خواد قبل از رسیدن قاصد امپراتور ‫تو رو با لباس کامل ببینه,پدرت گفته قبل از اومدن منادیِ امپراتور، لباس رسمی بپوشی,پدرت گفت تا قبل از این که قاصدان امپراطور برسن لباس بپوشی و حاضر باشی,پدرت گفت تا قبل از این که قاصدان امپراطور برسن لباس بپوشی و حاضر باشی,‫پدر می‌خواد قبل از رسیدن قاصد امپراتور ‫تو رو با لباس کامل ببینه,پدرت میخواد قبل از رسیدن قاصد امپراتور آماده بشی,پدر می‌خواد قبل از اومدن پادشاه «هرالد»‏ کاملاً خودتو آماده کنی.‏,لباس ارتش بپوشم؟,لباس رسمیت رو بپوشی,پدرت گفته قبل از اومدن منادیِ امپراتور، لباس رسمی بپوشی,پدر می‌خواد قبل از اومدن پادشاه «هرالد»‏ کامل خودتو آماده کنی.‏,پدرت می‌خواد قبل از رسیدن قاصد امپراتور لباس رسمی پوشیده باشی.,پدرت گفته قبل از اومدن منادیِ امپراتور، لباس رسمی بپوشی
04:05,04:06,Full dress?,لباس کامل؟,,‫لباس مناسب؟,‫لباس مناسب؟,لباس بپوشم؟ یونیفرم نظامی؟,کاملا آماده؟,‫لباس کامل؟,‫لباس کامل؟ نظامی؟,لباس رسمی؟,لباس؟ منظورت زره نظامیه؟,لباس؟ منظورت زره نظامیه؟,‫لباس کامل؟ نظامی؟,لباس بپوشم؟ یونیفرم نظامی؟,آماده بشم؟ ارتش؟,لباس ارتش بپوشم؟,لباس رسمی؟,لباس رسمی؟,آماده بشم؟ ارتش؟,لباس رسمی؟ یعنی نظامی؟,لباس رسمی؟
04:07,04:08,Military?,لباس نظامی؟,‫مچکرم.,‫لباس جشن,‫لباس جنگ؟,لباس بپوشم؟ یونیفرم نظامی؟,یعنی ارتشی؟,‫نظامی؟,‫لباس کامل؟ نظامی؟,نظامی؟,لباس؟ منظورت زره نظامیه؟,لباس؟ منظورت زره نظامیه؟,‫لباس کامل؟ نظامی؟,لباس بپوشم؟ یونیفرم نظامی؟,آماده بشم؟ ارتش؟,,یعنی لباس نظامیم؟,نظامی؟,آماده بشم؟ ارتش؟,لباس رسمی؟ یعنی نظامی؟,نظامی؟
04:09,04:11,Ceremonial.,.تشریفاتی,‫اگه میخوایش، مجبورم کن بهت بدمش.,‫چرا باید اینکار رو بکنیم وقتی همه تصمیمات ‫از قبل گرفته شده؟,‫لباس جشن,لباس تشریفاتی,تشریفاتی,‫رسمی.,‫لباس تشریفات,لباس مراسم,مناسب جشن,مناسب جشن,‫لباس تشریفات,لباس تشریفاتی,شرکت در مراسم تشریفاتی.‏,چرا وقتی تصمیمش از قبل گرفته شده خودمونو اذیت کنیم؟,لباس تشریفاتت,لباس مراسم,آها.‏,تشریفاتی.,لباس مراسم
04:12,04:13,Why do we have to go through all this,چرا وقتی تصمیمش از قبل گرفته شده باید این کارها رو بکنیم؟,‫اگه میخوایش، مجبورم کن بهت بدمش.,‫چرا باید اینکار رو بکنیم وقتی همه تصمیمات ‫از قبل گرفته شده؟,‫چرا باید اینکار رو بکنیم وقتی همه تصمیمات ‫از قبل گرفته شده؟,چرا باید اینکار ها رو بکنیم وقتی همه چی از قبل مشخص شده؟,چرا وقتی از قبل تصمیم گرفته شده,‫برای چی باید این کارا رو بکنیم,‫چرا مجبوریم این چیزا رو انجام بدیم ‫وقتی تصمیمش از قبل گرفته شده؟,...وقتی از قبل تصمیم گرفته‌ن,وقتی همه چیز از پیش تعیین شده‌ست این کارها دیگه واسه چیه؟,وقتی همه چیز از پیش تعیین شده‌ست این کارها دیگه واسه چیه؟,‫چرا مجبوریم این چیزا رو انجام بدیم ‫وقتی تصمیمش از قبل گرفته شده؟,چرا باید اینکار ها رو بکنیم وقتی همه چی از قبل مشخص شده؟,چرا باید توی این چیزا شرکت کنیم وقتی از قبل تصمیمات گرفته شده؟,چرا وقتی تصمیمش از قبل گرفته شده خودمونو اذیت کنیم؟,وقتی که تصمیمش رو گرفته‌ن,دیگه این کارها برای چیه؟,چرا باید توی این چیزا شرکت کنیم وقتی از قبل تصمیمات گرفته شده؟,وقتی همه‌ی تصمیما رو از قبل گرفته‌ان، چرا باید خودمونو این طور به زحمت بندازیم؟,...وقتی از قبل تصمیم گرفته‌ن
04:13,04:14,when it's already been decided?,چرا وقتی تصمیمش از قبل گرفته شده باید این کارها رو بکنیم؟,‫میتونی از صدات استفاده کنی.,‫چرا باید اینکار رو بکنیم وقتی همه تصمیمات ‫از قبل گرفته شده؟,‫چرا باید اینکار رو بکنیم وقتی همه تصمیمات ‫از قبل گرفته شده؟,چرا باید اینکار ها رو بکنیم وقتی همه چی از قبل مشخص شده؟,این کارای بیهوده باید انجام بشه؟,‫وقتی از قبل تصمیم گرفته شده؟,‫چرا مجبوریم این چیزا رو انجام بدیم ‫وقتی تصمیمش از قبل گرفته شده؟,دیگه این کارها برای چیه؟,وقتی همه چیز از پیش تعیین شده‌ست این کارها دیگه واسه چیه؟,وقتی همه چیز از پیش تعیین شده‌ست این کارها دیگه واسه چیه؟,‫چرا مجبوریم این چیزا رو انجام بدیم ‫وقتی تصمیمش از قبل گرفته شده؟,چرا باید اینکار ها رو بکنیم وقتی همه چی از قبل مشخص شده؟,چرا باید توی این چیزا شرکت کنیم وقتی از قبل تصمیمات گرفته شده؟,چرا وقتی تصمیمش از قبل گرفته شده خودمونو اذیت کنیم؟,دیگه این بحث‌ها واسه چیه؟,دیگه این کارها برای چیه؟,چرا باید توی این چیزا شرکت کنیم وقتی از قبل تصمیمات گرفته شده؟,وقتی همه‌ی تصمیما رو از قبل گرفته‌ان، چرا باید خودمونو این طور به زحمت بندازیم؟,دیگه این کارها برای چیه؟
04:16,04:17,Ceremony.,.تشریفات,‫مامان، من تازه از خواب بیدار شدم.,,‫برای جشن گرفتن,واسه تشریفات,. تشریفات ـه,‫چون مراسمه.,‫تشریفات,تشریفات,برای جشن,برای جشن,‫تشریفات,واسه تشریفات,تشریفات؟,,تشریفات,تشریفات,اوهوم.‏,,تشریفات
04:17,04:18,Mm.,.هوومم,,,,,,‫همم.,,هوم,,,,,اوهوم.‏,.ممنون,همم,هوم,,ممنون.,هوم
04:19,04:20,Thank you.,.سپاس‏گزارم,,‫مچکرم.,‫مچکرم.,مرسی,.ممنون,‫ممنون.,‫ممنون,ممنون,مرسی,مرسی,‫ممنون,مرسی,ممنون.‏,,ممنون,ممنون,ممنون.‏,ممنون.,ممنون
04:22,04:24,"If you want it, make me give it to you.",.اگه آب می‏خوای، ناچارم کن بهت بدم,‫بهم آب بده.,‫اگه میخوایش، مجبورم کن بهت بدمش.,‫اگه میخوایش، مجبورم کن بهت بدمش.,اگه میخواییش مجبورم کن که بهت بدمش,اگه میخوایش، پس مجبورم کن بهت بدمش,‫اگه می‌خوایش، مجبورم کن بهت بدمش.,‫اگه آب می‌خوای ‫کاری کن بهت بدمش,اگه می‌خوایش، مجبورم کن بهت بدم,اگه آب میخوای وادارم کن تا بهت بدم,اگه آب میخوای وادارم کن تا بهت بدم,‫اگه آب می‌خوای ‫کاری کن بهت بدمش,اگه میخواییش مجبورم کن که بهت بدمش,اگه چیزی می‌خوای باید منو وادار کنی بهت بدم.‏,اگه میخوای بهت بدم .باید بهم دستور بدی,،اگه لیوان آب رو می‌خوای مجبورم کن تا بدمش بهت,اگه می‌خوایش، مجبورم کن بهت بدم,اگه چیزی می‌خوای باید منو وادار کنی بهت بدم.‏,اگه می‌خوایش، مجبورم کن بهت بدمش.,اگه می‌خوایش، مجبورم کن بهت بدم
04:26,04:26,Use the Voice.,.مامان، من تازه بیدار شدم,‫این لیوان صدات رو نمیشنوه، ‫به من بگو,‫مامان، من تازه از خواب بیدار شدم.,‫میتونی از صدات استفاده کنی.,"از ""صدا"" استفاده کن - مامان، من تازه بیدار شدم -",از ندا (قدرتش)، استفاده کن,"‫از ""صدا"" استفاده کن.",‫- از صدا استفاده کن ‫- مامان، تازه بیدار شدم,"از ""ندا"" استفاده کن",از «صدا» استفاده کن - مامان، تازه از خواب پاشدم -,از «صدا» استفاده کن - مامان، تازه از خواب پاشدم -,‫- از صدا استفاده کن ‫- مامان، تازه بیدار شدم,"از ""صدا"" استفاده کن - مامان، من تازه بیدار شدم -",‏- از صدات استفاده کن.‏ ‏- مامان، ولی تازه بیدار شدم.‏,.از صدات استفاده کن- .مامان، تازه از خواب بیدار شدم-,از ندایی که بهت یاد دادم استفاده کن,مامان، تازه از خواب بیدار شدم,‏- از صدات استفاده کن.‏ ‏- مامان، ولی تازه بیدار شدم.‏,مامان، من تازه بیدار شده‌ام.,"از ""ندا"" استفاده کن"
