Start Time,End Time,English,The.Wild.Robot.-open subtile.srt,The.Wild.Robot.2024.1080p.10bit.BluRay.6CH.x265.HEVC-PSA [Fa].srt,The.Wild.Robot.2024.480p.BluRay.x264-RMTeam.Fa.srt,The.Wild.Robot.2024.WEB.DigiMoviez.FA.srt,The.Wild.Robot.2024.WEB.Fa.srt,The_Wild_Robot_2024.srt
72:51,72:53,I will...,...حتما,‫خب...,...این رو,‫بهش...,...این رو,... بهش
72:53,72:56,consider this.,بهش فکر می‌کنم,‫بهش فکر می‌کنم,درنظر می‌گیرم,‫فکر می‌کنم,درنظر می‌گیرم,فکر می‌کنم
73:48,73:49,He'll be here.,حتما اینجاست,‫میاد. مطمئنم میاد,میادش,‫میاد اینجا,میادش,میاد
73:49,73:51,I know he will.,میدونم که هست,‫میاد. مطمئنم میاد,مطمئنم,‫مطمئنم که میاد,مطمئنم,می‌دونم میاد
74:00,74:03,Brightbill. He's alive.,براق نوک. اون زنده‌ست,‫نوک‌براق! زنده‌ست,برایت‌بیل! زنده‌ست,‫برایت‌بیل. ‫اون زنده‌ست.,برایت‌بیل! زنده‌ست,برایت‌بیل زنده‌ست
74:03,74:06,- Look what we have here. - Brightbill!,ببین کی اینجاست - براق نوک -,‫ببین کی اومده,ببین کی اینجاست - برایت‌بیل -,‫- ببینید کی اینجاس ‫- برایت‌بیل!,ببین کی اینجاست - برایت‌بیل -,ببین کی اینجاست - !برایت‌بیل -
74:06,74:07,We made it.,موفق شدیم,‫- نوک‌براق! ‫- صحیح و سالم رسیدیم,موفق شدیم,‫موفق شدیم,موفق شدیم,موفق شدیم
74:07,74:08,"Brightbill, Brightbill!",براق نوک، براق نوک,‫- ایول نوک‌براق! ‫- از همون روز اول بهت باور داشتم,برایت‌بیل، برایت‌بیل,‫برایت‌بیل، برایت‌بیل!,برایت‌بیل، برایت‌بیل,!برایت‌بیل، برایت‌بیل
74:08,74:10,I believed in you day one.,از همون روز اولش، باورت داشتم,‫- ایول نوک‌براق! ‫- از همون روز اول بهت باور داشتم,از همون روز اول، بهت باور داشتم,‫از همون روز اول بهت ایمان داشتم,از همون روز اول، بهت باور داشتم,از همون روز اول بهت باور داشتم
74:10,74:11,- Let's hear it for Brightbill. - Okay.,زنده‌باد براق نوک - باشه -,‫زنده‌باد نوک‌براق!,به افتخار برایت‌بیل - خیلی‌خب -,‫- به افتخار برایت‌بیل ‫- ایول,به افتخار برایت‌بیل - خیلی‌خب -,به افتخار برایت‌بیل - خیلی‌خب -
74:11,74:13,- You did it! I knew you could. - Okay.,تو تونستی! می‌دونستم که می‌تونی - باشه -,‫ موفق شدی!,موفق شدی. می‌دونستم - خیلی‌خب -,‫- تونستی! می‌دونستم که می‌تونی ‫- ایول,موفق شدی. می‌دونستم - خیلی‌خب -,موفق شدی! می‌دونستم از پسش برمیای - خیلی‌خب -
74:13,74:15,- Whoa. - To our flight leader!,به افتخار رهبر پروازمون -,‫به افتخار رهبر پروازمون!,به سلامتی رهبر پروازمون,‫- وای ‫- به افتخار رهبر پروازمون!,به سلامتی رهبر پروازمون,وای - !به سلامتی رهبر پروازمون -
74:16,74:18,- Okay. - Brightbill!,باشه - براق نوک -,‫- باشه بسه ‫- نوک‌براق!,خیلی‌خب - برایت‌بیل -,‫- خب دیگه ‫- برایت‌بیل!,خیلی‌خب - برایت‌بیل -,خیلی‌خب - !برایت‌بیل -
74:18,74:21,He found where he belongs.,جایی که باید باشه رو پیدا کرد,‫جای خودش رو پیدا کرده,جایی که بهش تعلق داشت رو پیدا کرد,‫جایی که بهش تعلق داره رو پیدا کرده,جایی که بهش تعلق داشت رو پیدا کرد,جایی که بهش تعلق داره رو پیدا کرده
74:25,74:27,"Hey, kid!",هی بچه جون,‫سلام، بچه‌جون!,سلام، بچه‌جون,‫هی، بچه‌جون!,سلام، بچه‌جون,!سلام بچه‌جون
74:27,74:28,Fink!,فینک,‫فینک!,فینک,‫فینک!,فینک,!فینک
74:29,74:31,Welcome back.,خوش برگشتی,‫رسیدن بخیر,خوش برگشتی,‫خوش برگشتی,خوش برگشتی,خوش برگشتی
74:34,74:36,"No, no, it's okay. He's with me.",نه، نه. چیزی نیست اون با منه,‫نه، نه، چیزی نیست. آشنامه,.نه، نه، طوری نیست با منه,‫نه، نه، چیزی نیست. ‫اون با منـه.,.نه، نه، طوری نیست با منه,نه، نه، چیزی نیست با منه
74:38,74:39,What?,چی؟,‫چی؟,چی؟,‫چی؟,چی؟,چیه؟
74:39,74:41,"I did it, Fink.",من تونستم، فینک,‫موفق شدم، فینک,موفق شدم، فینک,‫من تونستم، فینک,موفق شدم، فینک,موفق شدم فینک
74:41,74:43,I led them to the summer nesting grounds.,به زمین‌های لونه‌سازی تابستونی هدایتشون کردم,‫رسوندم‌شون به منطقه‌ی آشیانه‌های تابستانی,بردم‌شون به محل لانه‌سازیِ تابستونی,‫تونستم تا محل‌های لونه‌سازی تابستونی ‫ ببرم‌شون,بردم‌شون به محل لانه‌سازیِ تابستونی,بردم‌شون به محل لانه‌سازی تابستانی
74:43,74:46,And... where's Longneck?,پس... گردن دراز کجاست؟,‫و... گردن‌دراز کجاست؟,لانگ‌نک کجاست؟,‫و... گردن‌دراز کجاست؟,لانگ‌نک کجاست؟,و ... لانگ‌نک کجاست؟
74:49,74:51,"Sorry, kid.",متاسفم پسر,‫متاسفم، بچه‌جون,متاسفم، بچه‌جون,‫شرمنده بچه,متاسفم، بچه‌جون,متاسفم بچه‌جون
74:51,74:53,"But, hey, you really did it.",ولی، هی، تو واقعا تونستی,‫ولی واقعاً موفق شدیا,ولی هی، موفق شدی‌ها,‫اما تو واقعاً موفق شدی,ولی هی، موفق شدی‌ها,اما هی، واقعا از پسش براومدی
74:53,74:55,Roz is gonna be so excited.,ر ز خیلی خوشحال میشه,‫راز خیلی خوشحال میشه,راز حسابی هیجان‌زده می‌شه؟,‫رُز خیلی خوشحال میشـه,راز حسابی هیجان‌زده می‌شه؟,راز خیلی هیجان‌زده می‌شه
74:55,74:58,"Roz? Wait, she's here?",راز؟ وایسا ببینم، اون اینجاس؟,‫راز؟ وایسا ببینم، اینجاست؟,راز؟ وایسا ببینم، اینجاست؟,‫رُز؟ ‫وایسا ببینم، مگه اینجاس؟,راز؟ وایسا ببینم، اینجاست؟,راز؟ صبر کن ببینم، اینجاست؟
74:58,75:00,She stayed.,اینجا موند,‫همین‌جا موند,...به‌خاطر تو,‫اون موند,...به‌خاطر تو,موند
75:00,75:01,For you.,بخاطر تو,‫بخاطر تو,موند,‫به‌خاطر تو,موند,به‌خاطر تو
75:02,75:04,I thought I saw her right over...,...فکر کردم اونجا,‫فکر کردم دیدمش اونجا...,...فکر کنم اونور,‫فکر کنم همینجا بود...,...فکر کنم اونور,... فکر کردم اونجا
75:04,75:06,there.,دیدمش,‫وایساده بود,دیدمش,‫اونجا,دیدمش,دیدمش
75:06,75:10,"Roz, Roz, I need to talk to you.",،راز، راز باید باهات حرف بزنم,‫راز، راز، باید باهات صحبت کنم,راز، راز، باید باهات صحبت کنم,‫رُز، رُز، ‫باید باهات حرف بزنم,راز، راز، باید باهات صحبت کنم,راز، راز باید باهات صحبت کنم
75:10,75:11,Roz?,راز؟,‫راز؟,راز؟,‫رُز؟,راز؟,راز؟
75:51,75:56,"Rozzum 7134, I presume.",حدس می‌زنم تو رازوم ۷۱۳۴ باشی,‫گمونم تو باید رازم 7134 باشی,گمون می‌کنم تو رازوم 7134 باشی,‫تو باید رُزوم ۷۱۳۴ باشی,گمون می‌کنم تو رازوم 7134 باشی,تو باید رازم 7134 باشی
75:57,76:01,And you must be Universal Dynamics.,و تو هم باید پویایی‌های جهانی باشی,‫و تو باید از طرف یونیورسال داینامیکس باشی,تو هم بایستی یونیورسال داینامیکس باشی,‫تو هم باید از یونیورسال داینامیکس باشی,تو هم بایستی یونیورسال داینامیکس باشی,و تو هم باید یونیورسال داینامیکس باشی
76:01,76:04,Yes. I am Vontra.,بله. من وانترا ام,"‫آره. من ""وانترا"" هستم",آره، من وانترام,‫بله. ‫اسم من وُنتراست.,آره، من وانترام,آره. من وانترا هستم
76:04,76:06,Virtual Observational Neutralizing,،مرکزخنثی‌سازی مسائل و مشکلات,‫مسئول مجازی نظارت، غیرفعال کردن ‫و بازیابی واحدهای دردسرساز,مامور مجازی مشاهده‌گر خنثی‌ساز,‫مسئول رصد مجازی و,مامور مجازی مشاهده‌گر خنثی‌ساز,... مامور مجازی نظارت خنثی‌گر
76:06,76:08,Troublesome Retrieval Authority.,از طریق مشاهد مجازی,‫مسئول مجازی نظارت، غیرفعال کردن ‫و بازیابی واحدهای دردسرساز,و بازگرداننده دردسرسازان,‫رفع مشکلات بازیابی,و بازگرداننده دردسرسازان,و بازگرداننده دردسرسازها
76:09,76:10,You seem happy.,به نظر خوشحال میای,‫بنظر خوشحال میای,به‌نظر خوش‌حال میای,‫بهت می‌خوره خوشحال باشی,به‌نظر خوش‌حال میای,به‌نظر خوش‌حال میای
76:10,76:13,The good people at Universal Dynamics,در پویایی‌های جهانی,‫مردم خوب یونیورسال داینامیکس,مردمان خوبِ یونیورسال داینامیکس,‫آدم‌های خوب کارخونه‌ی یونیورسال داینامیکس,مردمان خوبِ یونیورسال داینامیکس,... آدم‌های خوب یونیورسال داینامیکس
76:13,76:16,have programmed us to put our targets at ease,ما رو طوری برنامه‌ریزی کردن که بتونیم اطرافمون رو دنبال کنیم,‫ما رو جوری برنامه‌ریزی کردن ‫که احساس خوبی به اهداف‌مون بدیم,ما رو جوری برنامه‌ریزی کردن تا اهداف‌مون رو آرام کنیم,‫ما رو یه‌جوری برنامه‌نویسی کردن که ‫آسایش سوژه‌هامون رو فراهم کنیم,ما رو جوری برنامه‌ریزی کردن تا اهداف‌مون رو آرام کنیم,ما رو جوری برنامه‌نویسی کردن تا سوژه‌هامون رو آروم کنیم
76:16,76:18,so as to more efficiently facilitate their collection.,تا بتونیم جمع‌آوریشون رو به شکل موثرتری انجام بدیم,‫تا برگردوندن‌شون راحت‌تر بشه,تا فرآیند دستگیری‌شون کارآمدتر باشه,‫تا بهتر بتونیم اطلاعات‌شون رو جمع‌آوری کنیم,تا فرآیند دستگیری‌شون کارآمدتر باشه,تا بازگردانی‌شون راحت‌تر و کارآمدتر بشه
76:18,76:21,"But don't worry, despite my cheery demeanor,",،اما نگران نباش ،با وجود ظاهر شادابم,‫ولی نگران نباش ‫برخلاف رفتار شادم,ولی نگران نباش، برخلاف اینکه بشاشم,‫اما نگران نباش، ‫برخلف روحیه‌ی شادی که دارم,ولی نگران نباش، برخلاف اینکه بشاشم,اما نگران نباش ... علی‌رغم رفتار سرزنده‌ام
76:21,76:26,"I am unfeeling, inflexible and morally neutral.",،من بی‌احساس و سخت‌گیر و از لحاظ اخلاقی خنثی‌ام,‫من بی‌احساس، بی‌رحم ‫و از لحاظ اخلاقی بی‌طرفم,بی‌عاطفه، انعطاف ناپذیر و به‌لحاظ اخلاقی، بی‌طرفم,‫بی‌حس، انعطاف‌ناپذیر و ‫از نظر اخلاقی هم خنثی هستم,بی‌عاطفه، انعطاف ناپذیر و به‌لحاظ اخلاقی، بی‌طرفم,بی‌عاطفه، یک‌دنده و بی‌طرف هستم
76:28,76:30,That is a big ship just for me.,سفینه به این بزرگی فقط برای منه,‫چه سفینه‌ی بزرگی، اونم فقط برای من,سفینه بزرگی برای یه رازوم فرستادن,‫این سفینه برای من به تنهایی زیادی بزرگـه,سفینه بزرگی برای یه رازوم فرستادن,این سفینه برای من یه‌خرده بزرگ نیست؟
76:30,76:33,You are a big deal.,چون تو خیلی مهمی,‫تو خیلی مهمی,آخه تو خیلی مهمی,‫خب تو خیلی مهمی,آخه تو خیلی مهمی,تو خیلی مهمی
76:33,76:35,You are one of six Rozzums lost,تو جزو شش ربات رازومی بودی که,‫یکی از 6 رازمی هستی که در یک طوفان,تو یکی از شش رازومی هستی,‫جزو شش‌ رُزومی هستی که,تو یکی از شش رازومی هستی,... تو یکی از شش رازمی هستی
76:35,76:37,from a container ship in a typhoon.,در یک سفینه باری در توفان گم شدن,‫از یه کشتی کانتینری افتادن توی آب,که در طوفان، گم شد,‫به‌خاطر توفان، از کانتینر کشتی افتادی بیرون,که در طوفان، گم شد,که از یه کانتینر توی طوفان، گم شدن
76:37,76:40,So that is how I got here.,برای همین من اومدم اینجا,‫پس اینجوری سر از اینجا درآوردم,پس اینجوری اومدم اینجا,‫پس اینطوری بود که کارم به اینجا کشید,پس اینجوری اومدم اینجا,پس این‌طوری سر از اینجا در آوردم
76:40,76:42,You were not easy to find.,پیدا کردنت اصلا آسون نبود,‫پیدا کردنت آسون نبود,پیدا کردنت راحت نبود,‫پیدا کردنت اصلاً کار راحتی نبود,پیدا کردنت راحت نبود,پیدا کردنت خیلی سخت بود
76:42,76:47,"Moments after receiving your signal, we lost it again.",چند لحظه پس از دریافت سیگنالت دوباره از دست دادیمت,‫چند لحظه بعد از دریافت سیگنالت ‫دوباره گمش کردیم,،چند لحظه بعد از دریافت سیگنالت دوباره از دستش دادیم,‫چند لحظه بعد از این که سیگنالت رو ‫دریافت کردیم، دوباره گمش کردیم,،چند لحظه بعد از دریافت سیگنالت دوباره از دستش دادیم,چند لحظه بعد از دریافت سیگنالت دوباره سیگنال رو از دست دادیم
76:47,76:52,Almost as if a certain Rozzum unit shut it off.,انگار که خودت از قصد خاموشش کردی,‫تقریباً انگار یه رازمی,انگار که یک واحد رازوم به‌خصوص خاموشش کرده باشه,‫جوری که انگار یه رُزوم خاموشش کرده بود,انگار که یک واحد رازوم به‌خصوص خاموشش کرده باشه,انگار یه واحد رازم به‌خصوص خاموشش کرده باشه
76:53,76:55,Someone has been busy.,خب سرت شلوغ بود,‫حسابی سرت شلوغ بوده,یه نفر سرش شلوغ بوده,‫می‌بینم که سر بعضی‌ها شلوغ بوده,یه نفر سرش شلوغ بوده,می‌بینم یه نفر سرش شلوغ بوده
76:55,76:57,I was simply completing a task.,درحال تکمیل وظیفه‌م بودم,‫فقط داشتم یه وظیفه رو تکمیل می‌کردم,صرفاً داشتم یک وظیفه رو تکمیل می‌کردم,‫چون فقط داشتم یه ماموریت رو انجام می‌دادم,صرفاً داشتم یک وظیفه رو تکمیل می‌کردم,فقط داشتم یه وظیفه رو کامل می‌کردم
76:57,76:59,As am I.,منم همینطور,‫منم همینطور,مثل من,‫مثل من,مثل من,منم همین‌طور
76:59,77:02,"Tell me, how did you secure a task",،بگو ببینم جایی که کسی نمیتونه,‫چطوری توی جایی وظیفه دریافت کردی,بگو ببینم، توی فضایی که هیچ‌کس نمی‌تونه باهات,‫بگو ببینم، ‫چطوری تونستی توی جایی که,بگو ببینم، توی فضایی که هیچ‌کس نمی‌تونه باهات,بگو ببینم، چطور توی ... مکانی که هیچ‌کس
77:02,77:06,in a place where nothing can communicate with you?,باهات ارتباط بگیره چجوری یه وظیفه بهت محول شد؟,‫که هیچی نمی‌تونه باهات صحبت کنه؟,ارتباط برقرار کنه، چطور وظیفه‌ت رو تکمیل کردی؟,‫زبونت رو نمی‌فهمیدن، ‫ماموریتی رو انجام بدی؟,ارتباط برقرار کنه، چطور وظیفه‌ت رو تکمیل کردی؟,نمی‌تونه باهات صحبت کنه وظیفه‌ای رو انجام دادی؟
77:06,77:08,It is complicated.,این یکم پیچیده‌ست,‫قضیه‌ش پیچیده‌ست,پیچیده‌ست,‫یکم پیچیده‌ست,پیچیده‌ست,پیچیده‌ست
77:08,77:12,And we cannot wait to hear all about it.,بی‌صبرانه منتظریم تا تعریف کنی,‫و بی‌صبرانه منتظریم همه‌شو بشنویم,و برای شنیدنش، لحظه‌شماری می‌کنیم,‫ما هم دل تو دل‌مون نیست تا ‫درموردش بشنویم,و برای شنیدنش، لحظه‌شماری می‌کنیم,و بی‌صبرانه منتظریم همه‌اش رو بشنویم
77:12,77:15,"Come aboard, 7134.",بیا سوارشو، 7134,‫بیا سوار شو، 7134,‫بیا سوار شو، 7134,‫سوار شو، ‌۷۱۳۴,‫بیا سوار شو، 7134,بیا سوار شو 7134
77:15,77:18,We will fix you right up.,میتونیم تعمیرت کنیم,‫سریع تعمیرت می‌کنیم,سریع درستت می‌کنیم,‫اون بالا حالت رو میاریم سر جاش,سریع درستت می‌کنیم,درستت می‌کنیم
77:21,77:23,My name is Roz.,اسم من رازه,"‫اسم من ""راز""ـه",اسم من رازه,‫اسم من رُزه,اسم من رازه,من راز هستم
77:24,77:28,Is something keeping you...,...منتظر چیزی هستی,‫مگه اینجا کاری داری...؟,...چیزی باعث شده که نیای,‫منتظر کسی هستی...؟,...چیزی باعث شده که نیای,... چیزی باعث شده نخوای بیای
77:28,77:30,Roz?,راز؟,‫راز؟,راز؟,‫رزُ؟,راز؟,راز؟
77:30,77:32,No.,نه,‫نه,نه,‫نه,نه,نه
77:44,77:46,Roz! What are you doing?,راز! داری چیکار میکنی؟,‫راز! داری چیکار می‌کنی؟,راز! چی کار می‌کنی؟,‫رُز! ‫چی‌کار می‌کنی؟,راز! چی کار می‌کنی؟,راز! داری چی کار می‌کنی؟
77:46,77:48,- Quit messing around. - Fink?,مسخره‌بازی درنیار - فینک؟ -,‫- اینقدر مسخره‌بازی درنیار ‫- فینک؟,مسخره‌بازی درنیار - فینک؟ -,‫- این دیگه چه مسخره‌بازی‌ایـه؟ ‫- فینک؟,مسخره‌بازی درنیار - فینک؟ -,بازی در نیار - فینک؟ -
77:48,77:50,It's Brightbill.,براق نوکه,‫نوک‌براق اومده,برایت‌بیل اومده,‫برایت‌بیل اومده,برایت‌بیل اومده,برایت‌بیل اومده
77:50,77:52,He needs to talk to you.,میخواد باهات حرف بزنه,‫می‌خواد باهات صحبت کنه,می‌خواد باهات صحبت کنه,‫باید باهات حرف بزنـه,می‌خواد باهات صحبت کنه,می‌خواد باهات صحبت کنه
77:52,77:54,I think I've forgotten something.,فکر کنم یه چیزی رو یادم رفته,‫فکر کنم یه چیزی یادم رفت,فکرکنم یه چیزی رو یادم رفت,‫فکر کنم یه چیزی رو جا گذاشتم,فکرکنم یه چیزی رو یادم رفت,فکر کنم یه چیزی رو فراموش کردم
77:55,77:57,Roz?,راز؟,‫راز؟,راز؟,‫رُز؟,راز؟,راز؟
77:57,78:00,It is imperative you return to this ship.,بازگشت به این سفینه ضروریه,‫ضروریه که برگردی توی این سفینه,برگشتنت به سفینه الزامیه,‫برگشتنت به سفینه ضروریـه,برگشتنت به سفینه الزامیه,باید برگردی به سفینه
78:00,78:02,"Yes, uh, I left",آره، خب,‫باشه,...آره، آداپتورِ,‫بله من فقط...,...آره، آداپتورِ,... آره، آداپتور
78:02,78:06,my transverse a-adapter thing out there.,شارژر فرستنده‌م رو جا گذاشتم,‫مبدل افقی‌طورم رو اون بیرون جا گذاشتم,ترانسورسم رو جا گذاشتم,‫آداپتور ترانزورسم رو جا گذاشتم,ترانسورسم رو جا گذاشتم,تراگشتیم رو جا گذاشتم
78:06,78:09,I'll just go get it and be right back.,الان میرم برش‌میدارم و برمی‌گردم,‫میرم میارمش و زودی برمی‌گردم,می‌رم بیارمش، الان برمی‌گردم,‫میرم میارمش و زودی هم برمی‌گردم,می‌رم بیارمش، الان برمی‌گردم,می‌رم بیارمش الان برمی‌گردم
78:09,78:11,Voice stress analyzer indicates you are...,ارزیابی استرس صدات ...مشخص میکنه که,‫تحلیل‌گر استرس صدا نشون میده داری...,...تنش‌سنجِ صوت نشون می‌ده که,‫تحلیل‌گر استرس صدات نشون میده که...,...تنش‌سنجِ صوت نشون می‌ده که,... تحلیل‌گر صدا نشون می‌ده که
78:11,78:13,Lying your butt off back there.,داری بدون کنتور انداختن دروغ میگی,‫عین چی دروغ می‌گفتیا,عجب دروغی گفتی‌ها,‫می‌بینم که حسابی دروغ سر هم کردی,عجب دروغی گفتی‌ها,چه دروغی گفتی
78:13,78:15,I'm so proud of you.,خیلی بهت افتخار میکنم,‫خیلی بهت افتخار می‌کنم,خیلی بهت افتخار می‌کنم,‫خیلی بهت افتخار می‌کنم,خیلی بهت افتخار می‌کنم,خیلی بهت افتخار می‌کنم
78:19,78:21,Your target is Rozzum 7134.,هدف شما راز ۷۱۳۴ـه,‫هدفتون رازم 7134ـه,هدف‌تون رازوم 7134 هست,‫هدف‌تون رُزوم ۷۱۳۴ـه,هدف‌تون رازوم 7134 هست,هدف‌تون رازم 7134 ئه
78:21,78:23,Deploy.,مستقر بشید,‫حرکت کنید,به پیش,‫اعزام واحدها,به پیش,بریم
78:23,78:26,Launch flares.,پرتاب آتش,‫منورها رو شلیک کنین,شلیک منور,‫منورها رو پرتاب کنید,شلیک منور,شلیک منور
78:41,78:43,You coming?,اومدی؟,‫نمیای؟,نمیاین؟,‫میای؟,نمیاین؟,نمیاید؟
79:10,79:12,- Brightbill. - Roz.,براق نوک؟ - راز -,‫نوک‌براق,برایت‌بیل - ...راز -,‫- برایت‌بیل ‫- رُز,برایت‌بیل - ...راز -,برایت‌بیل - راز -
79:12,79:14,I have so much to tell...,...خیلی چیزا هست که میخوام بهت بگم,‫راز، خیلی چیزا دارم بهت بگم...,...کلی حرف هست که باید,‫خیلی حرف‌ها هست که باید...,...کلی حرف هست که باید,... خیلی چیزها هست که باید بهت
79:17,79:18,Are those your parents?,اونا مامانو باباتن؟,‫اونا والدینتن؟,اونا والدینتن؟,‫اون‌ها پدر مادرتن؟,اونا والدینتن؟,اونا پدر و مادرت هستن؟
79:18,79:23,"I know predators, and those are predators.",،من شکارچیا رو می‌شناسم و اونا شکارچی‌ان,‫من شکارچی‌ها رو خوب می‌شناسم ‫و اونا شکارچین,من شکارگرها رو می‌شناسم و اونا شکارگرن,‫من شکارچی‌ها رو می‌شناسم و ‫اون‌ها هم شکارچی‌ان,من شکارگرها رو می‌شناسم و اونا شکارگرن,من شکارچی‌ها رو خوب می‌شناسم و اونا شکارچی هستن
79:23,79:24,Acknowledge return command.,دستور بازگشت رو تایید کن,‫از دستور بازگشت پیروی کن,فرمان بازگشت رو اجرا کن,‫دستور برگشت رو تایید کن,فرمان بازگشت رو اجرا کن,اجرای دستور بازگشت
79:24,79:26,What are they saying?,دارن چی میگن؟,‫چی دارن میگن؟,چی می‌گن؟,‫چی میگن؟,چی می‌گن؟,چی دارن می‌گن؟
79:26,79:28,They want me to come with them.,می‌خوان باهاشون برگردم,‫ازم می‌خوان باهاشون برگردم,می‌خوان باهاشون برم,‫می‌خوان باهاش برم,می‌خوان باهاشون برم,می‌خوان باهاشون برم
79:28,79:29,Tell them you're already home.,بهشون بگو اینجا خونته,‫بهشون بگو خونه‌ت همین‌جاست,بگو اینجا خونه‌اته,‫بگو که اینجا خونه‌ی توئـه,بگو اینجا خونه‌اته,بهشون بگو اینجا خونه توئه
79:29,79:31,Yeah!,آره,‫آره!,آره,‫آره,آره,!آره
79:31,79:33,"- Tell them you're already home. - Yeah, tell them.",بهشون بگو اینجا خونته - آره، بهشون بگو -,‫- آره، بهشون بگو خونه‌ت همین‌جاست ‫- آره، بهشون بگو,بگو اینجا خونه‌اته - آره، بهشون بگو -,‫- بگه اینجا خونه‌تـه ‫- آره، بهشون بگو,بگو اینجا خونه‌اته - آره، بهشون بگو -,بهشون بگو اینجا خونه‌اته - آره، بهشون بگو -
79:33,79:35,"I am already home, thank you.",اینجا خونه منه، ممنونم,‫خونه‌م همین‌جاست، خیلی ممنون,اینجا خونه‌امه، ممنون,‫اینجا خونه‌ی منـه، ممنون,اینجا خونه‌امه، ممنون,اینجا خونه منه ممنون
79:35,79:37,You do not belong here.,تو به اینجا تعلق نداری,‫جای تو اینجا نیست,تو به اینجا تعلق نداری,‫تو به اینجا تعلق نداری,تو به اینجا تعلق نداری,تو به اینجا تعلق نداری
79:37,79:39,This is a wilderness.,اینجا حیات وحشه,‫اینجا طبیعت وحشیه,اینجا حیات وحشه,‫اینجا حیاتِ وحشـه,اینجا حیات وحشه,اینجا حیات وحش‌ـه
79:39,79:42,And I am a wild robot.,و منم یه ربات وحشی‌ام,‫و من یه ربات وحشیم,و من هم یه ربات وحشی‌ام,‫خب من هم یه ربات وحشی‌ام,و من هم یه ربات وحشی‌ام,منم یه ربات وحشی‌ام
79:49,79:52,Are you here to kill us?,اومدی تا ما رو بکشی؟,‫اومدی ما رو بکشی؟,اومدید ما رو بکشید؟,‫اومدی ما رو بکشی؟,اومدید ما رو بکشید؟,اومدید ما رو بُکُشید؟
79:52,79:54,It says yes!,میگه آره,‫میگه آره!,می‌گه آره,‫میگه آره!,می‌گه آره,!گفت آره
80:19,80:23,Get him!,بگیرینش,‫دخلشو بیارین!,بگیریدش,‫بگیریدش!,بگیریدش,!بگیریدش
80:24,80:25,Status?,وضعیت چطوره؟,‫گزارش وضعیت؟,وضعیت؟,‫وضعیت؟,وضعیت؟,وضعیت؟
80:25,80:29,It is not cooperating.,اون همکاری نمیکنه,‫همکاری نمی‌کنه,همکاری نمی‌کنه,‫همکاری نمی‌کنـه,همکاری نمی‌کنه,همکاری نمی‌کنه
80:30,80:31,"Roz, behind you!",راز، پشت سرت,‫راز، پشت سرت!,راز، پشت سرت,‫رُز، پشت سرت!,راز، پشت سرت,!راز، پشت‌سرت
80:31,80:32,Rozzum unit captured.,یک واحد رازوم دستگیر شد,‫واحد راز دستگیر شد,واحد رازوم دستگیر شد,‫واحد رُزوم دستگیر شد,واحد رازوم دستگیر شد,واحد رازم دستگیر شد
80:33,80:35,"- Okay, it's all you. - It's all you.",خیلی‌خب، همه چشم امیدها به توئه - همه چشم امیدها به توئه -,‫- خیلی‌خب، از پسش برمیای ‫- از پسش برمیای,خیلی‌خب، همه‌ش هنرِ خودته - همه‌ش هنر خودته -,‫- خب، همه‌چیز دست خودتـه ‫- همه‌چیز دست خودتـه,خیلی‌خب، همه‌ش هنرِ خودته - همه‌ش هنر خودته -,خیلی‌خب، دیگه دستِ خودته - دیگه دستِ خودته -
80:35,80:37,Make it look good.,خوب و حسابی درش بیار,‫کاری کن قانع‌کننده باشه,طبیعی بازی کن,‫خوب انجامش بده,طبیعی بازی کن,باورپذیر اجرا کن
80:42,80:44,Oops.,,‫آخ,اوپس,‫آخ,اوپس,ای وای
80:44,80:47,Let us divide the robot meat amongst us.,بیاین تا گوشت ربات رو بینمون تقسیم کنیم,‫بیاین گوشت ربات رو بین خودمون تقسیم کنیم,بیاید گوشت ربات رو بین خودمون تقسیم کنید,‫بذارید ما گوشت ربات رو بین‌ همه تقسیم کنیم,بیاید گوشت ربات رو بین خودمون تقسیم کنید,بیاید گوشت ربات رو بین خودمون تقسیم کنیم
80:47,80:48,You scare me.,خیلی ترسناکیا,‫ازت وحشت دارم,واقعا ترسناکید,‫واقعاً ازت می‌ترسم,واقعا ترسناکید,ازت می‌ترسم
80:48,80:50,Damage detected.,آسیب شناسایی شد,‫آسیب شناسایی شد,آسیب، شناسایی شد,‫آسیب شناسایی شد,آسیب، شناسایی شد,آسیب شناسایی شد
80:50,80:52,Activating return transmitter.,فعال سازی فرستنده بازگشت,‫درحال فعال کردن فرستنده‌ی بازگشـ...,درحال فعال‌سازی فرستنده بازگشت,‫فعال‌سازی دستگاه بازگشت,درحال فعال‌سازی فرستنده بازگشت,فعال‌سازی فرستنده بازگشت
81:09,81:11,Roz?,راز؟,‫راز؟,راز؟,‫رُز؟,راز؟,راز؟
81:11,81:14,Roz! No!,راز! نه,‫راز! نه!,راز! نه,‫رُز! ‫نه!,راز! نه,!راز !نه
81:16,81:17,Gotcha.,گرفتمت,‫گرفتمت,گرفتمت,‫گرفتمت,گرفتمت,گرفتمت
81:26,81:28,- Come on! - On your left.,به دنبال من - سمت چپتون -,‫بیاین,یالا - سمت چپت -,‫- دست بجنبونید! ‫- پشت سرتیم,یالا - سمت چپت -,!زودباشید - !سمت چپت -
