99:55,99:58,that every last creeper comes running in to save them.,‫که تمام کریپرها برای کمک بهشون بیان,‫هر چقدر می‌تونید دم ببرید، ‫اولین میکی که 100 تا دم بیاره برنده‌ست.
99:58,100:00,"We'll kill two birds with one stone, right honey?",‫اینطوری با یه تیر دو نشون می‌زنیم ‫مگه نه عزیزم؟,‫برنده نمی‌میره، ولی بازنده...
100:00,100:02,Absolutely. A hundred tails is enough,‫آره قطعاً. با صد تا دم میشه ‫اونقدر سس درست کرد,
100:02,100:04,to make enough sauce to last a couple years.,‫که برای دو سال کافی باشه,‫ما امتیازها رو از اینجا ثبت می‌کنیم.
100:04,100:06,Better be on your toes.,‫بهتره حواستون رو خوب جمع کنین,‫ما امتیازها رو از اینجا ثبت می‌کنیم.
100:06,100:09,"One false move, and you're man-burger.",‫یه خطا ازتون سر بزنه ‫تبدیل به همبرگر انسانی میشین,‫باید کاری کنید اونقدر جیغ بزنن که ‫همه موجودات ترسناک برای نجاتشون بیان.
100:22,100:23,I get it.,‫کاملاً می‌فهمم,‫یه حرکت اشتباه، و منفجر می‌شید.
100:25,100:26,It's all punishment.,‫تمام اینا یه مجازاته,
100:28,100:29,What was that?,‫چی گفتی؟,
100:31,100:35,Our entire life's a goddamn punishment.,‫تمام عمر کوفتی‌مون یه مجازاته,
100:35,100:38,All for pressing that button when I was five.,‫فقط بخاطر اینکه وقتی پنج سالم بود ‫اون دکمه رو فشار دادم,‫فهمیدم.
100:39,100:43,Oh. This again!,‫ای بابا. باز شروع کردی!,‫چی گفتی؟
100:43,100:46,"Accident was caused by a car defect, you know that.",‫تصادفه بخاطر ایراد ماشین بود ‫خودت اینو می‌دونی,‫کل زندگیمون یه جور مجازاته.
100:47,100:48,I don't know.,‫نمی‌دونم,‫کل زندگیمون یه جور مجازاته.
100:53,100:55,"Well, it wasn't pressing that stupid button.",‫خب، بخاطر فشار دادن ‫اون دکمه‌ی مسخره که نبود,‫بازم این بحث رو شروع کردی!
100:57,101:00,It wasn't Mom's driving either.,‫بخاطر رانندگی مامان هم نبود,‫اون حادثه بخاطر نقص ماشین بود، ‫خودت می‌دونی.
101:00,101:02,How many times I gotta tell you?,‫چند بار باید بهت بگم؟,‫نمی‌دونم.
101:06,101:10,"Sorry, Mickey... Mickeys. You need to move, like now.",‫ببخشید، میکی... میکی‌ها ‫باید همین الان برین,‫بخاطر فشار دادن اون دکمه احمقانه نبود.
101:10,101:12,Can you at least put the ramp down?,‫میشه حداقل شیب‌راهه رو بیارین پایین؟,‫و مامانم هم پشت فرمون نبود.
101:12,101:14,We can't do that right now. I'm sorry.,‫الان نمی‌تونیم این‌کارو بکنیم. شرمنده,‫و مامانم هم پشت فرمون نبود.
101:14,101:15,- You're gonna have to jump. - Whoa!,‫باید بپرین,‫چند بار باید اینو بهت بگم؟
101:18,101:19,Mickey!,‫میکی!,
101:20,101:21,Mickey!,‫میکی!,‫ببخشید میکی... میکی‌های کپی شده، ‫باید حرکت کنید، الان.
101:21,101:24,"Wait, Mickey.",‫صبر کن، میکی,‫ببخشید میکی... میکی‌های کپی شده، ‫باید حرکت کنید، الان.
101:25,101:26,Take this.,‫اینو بگیر,‫الان نمیشه این کارو کرد. متاسفم.
101:28,101:29,"It's not finished, but it might help you",‫هنوز کامل نشده، ولی شاید بهت کمک کرد,‫باید بپرید.
101:29,101:30,- communicate with the creepers. - Let's go!,‫- با کریپرها صحبت کنی ‫- بیا بریم!,
101:31,101:33,It's like a... It's like a translator thing?,‫یه... یه مترجمه؟,‫میکی!
101:33,101:34,Yes. Good luck.,‫آره. موفق باشین,‫میکی!
101:34,101:37,"For what it's worth, I doubt Marshall will kill both of you.",‫اگر نظر منو بخواین ‫بعید می‌دونم مارشال جفتتون رو بکشه,‫وایستا میکی.
101:37,101:37,Come on.,‫بیا دیگه,‫وایستا میکی.
101:38,101:39,Come.,‫بیا,‫اینو بگیر.
101:40,101:43,"- Let's go. - Well, I...",‫- راه بیفت ‫- خب، من...,‫هنوز کامل نشده، ولی شاید کمکت کنه
101:47,101:53,"Uh, anyway, with this device, I got a job to do.",‫خب دیگه، با این دستگاه ‫باید برم یه کاری انجام بدم,‫- راستش، شک دارم مارشال هر دوتاتون رو بکشه. ‫- بریم.
101:55,101:59,"All right. They saved me, now I save them.",‫خیلی‌خب. اونا منو نجات دادن ‫حالا من اونا رو نجات میدم,‫- بریم. ‫- باشه، من...
101:59,102:01,What are those fuckers doing?,‫عوضیا دارن چیکار می‌کنن؟,‫به هر حال، با این دستگاه، ‫یه ماموریت دارم که باید انجام بدم.
102:01,102:05,Even I can count dozens of fresh tails they're leaving behind.,‫از اینجا دارم می‌بینم ‫ده‌ها دم تازه رو ول کردن,‫به هر حال، با این دستگاه، ‫یه ماموریت دارم که باید انجام بدم.
102:05,102:06,Are they out of their minds?,‫دیوونه شدن؟,‫به هر حال، با این دستگاه، ‫یه ماموریت دارم که باید انجام بدم.
102:07,102:09,"Oh, honey.",‫اوه عزیزم,‫خب، اونا منو نجات دادن، ‫حالا من نجات‌شون می‌دم.
102:09,102:12,- Should I just press the button? - Mmm.,‫دکمه رو فشار بدم؟,‫خب، اونا منو نجات دادن، ‫حالا من نجات‌شون می‌دم.
102:12,102:15,Let's sit back and watch.,‫بیا بشینیم و تماشا کنیم,‫این آشغال‌ها دارن چیکار می‌کنن؟
102:16,102:18,They'll start chopping tails as soon as they realize,‫وقتی متوجه شدن ‫یکیشون باید بیشتر از اون یکی زنده بمونه,‫حتی منم می‌تونم این همه دم تازه که ‫پشت سرشون جا می‌ذارن رو بشمرم.
102:18,102:21,one of them has to outlive the other.,‫شروع می‌کنن به قطع کردن دم‌ها,‫اینا دیوونه‌ن؟
102:22,102:23,Hey!,‫سلام!,‫عزیزم.
102:24,102:26,It's me! Wait!,‫منم! صبر کن!,‫دکمه رو فشار بدم؟
102:28,102:31,You gotta run away. You gotta get them all outta here.,‫باید فرار کنین ‫باید همه‌شونو از اینجا ببری,‫وقتی بفهمن یکی‌شون باید بیشتر از ‫اون یکی زنده بمونه، شروع می‌کنن به بریدن دُم‌ها.
102:32,102:33,You gotta go back to your cave.,‫باید برگردین توی غارتون,‫وقتی بفهمن یکی‌شون باید بیشتر از ‫اون یکی زنده بمونه، شروع می‌کنن به بریدن دُم‌ها.
102:34,102:37,Go back to your cave.,‫برگردین توی غارتون,‫وقتی بفهمن یکی‌شون باید بیشتر از ‫اون یکی زنده بمونه، شروع می‌کنن به بریدن دُم‌ها.
102:41,102:43,Or you're all gonna die.,‫وگرنه همه‌تون می‌میرین,‫باید فرار کنید. ‫همه‌شون رو باید از اینجا ببرید بیرون.
102:45,102:46,<i>What?</i>,‫- چی؟ ‫- عه، سلام,‫باید فرار کنید. ‫همه‌شون رو باید از اینجا ببرید بیرون.
102:46,102:47,"Oh, hello.",‫- چی؟ ‫- عه، سلام,‫باید برگردید به غارتون.
102:49,102:50,Um...,‫خب...,‫برگردید به غارتون.
102:51,102:54,"Yes, I just, I wanted... About last time, I...",‫آره، فقط، می‌خواستم... ‫بابت دفعه‌ی قبل...,‫برگردید به غارتون.
102:57,103:00,I wanted to say thank you.,‫می‌خواستم تشکر کنم,‫- چی؟ ‫- سلام.
103:00,103:02,Um...,‫می‌خواستم تشکر کنم,‫- چی؟ ‫- سلام.
103:03,103:05,"You remember me, right?",‫منو یادته، درسته؟,‫آره، فقط می‌خواستم... دفعه قبل، من...
103:07,103:08,<i>Mickey.</i>,‫میکی,‫آره، فقط می‌خواستم... دفعه قبل، من...
103:11,103:13,How do you know my name?,‫اسم منو از کجا می‌دونی؟,‫می‌خواستم ازت تشکر کنم.
103:16,103:17,<i>Secret.</i>,‫رازه,‫منو یادت میاد، درسته؟
103:18,103:20,"Wait, are they having a conversation?",‫وایسا ببینم، دارن با هم صحبت می‌کنن؟,‫منو یادت میاد، درسته؟
103:22,103:25,Yes. We already explained it just now.,‫آره. همین چند دقیقه پیش توضیحش دادیم,‫از کجا اسم منو می‌دونی؟
103:25,103:26,How is this possible?,‫همچین چیزی چطور ممکنه؟,‫از کجا اسم منو می‌دونی؟
103:26,103:29,"Well, it's still a prototype,",‫خب، هنوز نمونه‌ی اولیه‌ست,
103:29,103:32,but it's like a translator device.,‫ولی مثل یه دستگاه مترجم می‌مونه,‫یه رازه.
103:32,103:35,"Dorothy? Oh, no. Where's Dorothy?",‫دوروتی؟ اوه، نه. دوروتی کجاست؟,‫صبر کن، دارن حرف می‌زنن؟
103:35,103:38,I can't hear a thing with all this static.,‫با این همه خش‌خش هیچی نمی‌شنوم,‫آره، همین الان توضیح دادیم.
103:38,103:40,"I mean, even the video is shit.",‫حتی کیفیت ویدئو هم آشغاله,‫چطور ممکنه؟
103:41,103:44,"Apologies, sir. The snowstorm is exacerbating the absorption...",‫عذر می‌خوام، قربان ‫کولاک داره باعث کاهش...,‫هنوز یه نمونه اولیه است،
103:44,103:47,What about this? Will this detonator work?,‫این چی؟ این دکمه‌ی انفجار کار می‌کنه؟,‫ولی یه دستگاه ترجمه‌ست.
103:47,103:49,"Yes, sir. That is a special shortwave signal,",‫بله قربان. اون از یه سیگنال موج کوتاه ‫ خاص استفاده می‌کنه، پس مشکلی نداره,‫دوروتی؟ نه، دوروتی کجاست؟
103:49,103:50,so it'll be fine.,‫بله قربان. اون از یه سیگنال موج کوتاه ‫ خاص استفاده می‌کنه، پس مشکلی نداره,‫دوروتی؟ نه، دوروتی کجاست؟
103:50,103:52,And who's that big one there?,‫و اون گندهه کیه؟,‫با این همه سر و صدا هیچی نمی‌شنوم.
103:52,103:53,Is that the queen bee of the bunch?,‫اون ملکه‌شونه؟,‫حتی کیفیت تصویر هم بده.
103:53,103:56,Mmm. Looks like a croissant dipped in shit.,‫عین یه کروسان می‌مونه ‫که زدیش تو گُه,‫ببخشید قربان. ‫طوفان برفی باعث اختلال در دریافت...
103:56,104:00,"Uh, official reports are still being finalized,",‫گزارش‌های رسمی هنوز نهایی نشدن,‫این یکی چی؟ این بمب عمل می‌کنه؟
104:00,104:03,"but we think everything revolves around that one,",‫ولی فکر می‌کنیم همه‌چیز ‫حول محور اون یکی می‌چرخه,‫بله قربان. این یه سیگنال موج کوتاه مخصوصه، ‫پس کار می‌کنه.
104:03,104:05,the Mama Creeper.,‫کریپر مادر,‫این گندهه کیه؟
104:05,104:07,"So, that one's the boss. Like you.",‫پس اون یکی رئیسشونه. مثل تو,‫اون ملکه همه‌شونه؟
104:09,104:11,<i>Say what?</i>,‫چی گفتی؟,‫گزارش‌های رسمی هنوز در حال نهایی شدنه،
104:11,104:13,"You gotta get outta here,",‫باید از اینجا برین,‫گزارش‌های رسمی هنوز در حال نهایی شدنه،
104:13,104:16,or they're gonna kill you all with this death gas.,‫وگرنه همه‌تون رو با یه گاز مرگبار می‌کشن,‫ولی فکر می‌کنیم دارن دور اون می‌چرخن،
104:17,104:22,"That gas, Arkady 3.0, I got blasted with that.",‫به منم از اون گازه زدن، آرکادی 3,‫پس اون رئیسه. مثل تو.
104:22,104:25,"It's seriously, insanely painful.",‫واقعاً به‌شدت دردناکه,‫چی گفتی؟
104:27,104:30,Do you know what gas is? Gas. Like...,‫می‌دونی گاز چیه؟ گاز...,‫وگرنه همه‌تون رو با گاز سمی می‌کشن.
104:31,104:34,Like gas?,‫گاز؟,‫اون گاز، آرکادی 3.0، بهم تزریق شده.
104:37,104:40,"<i>Mind your own business, stupid.</i>",‫سرت به کار خودت باشه، احمق,‫خیلی دردناکه.
104:40,104:43,Mind my own business? What about you?,‫من سرم به کار خودم باشه؟ پس تو چی؟,‫می‌دونی گاز چیه؟ گاز، مثل...
104:44,104:46,Why'd you save him at the cave?,‫چرا توی غار نجاتش دادی؟,‫گازه دیگه.
104:49,104:51,<i>Should kill him?</i>,‫باید می‌کشتمش؟,‫برو پی کارت احمق.
104:51,104:53,No. No.,‫نه. نه,‫برو پی کارت احمق.
104:54,104:58,I'm... We're very grateful. That's all.,‫من... ما خیلی بابتش قدردانیم. همین,‫برم پی کارم؟ تو چی؟
104:59,105:00,<i>Then why?</i>,‫پس چرا؟,‫چرا تو غار نجاتش دادی؟
105:03,105:04,<i>Why kill Luco?</i>,‫چرا لوکو رو کشتین؟,‫باید بکشمش؟
105:05,105:08,"Uh, Luco?",‫لوکو؟,‫نه، نه.
105:10,105:12,<i>Baby Luco.</i>,‫لوکو کوچولو,‫خیلی ممنونیم. همین.
105:14,105:15,Oh.,‫اوه,
105:17,105:21,<i>You group. Shattered.</i>,‫شماها... تکه‌پاره‌ش کردین,‫لوکو؟
105:22,105:23,<i>Blood.</i>,‫خونش رو ریختین,
105:23,105:24,Yeah...,‫آره...,‫بچه من لوکو.
105:25,105:26,"Oh, that's...",‫اون...,‫بچه من لوکو.
105:27,105:28,That's Luco.,‫لوکو بوده,
105:30,105:32,<i>We save you.</i>,‫ما نجاتت دادیم,‫شماها... نابود شدید.
105:34,105:38,<i>You kill Luco.</i>,‫شما لوکو رو کشتین,‫- خون. ‫- آره...
105:42,105:45,"So, what's the name of the other baby? The one in the ship.",‫اسم اون یکی بچه چیه؟ ‫اونی که توی سفینه‌ست,‫نجاتت دادیم.
105:46,105:48,<i>Zoco.</i>,‫زوکو,‫و تو لوکو رو کشتی.
105:49,105:53,<i>Kill Zoco too?</i>,‫می‌خواین زوکو رو هم بکشین؟,‫و تو لوکو رو کشتی.
105:53,105:57,What if Zoco dies? What will you do?,‫اگر زوکو مرد چی؟ اون‌موقع چیکار می‌کنین؟,‫اسم اون بچه دیگه چیه؟ که تو سفینه‌ست.
106:00,106:01,<i>Death.</i>,‫می‌میرین,‫زوکو.
106:02,106:03,<i>All.</i>,‫همه‌تون,‫زوکو.
106:07,106:08,You mean all humans.,‫منظورت همه‌ی انسان‌هاست,‫اگه زوکو بمیره، چیکار می‌کنی؟
106:13,106:15,<i>- Extinction.</i> - How?,‫- انقراض ‫- چطوری؟,‫می‌میره.
106:16,106:19,<i>Easy.</i>,‫راحته,‫همه.
107:01,107:05,<i>Cover your ear.</i>,‫شاید گوش‌ها رو بگیرین,
107:05,107:08,<i>But eyeball explode.</i>,‫ولی چشم‌ها می‌ترکن,
107:11,107:13,<i>Brain explode.</i>,‫مغزها می‌ترکن,
107:15,107:17,<i>All of you.</i>,‫همه‌تون,‫گوش‌هاتون رو بگیرید.
107:24,107:25,Nasha!,‫ناشا!,‫مغزتون منفجر میشه.
107:26,107:27,Nasha!,‫ناشا!,‫مغزتون منفجر میشه.
107:33,107:35,Nasha!,‫ناشا!,
107:35,107:37,Nasha! Look at me!,‫ناشا! منو نگاه کن!,
107:39,107:40,Look at my mouth.,‫به دهنم نگاه کن,‫ناشا!
107:43,107:45,What's wrong with them? What's wrong with him?,‫چه مرگشون شده؟ ‫این چه مرگش شده؟,
107:45,107:48,And they're saying something. What is that idiot saying?,‫و دارن یه چیزی میگن ‫این احمق داره چی میگه؟,‫ناشا!
107:48,107:51,It's not sign language.,‫زبان اشاره نیست,‫ناشا! به من نگاه کن!
107:51,107:53,C3!,‫سی‌3!,‫به دهنم نگاه کن.
107:53,107:55,C3!,‫سی3!,‫به دهنم نگاه کن.
107:59,108:01,C... 3?,‫سی... 3؟,‫دارن یه چیزی میگن. این احمق چی میگه؟
108:01,108:02,3?,‫3؟,‫دارن یه چیزی میگن. این احمق چی میگه؟
108:02,108:05,C3? What's C3?,‫سی3؟ سی3 چیه؟,‫زبان اشاره نیست.
108:05,108:06,C3?,‫سی3؟,‫سی 3!
108:14,108:15,Bring the baby.,‫بچه رو بیار,‫سی 3؟
108:15,108:17,<i>Bring the baby.</i>,‫بچه رو بیار,‫3؟
108:17,108:19,Bring the baby.,‫بچه رو بیار,‫سی 3؟ سی 3 چیه؟
108:19,108:21,"<i>If we don't bring her back,</i>",‫اگر برش نگردونیم,‫سی 3؟
108:22,108:24,<i>we're all gonna die.</i>,‫همه‌مون می‌میریم,
108:24,108:25,"Honey, this doesn't sit well with me.",‫عزیزم، اصلاً از این وضع خوشم نمیاد,
108:25,108:27,Why are those two losers chatting,‫چرا این دو تا بی‌عرضه,‫بچه رو بیارید.
108:27,108:28,with the boss of the bugs?,‫دارن با رئیس حشرات حرف می‌زنن؟,‫بچه رو بیارید.
108:28,108:29,They think they're negotiating,‫فکر کردن دارن,‫بچه رو بیارید.
108:29,108:31,on behalf of mankind... humankind?,‫به نمایندگی از نسل مرد... ‫نسل بشر مذاکره می‌کنن؟,‫بچه رو بیارید.
108:31,108:34,"You should be standing out there, sir,",‫قربان، الان شما باید اون بیرون باشین,‫بچه رو بیارید.
108:34,108:36,ushering in this historic moment.,‫و این لحظه‌ی تاریخی رو به ارمغان بیارین,‫اگه برش نگردونیم،
108:37,108:39,You're seeing two bosses meeting,‫یعنی میگی دو رهبر در کولاکی شدید,‫عزیزم، این به مذاقم خوش نمیاد.
108:39,108:42,face to face in a climactic snowstorm?,‫با همدیگه روبرو بشن؟,‫چرا این دو تا بازنده ‫با ملکه حشره‌ها حرف می‌زنن؟
108:42,108:43,A moment of destiny?,‫تا لحظه‌ای سرنوشت‌ساز رقم بخوره؟,‫فکر می‌کنن دارن از طرف آدما مذاکره می‌کنن؟
108:43,108:45,All you have to do is go out there.,‫فقط کافیه برید اون بیرون,‫فکر می‌کنن دارن از طرف آدما مذاکره می‌کنن؟
108:45,108:47,I know I can create an iconic scene.,‫مطمئنم که می‌تونم ‫صحنه‌ای ماندگار خلق کنم,‫شما باید اونجا وایستید قربان،
108:47,108:51,A decisive moment in the history of the Niflheim settlement.,‫لحظه‌ای سرنوشت‌ساز ‫در تاریخ مستعمره‌ی نیفلهایم,‫تا شروع این لحظه تاریخی رو اعلام کنید.
108:51,108:53,- Bring the baby. - I can picture it now.,‫- بچه رو بیار ‫- از همین الان می‌تونم تصورش کنم,‫دو تا رهبر رو می‌بینی که تو ‫یه طوفان برفی سرنوشت‌ساز رو در رو شدن؟
108:53,108:56,Adorning the ceiling and the walls of the grand chapel.,‫که بر سقف و دیوارهای کلیسای بزرگ نقش بسته,‫دو تا رهبر رو می‌بینی که تو ‫یه طوفان برفی سرنوشت‌ساز رو در رو شدن؟
108:56,108:58,"Yes, ma'am, yes.",‫بله خانم، بله,‫یه لحظه سرنوشت‌ساز؟
108:59,109:01,"And one final touch, sir.",‫و یک چیز دیگه، قربان,‫می‌تونم یه صحنه اسطوره‌ای خلق کنم.
109:01,109:03,I think it would be great if you give them a message,‫بنظرم عالی میشه ‫اگر یه پیام بهشون بدین,‫یه لحظه سرنوشت‌ساز ‫در تاریخ مستعمره نیفِل‌هایم.
109:03,109:05,before spraying the gas.,‫و بعد گاز رو پخش کنین,‫یه لحظه سرنوشت‌ساز ‫در تاریخ مستعمره نیفِل‌هایم.
109:05,109:06,A message?,‫پیام بدم؟,‫- بچه رو بیارید. ‫- الان می‌تونم تصورش کنم.
109:06,109:09,"Without such poignancy, today would be a third-rate carnival",‫بدون همچین احساساتی ‫امروز چیزی جز یه نمایش درجه سه نخواهد بود,‫تزیین سقف و دیوارها در کلیسای جامع.
109:09,109:13,where we spray cheap pesticide over cockroaches.,‫که توش آفت‌کش بی‌ارزش ‫روی یه مشت سوسک پاشیدیم,‫بله قربان، بله.
109:13,109:17,"Yes, they are disgusting, filthy, evil insects,",‫بله، یه مشت حشرات ‫تهوع‌آور، کثیف و پلید هستن,‫و یه حرکت نهایی قربان.
109:17,109:19,"but it will be their last moment,",‫ولی این لحظه‌ی آخر عمرشون خواهد بود,‫فکر می‌کنم عالی می‌شه اگه ‫قبل از پخش گاز بهشون یه پیام بدی.
109:19,109:21,and you could offer them a few merciful words,‫و می‌تونین به عنوان ‫یک خداحافظی درست و حسابی,‫پیام؟
109:21,109:26,"as a proper farewell, like a wise, benevolent priest.",‫چند کلمه‌ای با محبت باهاشون صحبت کنین ‫مثل یک کشیش خردمند و خیرخواه,‫که توش یه سم ارزون رو روی حشرات می‌پاشیدیم.
109:26,109:28,Get me a camera crew.,‫یه گروه فیلم‌برداری بهم بده,‫آره، اونا حشرات چندش، کثیف و شروری هستن،
109:28,109:29,Tell the first squad to meet me fully armed.,‫یه گروه فیلم‌برداری بهم بده,‫آره، اونا حشرات چندش، کثیف و شروری هستن،
109:29,109:30,"Yes, sir.",‫- به جوخه‌ی یکم بگو با تجهیزات کامل بیان ‫- چشم قربان,‫آره، اونا حشرات چندش، کثیف و شروری هستن،
109:30,109:33,"My love, the Situation Room is yours. Till we meet again.",‫عشقم، اتاق بحران در اختیار توئه ‫تا دیداری دوباره بدرود,‫ولی این لحظه آخرشونه،
109:38,109:41,C3. Nasha will know what it means.,‫سی3. ناشا می‌دونه معنیش چیه,‫می‌تونی به عنوان یه کشیش دانا و مهربون، ‫کلمات خداحافظی مهربونی بهشون بدی.
109:41,109:42,It's a whole thing.,‫داستانش طولانیه,‫گروه فیلمبرداری رو بیارید.
109:43,109:46,I'm gonna get Zoco back safe. I mean it.,‫زوکو رو صحیح و سالم برمی‌گردونم. جدی میگم,‫عزیزم، اتاق عمل در اختیار توئه. ‫به امید دیدار.
109:48,109:50,<i>Not enough.</i>,‫کافی نیست,
109:51,109:53,What else?,‫دیگه چی می‌خواین؟,‫سی 3. ناشا می‌دونه یعنی چی.
109:54,109:56,<i>We lose Luco.</i>,‫لوکو رو از دست دادیم,‫یه رمز مخصوصه.
109:57,109:58,<i>One.</i>,‫یکی,‫زوکو رو سالم برمی‌گردونم. قول می‌دم.
109:58,110:01,<i>Be fair.</i>,‫منصف باشین,‫زوکو رو سالم برمی‌گردونم. قول می‌دم.
110:02,110:05,Be fair? Like we have to contribute a death?,‫منصف باشیم؟ یعنی باید یه مرگ بهتون بدیم؟,‫کافی نیست.
110:06,110:07,<i>Yes.</i>,‫آره,
110:09,110:10,<i>Fair.</i>,‫منصفانه‌ست,‫لوکو رو از دست دادیم.
110:11,110:14,<i>One of yours. Die.</i>,‫یکی از شماها. بمیره,‫منصف باش.
110:14,110:18,"So, if we bring back Zoco safe, and a human dies...",‫پس اگر زوکو رو صحیح و سالم برگردونیم ‫و یه انسان بمیره...,‫منصف باش؟ منظورت اینه که ‫تو مرگ یکی نقش داشته باشیم؟
110:18,110:21,<i>Peace.</i>,‫صلح میشه,‫آره.
110:36,110:37,Drive.,‫راه بیفت,
110:51,110:52,You hear me?,‫صدامو می‌شنوین؟,
110:52,110:55,"Camera crew, unit three, do you copy?",‫گروه فیلم‌برداری، یگان سوم ‫صدامو می‌شنوین؟,
110:56,110:58,"Okay, the radio signal's a little patchy right now,",‫خیلی‌خب، سیگنال بی‌سیم ‫یه‌خرده قطع و وصلی داره,
110:58,111:01,so the car speaker will be our direct line of comms.,‫پس بلندگوی خودرو ‫راه اصلی ارتباطمون خواهد بود,
111:01,111:03,"Unit two, do you copy?",‫یگان دوم، می‌شنوین؟,
111:03,111:07,Our orders are to safely escort Commander Marshall...,‫دستورات‌مون اینه که ‫فرمانده مارشال رو صحیح و سالم...,‫صدای منو می‌شنوید؟
111:07,111:12,No one told you to shoot! Do not agitate the creepers!,‫کسی بهت نگفت شلیک کنی! ‫کریپرها رو تحریک نکنین!,‫سیگنال رادیویی یکم قطع و وصل می‌شه،
111:13,111:16,Pipe down. We're not here to film you.,‫آروم بگیر. نیومدیم از تو فیلم بگیریم,‫واحد دوم، صدای منو می‌شنوید؟
111:22,111:23,Really great.,‫واقعاً عالیه,‫کی به شما گفت شلیک کنید! ‫نترسونیدشون!
111:23,111:25,"Okay, right after your speech, sir,",‫خیلی‌خب، قربان، درست بعد از سخنرانی‌تون,‫کی به شما گفت شلیک کنید! ‫نترسونیدشون!
111:25,111:27,"we'll close the canopy at once,",‫فوراً سقف خودرو رو می‌بندیم,‫آروم باش. ما اینجا نیستیم ‫که ازت فیلم بگیریم.
111:27,111:30,and that'll be the signal for the air squad to spray that gas.,‫و این به گردان هوایی علامت میده ‫که گاز رو پخش کنن,‫آروم باش. ما اینجا نیستیم ‫که ازت فیلم بگیریم.
111:30,111:33,"Glorious annihilation, sir.",‫نابودی باشکوهی رقم خواهد خورد، قربان,
111:35,111:37,"You. Yes, you. Come here, what's your name? Matthew?",‫تو. آره با توام. بیا اینجا ‫اسمت چیه؟ متیو؟,‫بلافاصله بعد از سخنرانی شما قربان،
111:37,111:41,"Oh, Matthew, you have the face of an angel. Here, try my sauce.",‫اوه، متیو، چهره‌ت مثل فرشته‌ها می‌مونه ‫بیا، سسم رو امتحان کن,‫گنبدو فورا می‌بندیم،
111:41,111:44,There you go. Tell me what you think.,‫بیا. بهم بگو نظرت چیه,‫و این علامت تیم هوایی برای پخش گاز می‌شه.
111:44,111:45,Oh! Nasha!,‫نه! ناشا!,‫نسل‌کشی باشکوهی داشته باشید قربان.
111:46,111:48,No! No! Stop!,‫نه! نه! بس کن!,
111:49,111:52,Hold! She's primed for spinal fracture.,‫شلیک نکنین! ستون فقراتش در شرف شکستنه!,‫تو. آره، تو. بیا اینجا، اسمت چیه؟ متیو؟
111:52,111:55,I'm gonna break this bitch's neck.,‫گردن این سلیطه رو می‌شکنم,‫متیو، صورت فرشته‌ای داری. ‫این سس منو امتحان کن.
111:55,111:58,"No, no, no. Take it easy. Take it easy.",‫نه، نه، نه، نه ‫آروم باشین، آروم باشین,‫بیا. نظرتو بگو.
112:00,112:02,One snap and it's instant death.,‫اگر بشکنتش درجا می‌میره,‫نه! نه! وایستا!
112:05,112:06,"Nasha Barridge, what do you want?",‫ناشا بریج، چی می‌خوای؟,‫گردن این جنده‌رو می‌شکنم.
112:07,112:11,The baby. We have to take it to the mama.,‫بچه. باید ببریمش پیش مادر‌شون,‫نه، نه، آروم باش.
112:12,112:13,- That's all? - Yes.,‫- همین؟ ‫- آره,‫یه حرکت کنی، فورا می‌میری.
112:14,112:15,Guarantee us a safe exit.,‫تضمین کن می‌تونیم به سلامت بریم بیرون,‫یه حرکت کنی، فورا می‌میری.
112:16,112:18,Unless you wanna see me break her neck.,‫مگر اینکه بخوای ببینی چطور گردنشو می‌شکنم,‫ناشا بریدج، چی می‌خوای؟
112:19,112:22,"No. Nasha, please don't.",‫نه. ناشا، لطفاً این‌کارو نکن,‫بچه. باید برش گردونیم پیش مامانش.
112:22,112:25,"Look, we secure Nasha's exit, as negotiated.",‫ببینین، طبق توافق‌مون ‫می‌ذاریم ناشا به سلامت خارج بشه,‫بچه. باید برش گردونیم پیش مامانش.
112:25,112:27,"Nasha, can you release her carefully?",‫ناشا، میشه با احتیاط ولش کنی؟,‫- فقط همین؟ ‫- آره.
112:30,112:32,I'm gonna get the baby. Be careful.,‫میرم بچه رو بردارم. مراقب باش,‫مگه اینکه بخوای ببینی گردنشو می‌شکنم.
112:32,112:33,"Nasha, are you okay?",‫ناشا، حالت خوبه؟,‫نه، ناشا، خواهش می‌کنم این کارو نکن.
112:33,112:35,I need to hurry. Can I get a flitter?,‫ناشا، حالت خوبه؟,‫نه، ناشا، خواهش می‌کنم این کارو نکن.
112:35,112:37,I doubt it. You'll have to run.,‫بعید می‌دونم. باید پیاده بدوی,‫ببینید، خروج ناشا رو ‫طبق توافق تامین می‌کنیم.
112:46,112:48,Arrest that fucking bitch!,‫این سلیطه‌ی لعنتی رو دستگیر کنین!,‫باید عجله کنم. می‌تونم یه فلیتر بگیرم؟
112:48,112:50,"Ma'am, today you and the commander have displayed",‫خانم، امروز شما و فرمانده,‫فکر نکنم. باید بدوی.
112:50,112:52,an impressive range of verbal,‫آزارهای زبانی و فیزیکی,
112:52,112:54,and physical abuse and acts of cruelty,‫و رفتارهای بی‌رحمانه‌ی متعددی ‫از خودتون نشون دادین,
112:54,112:55,that far exceed your granted authority.,‫که بسیار فراتر از اختیاراتتون بودن,
112:55,112:58,You wanna be executed for mutiny?,‫می‌خوای به جرم شورش اعدام بشی؟,
