Start Time,End Time,English,How to Train Your Dragon- open subtitle.srt,How.to.Train.Your.Dragon.2025.AMZN.WEB-DL.Fa[UTF-8].srt
73:19,73:20,What?,,چی؟
73:20,73:22,You gonna take everyone up for a magical ride?,,می‌خوای همه رو سوار کنی و بچرخونی؟
73:25,73:28,"It won’t erase what they’ve done to us, Hiccup.",,اینطوری بلاهایی که سرمون آوردن رو فراموش نمی‌کنیم، هیکاپ
73:29,73:31,"They hunt us, steal our food.",,اونا ما رو شکار می‌کنن غذاهامون رو می‌دزدن
73:31,73:33,And one of them took my mom.,,و یکی‌شون مادرم رو کشت
73:33,73:34,But do we just keep killing one another?,,ولی باید همینطوری همدیگه رو بکشیم؟
73:35,73:37,As opposed to...?,,به‌جاش باید چیکار کنیم؟
73:37,73:39,I-I don’t know.,,نمی‌دونم
73:40,73:44,"But you botched our escape plan, so I’m gonna need a minute.",,ولی نقشه‌ی فرارمون رو خراب کردی پس باید یه کم بهش فکر کنم
73:48,73:51,"Well, I might not snitch on you.",همه اش همين بود؟,خب... شاید لوت ندم
73:52,73:55,And we might not drop you in the sea.,!ما موفق شديم,پس شاید ما هم نندازیمت توی دریا
73:59,74:01,Bud? What’s up?,,رفیق؟ چی شده؟
74:01,74:03,What is it?,تموم نشده! صف هاتون رو شکل بدين !کنار هم بمونين,چیه؟
74:03,74:06,Hey. Hey.,تموم نشده! صف هاتون رو شکل بدين !کنار هم بمونين,هی. هی
74:07,74:08,Get down!,,!برو پایین
74:11,74:13,"Toothless, get us out of here.",,بی‌دندون، ما رو از اینجا ببر
74:18,74:22,It looks like they’re hauling in their kill.,!اينجا رو تخليه کنين,ظاهراً دارن شکارهاشون رو می‌‌برن
74:22,74:24,Then what does that make us?,,پس یعنی ما چی هستیم؟
75:00,75:02,The dragons’ nest.,,لونه‌ی اژدهایان
75:03,75:05,"Oh, what my dad wouldn’t give to find this.",,بابام برای پیدا کردن اینجا چیکارا که حاضر نیست بکنه
75:39,75:41,What is that?,,اون دیگه چیه؟
75:44,75:45,"All right, bud, time to go.",!با من مبارزه کن- !نه، با من-,خیلی‌خب، رفیق، وقتشه بریم
75:54,75:57,I can’t believe it took this long to figure it out.,"راف""، ""تاف""، مراقب پشتتون باشين"" !""حرکت کن، ""فيشلگز",باورم نمیشه اینقدر طول کشید تا متوجه بشیم
75:57,75:59,It all makes sense now.,ما رو ببينين، ما روي اژدها سواريم !روي اژدهاييم، همه مون,حالا همه‌چی با عقل جور درمیاد
75:59,76:02,It’s like a giant beehive.,ما رو ببينين، ما روي اژدها سواريم !روي اژدهاييم، همه مون,مثل یه لونه‌ی زنبور بزرگ می‌مونه
76:02,76:04,"They’re the workers, and that’s their queen.",,اونا زنبورهای کارگرن، و اونم ملکه‌شون بود
76:04,76:06,Their alpha.,وايکينگ هايي به همون کله شقي و سمجي اي که تو بودي,رهبر گله‌شون
76:06,76:07,It controls them.,وايکينگ هايي به همون کله شقي و سمجي اي که تو بودي,کنترلشون می‌کنه
76:07,76:09,We got to find your dad.,وايکينگ هايي به همون کله شقي و سمجي اي که تو بودي,باید بابات رو پیدا کنیم
76:09,76:10,"No, no, no, not yet.",وايکينگ هايي به همون کله شقي و سمجي اي که تو بودي,نه، نه، نه، هنوز نه
76:11,76:14,They’ll... they’ll kill Toothless.,"!فيشلگز""، طبقه بندي کن""- باشه-",اینطوری... اینطوری بی‌دندون رو می‌کشن
76:15,76:19,"Astrid, we have to think this through carefully.",چشماني کوچک، سورخهاي بيني بزرگ تنها به شنيدن و بو کردن اتکا داره,استرید، باید تمام جوانب رو با دقت بسنجیم
76:22,76:25,"Hiccup, we just discovered the dragons’ nest,","باشه، ""اسنات""، ""لگز""، برين به قسمتي که نقطه کورشه يه کم سر و صدا ايجاد کنين. گيجش کنين",هیکاپ، الان لونه‌ی اژدهایان رو پیدا کردیم
76:25,76:27,and you want to keep it a secret?,"راف""، ""تاف""، بفهمين که محدوديت شليک داره يا نه"" عصبانيش کنين",و می‌خوای مخفی نگهش داری؟
76:28,76:30,To protect your pet dragon?,!اين تخصص منه- از کي تا حالا؟ همه ميدونن که من خشم آور ترم، ميبيني؟-,که از اژدهای دست‌آموزت محافظت کنی؟
76:31,76:33,Are you serious?,!اين تخصص منه- از کي تا حالا؟ همه ميدونن که من خشم آور ترم، ميبيني؟-,جدی میگی؟
76:34,76:35,Yes.,فقط کاري رو که بهتون گفتم انجام بدين به محض اينکه بتونم، بر مي گردم,آره
76:45,76:46,Okay.,,باشه
76:48,76:50,Then... what do we do?,!احمق- !کرگدن-,پس... باید چیکار کنیم؟
76:54,76:56,Just give me until tomorrow.,,فقط تا فردا بهم مهلت بده
76:56,76:58,I’ll figure it out.,اين موجود نقطه کور نداره,یه فکری براش می‌کنم
77:01,77:02,That’s for kidnapping me.,!اونجا,این بابت دزدیدنم بود
77:02,77:05,"Hey, are you gonna...",!اونجا,هی، می‌خوای...؟
77:07,77:11,And that’s for everything else.,,.و این بابت بقیه‌ی چیزا
77:21,77:23,What?,!داره کار ميکنه- !آره، داره کار ميکنه-,چیه؟
77:34,77:38,"Well, I can finally show my face in public again.","!انرژي ""گرونکل"" تموم شده !اسنات لوت"" يه کاري بکن""",خب، بالاخره می‌تونم دوباره تو روی مردم روستا نگاه کنم
77:42,77:44,All right.,,خیلی‌خب
77:44,77:48,"If someone had told me that in a few short weeks,",من خطا نمي کنم! مشکل چيه، رفيق؟ چيزي تو چشمات رفته؟,اگر کسی بهم می‌گفت که تا چند هفته‌ی دیگه
77:48,77:53,"Hiccup would’ve gone from being, well, Hiccup...",من خطا نمي کنم! مشکل چيه، رفيق؟ چيزي تو چشمات رفته؟,...هیکاپ از... خب، هیکاپ بودن
77:55,77:58,"...to placing first in the Trial of Flame,",,می‌رسید به جایی ...که توی آزمون آتش نفر اول بشه
77:58,78:00,"I mean, I would’ve tied them to a mast",,از ترس اینکه طرف دیوونه شده باشه
78:00,78:03,and shipped them off for fear they’d gone mad.,,می‌بستمش به یه دکل و پرتش می‌کردم تو دریا
78:03,78:06,And you know it.,,خودتون هم خوب می‌دونین
78:09,78:11,But here we are.,,ولی حالا به اینجا رسیدیم
78:12,78:16,My son has won the title of Top Slayer.,,پسرم شکارچی برتر شده
78:17,78:20,No one is more surprised...,,...و هیچکس به اندازه‌ی من
78:23,78:26,...or more proud than I am.,,احساس غافلگیری و سربلندی نمی‌کنه
78:28,78:32,"Today, my boy becomes a warrior.",بابا؟,امروز، پسرم تبدیل به یه جنگجو میشه
78:32,78:37,"Today, he becomes one of us!",بابا؟,!امروز، یکی از ماها میشه
78:37,78:40,Yeah!,,!آره
78:40,78:42,Yeah!,,!آره
78:43,78:44,Yeah!,,!آره
78:45,78:46,Yeah!,,!آره
78:47,78:49,Hiccup! Hiccup! Hiccup!,,!هیکاپ! هیکاپ! هیکاپ
78:49,78:52,Hiccup! Hiccup! Hiccup!,,!هیکاپ! هیکاپ! هیکاپ
78:52,78:55,Hiccup! Hiccup! Hiccup!,!کار خودته، رفيق,!هیکاپ! هیکاپ! هیکاپ
78:56,78:59,Hiccup! Hiccup! Hiccup! Hiccup!,!هيکاپ,!هیکاپ! هیکاپ! هیکاپ! هیکاپ
78:59,79:01,Hiccup! Hiccup! Hiccup!,من متأسفم... به خاطر همه چي,!هیکاپ! هیکاپ! هیکاپ
79:01,79:03,Hiccup! Hiccup!,من متأسفم... به خاطر همه چي,!هیکاپ! هیکاپ
79:03,79:06,Watch out for that dragon.,تو مجبور نيستي که بري اون بالا,مراقب اون اژدها باش
79:07,79:10,It’s not the dragon I’m worried about.,ما وايکينگ هستيم خطر رو به جون ميخَريم,چیزی که نگرانشم اژدها نیست
79:12,79:15,"Look, I’m gonna try to put an end to all this,","افتخار ميکنم به اين که تو رو ""پسرم"" خطاب ميکنم",ببین، سعیم رو می‌کنم تا این قضایا رو تموم کنم
79:15,79:19,"but if something goes wrong in there, just...",ممنون، بابا,ولی اگر توی میدون ...مشکلی پیش اومد، فقط
79:19,79:20,don’t get involved.,,دخالت نکن
79:20,79:22,My dad respects you too much.,,بابام زیادی برات احترام قائله
79:28,79:29,Yeah.,!من ميرونمش- !من اول ميرونمش-,آره
79:30,79:31,But...,!من ميرونمش- !من اول ميرونمش-,...ولی
79:31,79:34,you have something I don’t.,!هي، بذار من امتحان کنم- اينکار رو نکن-,تو چیزی داری که من ندارم
79:34,79:38,Something none of us have.,!منو هُل نده,چیزی که هیچکدوم از ماها نداریم
79:39,79:44,"So... I’m going to stand by you,",باورم نميشه که کارساز بود,پس... من کنارت می‌مونم
79:44,79:45,come what may.,,هرچی هم پیش بیاد
79:49,79:50,Come what may.,"!""خشم شب""- !بخوابيد روي زمين-",هرچی هم پیش بیاد
79:52,79:53,"It’s time, Hiccup.",,وقتشه، هیکاپ
79:57,79:59,"Knock him dead, son.",,برو بترکون، پسرجون
80:10,80:13,Hiccup! Hiccup! Hiccup!,,!هیکاپ! هیکاپ! هیکاپ
80:13,80:16,Hiccup! Hiccup! Hiccup! Hiccup!,!اين موجود بال داره خيلي خوب، بذار ببينيم ميتونه ازشون استفاده کنه؟,!هیکاپ! هیکاپ! هیکاپ! هیکاپ
80:17,80:19,Hiccup! Hiccup! Hiccup!,!اين موجود بال داره خيلي خوب، بذار ببينيم ميتونه ازشون استفاده کنه؟,!هیکاپ! هیکاپ! هیکاپ
80:19,80:23,Hiccup! Hiccup! Hiccup! Hiccup!,,!هیکاپ! هیکاپ! هیکاپ! هیکاپ
80:23,80:25,Hiccup! Hiccup!,,!هیکاپ! هیکاپ
80:25,80:28,Hiccup! Hiccup! Hiccup! Hiccup!,,!هیکاپ! هیکاپ! هیکاپ! هیکاپ
80:28,80:29,"Go, Hiccup!",,!هیکاپ، تو می‌تونی
80:29,80:31,Show ’em everything I taught you!,,تمام چیزایی که بهت یاد دادم رو !بهشون نشون بده
80:31,80:33,Should’ve been me.,,من باید جاش باشم
80:34,80:36,Whew. All right?,فکر ميکني موفق شدي؟,آخیش. همه‌چی حله؟
80:36,80:38,"Good crowd, isn’t it?",فکر ميکني موفق شدي؟,جمعیت خوبی جمع شده‌ها، مگه نه؟
80:38,80:40,Hiccup! Hiccup!,,!هیکاپ! هیکاپ
80:40,80:44,Hiccup! Hiccup! Hiccup! Hiccup!,خوب، ميتونه پرواز کنه,!هیکاپ! هیکاپ !هیکاپ! هیکاپ
80:57,80:59,I would have gone with the hammer.,,من جاش بودم پتک رو انتخاب می‌کردم
80:59,81:01,Just-just give him a chance.,,بهش... فرصت بده
81:09,81:11,I’m ready.,,آماده‌م
82:17,82:19,What is he doing?,يالا! اون بهترين کاريه که ميتوني انجام بدي؟,داره چیکار می‌کنه؟
82:20,82:22,I’m not gonna hurt you.,يالا! اون بهترين کاريه که ميتوني انجام بدي؟,بهت صدمه نمی‌زنم
82:31,82:34,I’m not one of them.,,من مثل اونا نیستم
82:46,82:48,- Stop the fight. - No.,وايسا، بي دندون !حالا,مبارزه رو متوقف کنین - نه -
82:48,82:50,You all need to see this.,,همه‌تون باید اینو ببینین
82:52,82:53,They’re not what we think they are.,,اونا اونطوری که ما فکر می‌کنیم، نیستن
82:55,82:56,We don’t have to kill them.,,مجبور نیستیم اونا رو بکشیم
82:58,83:00,I said stop the fight!,,!گفتم مبارزه رو متوقف کنین
83:06,83:09,Out of my way!,,!از سر راه برین کنار
83:09,83:11,"Get out of there, Hiccup!",,!بیا بیرون، هیکاپ
83:13,83:14,Hiccup!,!نه...نه,!هیکاپ
83:34,83:35,"Quick, quick! Grab his hand!",!هيکاپ !هيکاپ,!زود باش، زود باش! دستشو بگیر
83:36,83:37,"- Climb up. - Hiccup, grab my hand!",!پسرم,بیا بالا - !هیکاپ، دستمو بگیر -
83:37,83:39,- Get up here! - Hurry up!,!پسرم,!بیا بالا - !زود باش -
83:39,83:40,"Get over here, man! Just grab his hand!",,!بیا اینجا، پسر! دستشو بگیر
83:48,83:51,"Astrid, get back here!",,!استرید، برگرد اینجا
83:51,83:53,That’s an order!,,!بهت دستور میدم
84:01,84:02,Run!,,!فرار کن
84:02,84:04,Come on.,,یالا
84:06,84:08,Hiccup!,من اينکار رو کردم,!هیکاپ
84:18,84:21,Night Fury.,,خشم شب
84:22,84:25,- Night Fury! - He’s real!,,!خشم شب - !واقعیه -
84:52,84:54,"All right, bud. Go on. Go.",,خیلی‌خب، رفیق. بجنب. برو
84:57,84:59,"Go, go! Get to the side of him!",!اون زنده هست! تو اونو زنده برگردوندي,!برین، برین! دوره‌ش کنین
85:02,85:04,"Get out of the way, Hiccup!",,!از سر راه برو کنار، هیکاپ
85:08,85:10,"No, stop. You’re only making it worse!",,نه، بس کنین !فقط دارین بدترش می‌کنین
85:12,85:13,Astrid!,,!استرید
85:17,85:19,I got it. Go!,...ممنونم به خاطر نجات پسرم,!من گرفتمش. تو برو
85:20,85:22,"Stoick, he won’t hurt you.",(خوب، ميدوني، اکثرش رو (نجات داده,استویک، اون بهت صدمه نمی‌زنه
85:32,85:34,No!,,!نه
85:38,85:40,Toothless!,,!بی‌دندون
85:40,85:42,Don’t.,هي، بي دندون,این‌کارو نکن
85:45,85:48,Take it down!,چي؟...من...توي خونه ام هستم,!بزنینش زمین
85:49,85:50,Grab its legs!,چي؟...من...توي خونه ام هستم,!پاهاش رو بگیرین
85:50,85:51,- Hold it down! - No!,چي؟...من...توي خونه ام هستم,!نذارین بلند بشه - !نه -
85:52,85:54,"- No, don’t hurt him! - Stay back!",تو توي خونه من هستي,!نه، کاریش نداشته باشین - !جلو نیا -
85:59,86:01,And you...,خيلي خوب، بي دندون، خيلي خوب بي دندون، نه، نه. بي خيال,...و تو
86:15,86:17,Put it with the others.,,ببرین بذارینش پیش بقیه
86:23,86:24,- I should have known! - Dad.,,!باید می‌دونستم - بابا -
86:24,86:26,- I should have seen the signs. - Dad!,,باید متوجه نشونه‌ها می‌شدم - !بابا -
86:26,86:27,We had a deal!,,!یه قراری با هم داشتیم
86:27,86:29,"I-I know, but that was before...",,...می‌دونم، ولی مال قبل از این بود که
86:29,86:30,It’s all so messed up.,,همه‌چی بهم ریخته
86:31,86:35,"So everything in the ring, what, a-a trick? A lie?",,پس تمام کارهایی که توی میدون مبارزه می‌کردی، حقه بود؟ دروغ بود؟
86:35,86:37,"No, I-I should have told you before now.",,نه، باید زودتر از این بهت می‌گفتم
86:37,86:39,Take that out on me-- it’s my fault--,,...سر من خالیش کن... تقصیر منه
86:39,86:41,but please don’t hurt Toothless.,,ولی لطفاً بلایی سر بی‌دندون نیار
86:42,86:44,The dragon?,باشه ممنون، رفيق,اون اژدها؟
86:44,86:47,That’s what you’re worried about?,,نگران اونی؟
86:47,86:49,Not the people you almost killed?,,نه آدمایی که نزدیک بود به کشتن بدی؟
86:49,86:51,He’s not dangerous. He-he was protecting me.,,اون خطرناک نیست داشت از من محافظت می‌کرد
86:51,86:55,"They took your mother, for gods’ sake!",بي دندون، همين جا بمون,اونا مادرت رو کشتن !محض رضای خدایان چرا نمی‌فهمی
86:56,86:59,If she could see you now standing there with them,يالا بچه ها، آماده اين؟ !سفت بچسبين. داريم ميريم,اگر الان تو رو می‌دید که داری طرف اونا رو می‌گیری
87:00,87:01,when they’ve killed hundreds of us.,يالا بچه ها، آماده اين؟ !سفت بچسبين. داريم ميريم,اونم وقتی صدها نفر از ما رو کشتن
87:02,87:03,And we’ve killed thousands of them!,,!و ما هزاران هزار از اونا رو کشتیم
87:03,87:05,They defend themselves.,چي؟,اونا از خودشون دفاع می‌کنن
87:05,87:06,That’s all.,,همین
87:06,87:08,They raid us because they have to.,,از سر اجبار بهمون حمله می‌کنن
87:08,87:09,"If they don’t bring enough food back,",,اگه به قدر کافی غذا برنگردونن
87:09,87:10,they’ll be eaten themselves.,,خودشون خورده میشن
87:11,87:12,There’s something else on their island.,,یه چیز دیگه توی جزیره‌شون هست
87:13,87:14,A dragon like I’ve never seen.,ميدونستم. من مُرده ام,اژدهایی که تا بحال مثلش رو ندیدم
87:14,87:16,Their island?,ميدونستم. من مُرده ام,جزیره‌شون؟
87:18,87:19,You’ve been to the nest.,نه، اما تو بهترين شليک رو بهش کردي,رفتی به لونه‌شون
87:20,87:22,Did I say nest?,!هي ببينين، اون هيکاپه,گفتم لونه؟
87:22,87:24,How did you find it?,,چطوری پیداش کردی؟
87:24,87:26,I didn’t. Toothless did.,,من پیداش نکردم. بی‌دندون پیداش کرد
87:26,87:28,Only a dragon can find the island.,اين واضحه که همه چيزي که ما نياز داشتيم يه کم از...اين بود,فقط یه اژدها می‌تونه جزیره رو پیدا کنه
87:32,87:34,"No. Dad, no.",شما به همه من اشاره کردين؟,نه. بابا، نه
87:34,87:36,You don’t know what you’re up against.,خوب، البته اکثر تو اون جزئي از دست منه که داري روش راه ميري,نمی‌دونی با چی طرفی
87:36,87:38,This is nothing like you’ve ever seen.,خوب، البته اکثر تو اون جزئي از دست منه که داري روش راه ميري,تابحال مثلشو ندیدی
87:38,87:40,You can’t win this one.,با يه روح هيکاپ که مجاني برات گذاشتم توش فکر ميکني خوب کار ميکنه؟,نمی‌تونی جلوی این یکی پیروز بشی
87:40,87:42,"For once in your life, would you please",يه کم فکر مي کنم پيچ پيچيه,برای یه بارم که شده ...میشه لطفاً
87:42,87:43,just listen to me?,يه کم فکر مي کنم پيچ پيچيه,به حرفم گوش کنی؟
87:48,87:50,You’ve thrown your lot in with them.,...چي؟ قراره هميشه همينطوري باشه؟ اين,تو طرف اونا رو گرفتی
87:52,87:54,You’re not one of us.,ميتونم بهش عادت کنم,یکی از ماها نیستی
87:54,87:56,You’re not my son.,,پسر من نیستی
88:05,88:07,Ready the ships!,,!کشتی‌ها رو آماده کنین
88:07,88:09,We sail at dawn!,,!سپیده‌دم حرکت می‌کنیم
88:38,88:40,Forward on the leading line!,به جز اونايي که اون بالا پرواز ميکنن که حيوانات اهلي هستنن,!ببرینش به قسمت جلویی
88:40,88:41,Swing it out slightly.,...در حالي که جاهاي ديگه اسبهاي کوچولو و طوطي دارن,یه کم بیارش کنارتر
88:41,88:43,Here she comes. Easy.,...در حالي که جاهاي ديگه اسبهاي کوچولو و طوطي دارن,داره میاد پایین. آروم
88:43,88:45,Careful with the head.,...در حالي که جاهاي ديگه اسبهاي کوچولو و طوطي دارن,مراقب سرش باشین
88:46,88:48,"Oh, careful now.",...ما...,مراقب باشین
88:48,88:50,Weapons loaded!,اژدها داريم...,!اسلحه‌ها رو بار زدیم
88:50,88:52,Spare rigging aboard?,اژدها داريم...,اسباب بادبان یدکی رو بار زدین؟
88:52,88:54,- Aye. - Hoist the sails!,,بله - !بادبان‌ها رو باز کنین -
88:54,88:55,"Aye, Chief.",,چشم رئیس
88:58,89:01,"- Ready the oars. - Aye, Stoick.",,پاروها رو آماده کنین - چشم، استویک -
89:02,89:05,We set sail for Helheim’s Gate!,,!به سمت دروازه‌ی هل‌هایم حرکت می‌کنیم
89:22,89:24,"Lead us home, devil.",,ما رو ببر خونه، شیطان
89:55,89:56,I tried to stop them.,,سعی کردم جلوشون رو بگیرم
89:57,90:00,I ended up giving them exactly what they wanted.,,ولی دقیقاً همون چیزی رو بهشون دادم که می‌خواستن
90:03,90:05,I should’ve just...,,...باید به‌جاش
90:05,90:08,I should’ve killed him when I found him in those woods.,,باید وقتی توی جنگل پیداش کردم می‌کشتمش
90:10,90:12,It would have been better for everyone.,,اینطوری برای همه بهتر بود
90:12,90:14,Yeah.,,آره
90:14,90:16,The rest of us would have done it.,,اگر بقیه‌مون جات بودیم همین‌کارو می‌کردیم
90:19,90:20,"So, why didn’t you?",,پس تو چرا این‌کارو نکردی؟
90:21,90:22,- Why didn’t you? - I don’t know.,,چرا نکشتیش؟ - نمی‌دونم -
90:22,90:24,- I-I couldn’t. - That’s not an answer.,,نتونستم - این که نشد جواب -
90:24,90:26,Why is this so important to you all of a sudden?,,چرا یهویی اینقدر برات مهم شده؟
90:26,90:28,Because I want to remember what you say right now.,,چون می‌خوام حرفی که الان می‌زنی رو یادم بمونه
90:28,90:30,For the love of... Because I was weak.,,محض رضای... چون ضعیف بودم
90:30,90:32,"Because I was a coward, because I wouldn’t",,...چون بزدل بودم، چون حاضر نبودم
90:32,90:33,"- kill a dragon. - You said ""wouldn’t"" that time.",,یه اژدها رو بکشم - اون دفعه گفتی اگه جات بودم این کارو نمی‌کردم -
90:33,90:35,Whatever! I wouldn’t!,,!حالا هرچی! حاضر نشدم بکشمش
90:35,90:38,I’m the first Viking in who knows how long,,من اولین وایکینگ ...توی خدا می‌دونه چند سال هستم که
90:38,90:40,who wouldn’t kill a dragon.,,حاضر نیست اژدها بکشه
90:41,90:44,"First to ride one, though.",,ولی اولین وایکینگی هستی که سوار اژدها شده
90:50,90:52,So?,,خب؟
90:55,90:57,I wouldn’t kill him because...,,...حاضر نشدم بکشمش چون
90:58,91:00,...he looked just as frightened as I was.,,اونم به اندازه‌ی من وحشت‌زده به‌نظر میومد
91:04,91:07,When I looked at him...,,...وقتی بهش نگاه کردم
91:07,91:09,I saw myself.,,خودم رو دیدم
91:19,91:21,Bet he’s really frightened now.,,مطمئنم الان خیلی وحشت کرده
91:28,91:29,What are you gonna do about it?,,حالا می‌خوای چیکار کنی؟
91:30,91:31,Eh.,,حالا می‌خوای چیکار کنی؟
91:32,91:34,Probably something stupid.,,احتمالاً یه کار احمقانه بکنم
91:34,91:35,Hmm.,,هممم
91:36,91:37,"Well, you’ve already done that.",,خب، کار احمقانه رو که کردی
91:43,91:44,Then something crazy.,,.پس یه کار دیوونه‌وار
91:46,91:48,That’s more like it.,,حالا بهتر شد
91:54,91:55,Sound your positions.,,موقعیت‌هاتون رو اعلام کنین
91:55,91:57,Stay within earshot.,,در گوش‌رس همدیگه بمونین
91:57,91:59,One length to your stern.,,با فاصله‌ی یه کشتی پشت سرتون هستیم
92:00,92:02,On your starboard flank.,,سمت راستتون هستیم
92:02,92:04,Why aren’t they attacking?,,چرا حمله نمی‌کنن؟
92:04,92:06,Maybe they know something we don’t.,,شاید یه چیزی می‌دونن که ما نمی‌دونیم
92:09,92:11,Are you just a glutton for punishment or what?,,فقط سرت درد می‌کنه واسه دردسر یا چی؟
92:11,92:14,We have a fighting chance this time.,,این‌دفعه یه شانسی برای موفقیت داریم
92:16,92:18,Thanks to Hiccup.,,به لطف هیکاپ
92:18,92:20,How long do you think we’re gonna...,,...به‌نظرت قراره تا کی
92:20,92:22,Shh.,,هیس
92:32,92:34,"Step aside, Drül.",,برو کنار، درول
92:49,92:52,- Ship the oars! - Oars in.,,!پاروها رو بیارین داخل - !پاروها رو جمع کنین -
93:05,93:07,"Okay, wait.",,خیلی‌خب، صبر کن ببینم
93:07,93:10,You just disgraced yourself in front of the whole village.,,تو که همین یه کم پیش آبروت رو جلوی کل روستا بردی
93:11,93:13,- Why would we listen to you? -’Cause I said so.,,چرا باید به حرفات گوش کنیم؟ - چون من میگم -
93:13,93:15,"Exactly. Pay attention, gang.",,دقیقاً. خوب توجه کنین، بچه‌ها
93:15,93:18,"Look, my dad means well, but he’s stubborn.",,ببینین، بابام نیت بدی نداره ولی آدم یه‌دنده‌ایه
93:18,93:20,"And he’s about to be way in over his head,",,و داره میره لقمه‌ی بزرگ‌تر از دهنش برداره
93:20,93:21,so it’s up to us.,,پس همه‌چی رو شونه‌های ماست
93:21,93:22,Us?,,ما؟
93:22,93:24,I can’t pull this off without you guys.,,بدون شما از پسش برنمیام
93:24,93:26,And you all have something special to offer.,,و همه‌تون توانایی‌های خاص خودتون رو دارین
93:26,93:28,Say no more.,,لازم نیست چیز دیگه‌ای بگی
93:28,93:31,You were wise to seek the world’s most deadly weapon.,,زیرکی به خرج دادی که اومدی دنبال مهلک‌ترین سلاح دنیا
93:32,93:33,It’s me.,,خودمو میگم
93:33,93:35,"You’ve got a wild side, and I like it.",,یه روی سرکشی داری که ازش خوشم میاد
93:35,93:36,"Astrid, you’re our strongest fighter.",,استرید، تو قوی‌ترین مبارزمون هستی ازت می‌خوایم هدایت مون کنی
93:36,93:37,We need you to lead us.,,استرید، تو قوی‌ترین مبارزمون هستی ازت می‌خوایم هدایت مون کنی
93:37,93:39,Lead us where exactly?,,هدایت‌مون کنه کجا؟
93:39,93:43,They left with every ship we have.,,تمام کشتی‌هایی که داشتیم رو بردن
93:45,93:47,Stick with me.,,اینو بسپارین به من
93:51,93:52,Oh.,,عه
93:52,93:55,That’s where that went.,,پس این اینجا بوده
93:55,93:57,Stay low. Be ready.,,سرتون رو بدزدین و آماده باشین
94:36,94:38,We’re here.,,رسیدیم
94:56,94:57,"No, uh-uh.",,نه، نکن
94:58,95:01,"Hiccup, I...",,...هیکاپ، من
95:01,95:03,Relax.,,آروم باش
95:06,95:07,It’s okay.,,چیزی نیست
95:17,95:19,"Uh, where are you going?",,کجا داری میری؟
95:19,95:21,You’re gonna need something to help you hold on.,,یه چیزی می‌خواین که باهاش خودتون رو روش نگه دارین
95:22,95:23,Get ready.,,آماده باشین
95:24,95:26,It’s gonna be a long night.,,شب درازی در پیش داریم
95:32,95:34,Form a defensive line.,,یه خط دفاعی تشکیل بدین
95:40,95:43,"Sharpen those axes, lads!",,!اون تبرها رو تیز کنین، آقایون
95:51,95:53,Chief.,,رئیس
95:53,95:54,"Ready, Chief.",,رئیس، آماده‌ایم
95:56,95:59,"- Stand strong. - Aye, Stoick.",,محکم وایسین - چشم استویک -
95:59,96:02,"- Make your people proud. - We will, Stoick.",,مردمتون رو سربلند کنین - می‌کنیم، استویک -
96:05,96:07,"Today, we destroy",,امروز، با همدیگه
96:07,96:11,the reign of the dragon once and for all.,,برای همیشه به سلطه‌ی اژدهایان پایان میدیم
96:15,96:19,"However this ends, it ends right here, right now!",,این قضیه هر پایانی که داشته باشه !همین‌جا و همین الان به پایان می‌رسه
96:21,96:25,So let’s send these devils back to hell!,,!پس بیاین این شیاطین رو بفرستیم جهنم
97:43,97:44,Is that it?,,همین؟
97:44,97:46,The nest is ours!,,!لانه‌ رو تسخیر کردیم
97:49,97:52,This isn’t over.,,هنوز تمام نشده
98:00,98:01,Get clear!,,!برین عقب
98:02,98:03,Fall back!,,!برین عقب
98:03,98:05,"Fall back! Everyone, fall back!",,!برین عقب! همه برین عقب
98:12,98:13,Retreat!,,!عقب‌نشینی کنین
98:15,98:17,Move!,,!بجنبین
98:45,98:47,Get to the ships!,,!سوار کشتی‌ها بشین
98:47,98:48,No!,,!نه
99:01,99:03,Get to the far side of the island.,,خودتون رو به اون سمت جزیره برسونین
99:03,99:05,"Aye, Chief. Let’s move!",,!چشم رئیس. راه بیفتین
99:05,99:07,This way! All of you!,,!از این طرف! همه بیاین
99:13,99:15,"- Get out of here, lads! - Follow me!",,!فرار کنین بچه‌ها - !دنبالم بیاین -
99:15,99:17,"Gobber, go with the others.",,گابر، با بقیه برو
99:17,99:20,Why? Where are you going?,,چرا؟ تو کجا میری؟
99:27,99:28,"Actually, I’m gonna stick around.",,راستش، می‌خوام بمونم
99:29,99:31,You’ve got that wild look in your eye.,,اون نگاه سرکشت توی چشم‌هاته
99:32,99:34,I can buy them some time if I give that thing,,اگر یه طعمه بذارم جلوی این هیولا
99:34,99:35,something to hunt.,,می‌تونم بهشون فرصت بدم فرار کنن
99:35,99:37,And I can double that time.,,منم می‌تونم فرصت‌شون رو دو برابر کنم
99:38,99:40,I know. I’m a big softy.,,می‌دونم. خیلی دل‌نرمم
99:41,99:44,Softest part of you is your teeth.,,نرم‌ترین بخش وجودت، دندون‌هاته
100:13,100:17,"Remember, that thing is their queen.",,یادتون باشه، این موجود ملکه‌شونه
100:17,100:18,They’re inclined to do whatever it says.,,تمایل دارن هرکاری میگه انجام بدن
100:18,100:20,We’ve got to help them fight back.,,باید بهشون کمک کنیم باهاش بجنگن
