Start Time,End Time,English,Venom.The.Last.Dance.2024.BluRay.Film2Media.srt,Venom_The_Last_Dance_open subtitle.srt
48:37,48:38,Yep.,<i>می‌دونی؟ -</i> بعله -,سیاره زمین آبیه و من هیچ کاری نمی‌تونم بکنم
48:38,48:40,<i>Now it's time to leave the capsule...</i>,"<font face=""Calibri""><b><i>♪ حالا وقتشه که اگه جراتش رو داری ♪</i></b></font>",سیاره زمین آبیه و من هیچ کاری نمی‌تونم بکنم
48:40,48:43,- I know. <i>- ...if you dare</i>,"<font face=""Calibri""><b><i>♪ کپسول رو ترک کنی ♪</i></b></font>",این کنترله زمینیه سرگرد تام
48:45,48:48,<i>This is Major Tom to ground control</i>,"<font face=""Calibri""><b><i>♪ به مرکز کنترل زمین ♪</i></b></font>",گاهی فکر می‌کنم اگه اینجوری زندگی می‌کردیم خوشحال‌تر بودیم
48:48,48:50,<i>I'm stepping through the door</i>,"<font face=""Calibri""><b><i>♪ دارم پا از در بیرون می‌ذارم ♪</i></b></font>",گاهی فکر می‌کنم اگه اینجوری زندگی می‌کردیم خوشحال‌تر بودیم
48:52,48:57,<i>And I'm floating in a most peculiar way</i>,"<font face=""Calibri""><b><i>♪ و به عجیب‌ترین شکل ممکن شناور شـدم ♪</i></b></font>",و بازیگرا می‌خوان بدونن .باید برین؟
48:58,49:02,<i>And the stars look very different today</i>,"<font face=""Calibri""><b><i>♪ و ستاره‌ها امروز خیلی متفاوت به نظر میان ♪</i></b></font>",حالا نشونه‌ها برای چند روز به سمت پول می‌ره
49:03,49:08,<i>For here am I sitting in a tin can</i>,"<font face=""Calibri""><b><i>♪ اینجا در ♪</i></b></font>",این سرگرد تام به کنترله زمینیه
49:09,49:13,<i>Far above the world</i>,"<font face=""Calibri""><b><i>♪ ...خیلی بالاتر از دنیا ♪</i></b></font>",و دارم به یه شیوه عجیب معلق می‌زنم
49:45,49:47,You like chocolate?,شکلات دوست داری؟,
49:49,49:50,They don't let us eat sugar.,نمی‌ذارن ما چیزای شیرین‌ بخوریم,
49:52,49:53,They don't?,جدی؟,
49:55,49:58,I have a friend who loves chocolate. Thank you.,یه دوست دارم که می‌میره برا شکلات,
49:58,50:00,It's very kind of you.,محبتتو می‌رسونه,
50:03,50:05,I don't wanna see an alien.,من نمی‌خوام یه آدم فضایی ببینم,شکلات دوست داری؟
50:06,50:07,You don't?,جدی؟,هیش..نمی‌ذارن ما شکر بخوریم
50:08,50:10,It's scary.,ترسناکه,
50:13,50:14,Okay.,باشه,دوستی دارم که شکلات خیلی دوست داره
50:15,50:17,"Well, you know, it's okay to be scared.",،خب، ببین ترسیدن یه چیز عادی‌ـه,خیلی مهربونید
50:19,50:21,"I'm scared, like...",...منم می‌ترسم، تقریبا تقریبا، هر دقیقه و هر ساعت,
50:22,50:23,"like, all the time.",...منم می‌ترسم، تقریبا تقریبا، هر دقیقه و هر ساعت,نمی‌خوام پیاز ببینم
50:24,50:26,Promise I won't see one?,بهم قول می‌دی که یدونه‌شونو نبینم؟,نمی‌خوای؟
50:30,50:31,Buddy.,رفیق,باشه
50:33,50:36,Aliens are not real.,فضایی‌ها راستکی نیستن,خب می‌دونی ترسیدن اشکالی نداره
50:36,50:37,Okay?,باشه؟ قول می‌دم,من می‌ترسم
50:37,50:39,I promise.,باشه؟ قول می‌دم,مثل اینکه من هر وقت میرم
50:40,50:42,Okay?,خب؟,
50:50,50:52,<i>You said the right thing.</i>,<i>حرف درستش رو زدی</i>,
50:52,50:54,<i>You would make a good dad.</i>,<i>پدر خوبی می‌شدی</i>,موجودات فضایی واقعی نیستن باشه؟
51:08,51:11,"<i>We've come a long way, you and me.</i>",<i>،راه دور و درازی رو اومدیم</i> <i>من و تو</i>,تو یه پدر خوب می‌شی
51:12,51:14,"We have many more roads to travel, buddy.",و مسیر خیلی بیشتری رو هم در پیش داریم، رفیق,
51:14,51:15,<i>Wouldn't that be nice?</i>,<i>قشنگ هم درنمیاد؟</i>,مترجم :  مستر مووی کانال تلگرام : @MRMOVIEHC
51:15,51:17,You say something?,چیزی گفتی؟,مترجم :  مستر مووی کانال تلگرام : @MRMOVIEHC
51:20,51:23,"No. Just dreaming, I guess.",...نه؟ فقط,مترجم :  مستر مووی کانال تلگرام : @MRMOVIEHC
51:32,51:33,That's the Nierika.,یه نیریکائه,این خوب نمی‌شه؟
51:34,51:35,"""Nierika""?",نیریکا؟ - آره -,
51:36,51:37,Yeah.,نیریکا؟ - آره -,
51:37,51:39,There's a doorway in our minds,درگاهی تو ذهن ما وجود داره که,نه فقط فکر می‌کنم
51:39,51:41,that usually remains hidden and secret,معمولاً تا لحظه مرگ,نه فقط فکر می‌کنم
51:42,51:44,until the time of death.,نهان و مرموز می‌مونه,
51:46,51:48,"Crazy things in this world, Eddie.",چیزای عجیبی تو این دنیا وجود داره، ادی,
51:50,51:53,You can see 'em if you're open.,اگه ذهن بازی داشته باشی می‌تونی ببینیش,نزدیک ریکا؟
51:54,51:56,"Oh, I seen them.",منم دیدمش,توی ذهن ما یه در داره
51:59,52:02,<i>I'm glad we didn't eat this fine family.</i>,<i>خوشحالم که این خونواده گل و گلاب رو لقمه نکردیم</i>,تا زمان مرگ
52:31,52:34,Welcome to the city of second chances.,به شهر فرصت‌های دوباره خوش اومدین,
52:51,52:53,"Thank you, thank you.",ممنون. زحمت کشیدین,وای
52:53,52:54,"Take care, buddy. Thank you.",مراقب خودت باش رفیق. دمت گرم,وای
52:54,52:56,"Stay, Blue. Stay.",بمون، آبی. بمون - ممنونم. مراقب خودت باش، آبی -,
52:56,52:57,"Thank you. Take care, Blue.",بمون، آبی. بمون - ممنونم. مراقب خودت باش، آبی -,
52:57,52:58,Vegas.,وگاس,
53:03,53:05,"Listen, I just want you to have this.",گوش کن، می‌خوام اینو بگیری فقط,
53:06,53:08,"- Please. And... - Oh, Martin, that's a lot of...",...خواهش می‌کنم. و - ...مارتین، این خیلی زیاده -,ممنون
53:08,53:11,- Thank you. - Quality support cushioning.,دمت گرم - ضربه‌گیر باکیفیت رو دارائه -,ممنون
53:11,53:14,"Plus, they come with an antimicrobial footbed.",تازه، با یه کفی ضد میکروبی هم عرضه میشه,آبی بمون بمون
53:14,53:17,<i>No! Reject them. Worse than Crocs.</i>,<i>به دمپایی آخوندی گفته زپلشکی</i>,باشه آبی
53:17,53:18,Thank you.,دستت درد نکنه,
53:18,53:23,"<i>Oh, baby, baby, it's a wild world</i>","<font face=""Calibri""><b><i>♪ ،وای عزیزم، عزیزم دنیای خیلی بی‌رحمیه ♪</i></b></font>",گوش کن فقط می‌خوام اینو بهت بدم
53:23,53:24,<i>But I'll always remember you</i>,"<font face=""Calibri""><b><i>♪ ...ولی من فراموشت نمی‌کنم ♪</i></b></font>",لطفاً
53:29,53:30,"Goodbye, Martin.",خدافظ، مارتین,علاوه بر این با یک کفی ضد میکروب میان
53:31,53:33,It's goodbye for now.,فعلاً خدافظ حسابه,نه ردش کن
53:33,53:35,"That's what I like to think, Eddie.",دوست دارم اینطور فکر کنم، ادی,!به کامیون‌ها زنبور بزن
53:36,53:37,"Okay, bye.",خب، خدافظ,اوه عزیزم عزیزم این یه دنیای دیوونست
53:37,53:39,"Hey, Martin.",هی مارتین,اوه عزیزم عزیزم این یه دنیای دیوونست
53:41,53:43,You know that doorway...,...اون، اون درگاه‌ رو یادته,ولی من همیشه یادت میفتم
53:43,53:44,The Nierika?,نیریکا؟,
53:44,53:46,Yeah. It's open.,آره. اون، اون بازه,
53:47,53:49,All right? Just...,فقط... مواظب خودت باش,
53:50,53:51,Be safe.,فقط... مواظب خودت باش,این رو دوست دارم ادی
53:53,53:54,Okay.,باشه,باشه خداحافظ
53:54,53:56,Thanks.,سایه‌ت کم نشه,هی مارتین
54:03,54:04,"Oh, Jesus.",چه شود,آره بازه
54:06,54:08,"Well, this is an all-time low.",خب، جنگ‌زده‌تر از این نیومده,فقط مواظب باش
54:17,54:18,<i>You have chocolate!</i>,<i>شکلات داری</i>,
54:21,54:22,<i>Yum!</i>,<i>به‌به</i>,اوه خدایا
54:30,54:35,"<i>I would like to see her when we get to New York, Eddie.</i>","<i>دوست دارم وقتی می‌رسیم نیویورک ببینمش، ادی</i> <font face=""Calibri"" color=""#fdffae""><b>(مجسمه آزادی رو میگه)</b></font>",شکلات داری
54:35,54:37,"You know, she was built",می‌دونی، اون رو برای خوشامدگویی به گردشگرایی که,
54:37,54:39,"to welcome visitors to America, buddy.",میان آمریکا ساختن، رفیق,بسیار خوشمزه
54:39,54:41,And that's you.,برای یکی مث تو,اوه اوه اوه
54:41,54:43,"<i>You think so, Eddie?</i>",<i>اینطور فکر می‌کنی، ادی؟</i>,
54:43,54:44,"Oh, yeah. I know so.",.آره، اینطور می‌دونم هم,
54:45,54:47,"When we get out of this mess, we'll go see her.",،از این هچل که زدیم بیرون ،می‌ریم می‌بینیمش,وقتی می‌ریم نیویورک.دوست دارم ببینمش .ادی
54:47,54:49,"We'll say, ""Hi, Lady Liberty.""",":و می‌گیم ""سلام علیک، خانوم آزادی""",وقتی می‌ریم نیویورک.دوست دارم ببینمش .ادی
54:49,54:51,<i>And see a Broadway show!</i>,<i>و می‌ریم یه نمایش تو تئاتر برادوی می‌بینیم</i>,وقتی می‌ریم نیویورک.دوست دارم ببینمش .ادی
54:51,54:52,"Yeah, sure.",آره، حتما,وقتی می‌ریم نیویورک.دوست دارم ببینمش .ادی
54:53,54:54,<i>Wow!</i>,"<i>عجب! می‌دونم که آخه چقدر از نمایشای موزیکال متنفری</i> <font face=""Calibri"" color=""#fdffae""><b>نمایشای موزیکال بیشترین محبوبیت رو) (تو تئاترش دارن</b></font>",می‌دونی اون برای خوش‌آمد گویی به بازدیدکننده‌ها ساخته شده
54:54,54:57,<i>I know how much you hate musicals.</i>,"<i>عجب! می‌دونم که آخه چقدر از نمایشای موزیکال متنفری</i> <font face=""Calibri"" color=""#fdffae""><b>نمایشای موزیکال بیشترین محبوبیت رو) (تو تئاترش دارن</b></font>",تو آمریکا. رفیق
54:58,55:00,"Yeah, it's gonna be great.",آره، نور علی نور هم میشه,اینطور فکر می‌کنی ادی؟
55:15,55:17,"<i>What's next, Thelma?</i>",<i>قدم بعدی چیه، تلما؟</i>,آره قراره عالی به نظر برسه
55:17,55:18,"Well, Louise,","،خب، لوییز <font face=""Calibri"" color=""#fdffae""><b>(اسم شخصیتای فیلم ""تلما و لوییز"" به کارگردانیه ریدلی اسکاته)</b></font>",
55:19,55:22,I'm not sure 20 bucks is gonna get us much,مطمئن نیستم که 20 دلار اونقدری باشه که,
55:22,55:24,in the way of a motor transport.,وسایل نقلیه عمومی سر راهمون بیاره,
55:25,55:29,And I'm not ever riding an alien horse again.,و منم دیگه تا عمر دارم سوار یه اسب فضایی نمی‌شم,
55:29,55:32,So I guess it looks like we're stealing cars.,پس به گمونم گویا باید ماشین بدزدیم,
55:32,55:33,"<i>No, I've watched</i> Rain Man,","<i>،نه، من فیلم ""مرد بارانی"" رو دیدم</i> <font face=""Calibri"" color=""#fdffae""><b>(همون فیلم معروفی که تام کروز و داستین هافمن توش بازی کردن)</b></font>",بعدش چیه تلما؟
55:34,55:37,"<i>and in my infinite wisdom as a celestial being,</i>",<i>و تو جهان بی‌حد و حصر خردمند من ،به عنوان موجودی سماوی</i>,خب لوئیز مطمئن نیستم. ۲۰ دلار
55:37,55:39,<i>working the system is easy.</i>,<i>اون سیستم کارکردش آب خوردنه</i>,قراره خیلی کمکی به ما در زمینه حمل و نقل کنه
55:40,55:44,"<i>We hit the slots, then blackjack, then roulette!</i>",<i>بعدش ورق‌بازیِ بلک‌جک و بعد اونم قمارچرخون</i>,ولی من دیگه سوار اسب فضایی نمی‌شم
55:44,55:45,<i>Bingo-bango!</i>,<i>بینگو بنگو</i>,ولی من دیگه سوار اسب فضایی نمی‌شم
55:45,55:48,"<i>Luxury ride, Bluetooth sound system, AC</i>",<i>،یه سواری اعیانی می‌ندازیم زیرپامون</i> <i>،با سیستم صوتی بلوتوثی</i>,پس به نظر می‌رسه باید ماشین بدزدیم
55:48,55:51,<i>and the top down.</i>,<i>کولر و سقف جمع‌شو</i>,نه، من فیلم مرد بارانی رو دیدم
55:51,55:53,<i>Because that's how we roll.</i>,<i>ما اینجوری روزامونو شب میکنیم</i>,و در حکمت بی‌پایانم به عنوان یک موجود آسمانی
55:53,55:55,Paris Casino has a strict dress code.,کازینوی پاریس یه عُرف پوششیِ سفت و سخت داره,و در حکمت بی‌پایانم به عنوان یک موجود آسمانی
55:57,56:01,"No, you know what? It's a hotel. These are my vacation clothes.",نه، می‌دونی چیه؟ اینجا یه هتله,اول اسلات بازی کردی، بعد بلک‌جک و بعد هم رولت
56:01,56:03,Get better ones.,بهترشونو جور کن,بینگوبنگو سواری لوکس سیستم صوتی بلوتوث
56:03,56:05,<i>He's not wrong. Look at you.</i>,<i>پربیراهم نمیگه</i>,بینگوبنگو سواری لوکس سیستم صوتی بلوتوث
56:07,56:08,"Don't push it, all right, buddy?",باشه,مسابقه ایی و سقف پایین
56:09,56:11,<i>- Want a hand?</i> - Yes.,آره,چون اینجوری ما می‌چرخیم
56:13,56:16,I didn't mean knock him out. What are you doing?,نیتم نبود که ضربه فنیش کنم,نه .می‌دونی چی؟
56:16,56:18,"<i>- He was being a dick.</i> - Yeah, but...",چیکار می‌کنی؟ - <i>آشغال‌زادی بودش -</i>,این لباس‌های تعطیلات منن
56:18,56:19,<i>Oh! Look.</i>,...آره، ولی - <i>نگاه کن -</i>,این لباس‌های تعطیلات منن
56:22,56:24,<i>We need a disguise.</i>,<i>باید سر و ریخت رو عوض کنیم</i>,نه. لطفاً زیاده‌روی نکن. باشه رفیق؟
56:26,56:28,What are we doing?,داریم چیکار می‌کنیم؟,کمک می‌خوای؟
56:28,56:30,"- Hey. - Hey, man.",سلام - سلام مرد -,
56:30,56:31,Hi.,سلام,این یکی رو بزن بیهوشش کن
56:34,56:35,"Oh, God.",وای خدا - <i>گرمه -</i>,داشت مزخرف می‌گفت
56:35,56:36,<i>Warm.</i>,وای خدا - <i>گرمه -</i>,اوه نگاه کن
56:42,56:44,Why do you keep knocking people out?,چرا بند کردی رو ضربه فنی کردن ملت؟,
56:44,56:45,What is wrong with you?,آخه تو چه مرگته؟,داریم چی کار می‌کنیم؟
56:45,56:47,"Jesus, why?",پروردگارا، چرا؟,هی هی مرد
56:48,56:50,"So sorry, buddy.",پاک شرمنده‌م، رفیق,
56:50,56:52,"I am so, so sorry.",پاکِ پاک شرمنده‌م,اوه خدا
56:52,56:55,"<i>Eddie! Yeah, baby.</i>",<i>ادی. ایول، جیگر</i>,وای
56:55,56:58,<i>Now no one will recognize us.</i>,<i>حالا احدی نمی‌شناسمون</i>,چرا هی داری مردم رو هیجان‌زده می‌کنی؟
56:58,56:59,<i>Seriously.</i>,<i>جان تو</i>,چرا هی داری مردم رو هیجان‌زده می‌کنی؟
57:00,57:04,<i>You could get voted</i> People'<i>s Sexiest Man of the Year</i>,"<i>،می‌تونستی تو مسابقه جذاب‌ترین مرد سال از طرف هفته نامه ""مردم"" رای‌ها رو بگیری</i>",چرا هی داری مردم رو هیجان‌زده می‌کنی؟
57:04,57:07,<i>if anyone cared who you were anymore.</i>,<i>اونم به شرطی که دیگه کسی آدم حسابت می‌کرد</i>,ببخشید رفیق
57:07,57:09,I've won Sexy Man awards before.,".قبلاً جایزه ""جذاب‌ترین مرد"" رو بردم هم <font face=""Calibri"" color=""#fdffae""><b>تام هاردی واقعا سال 1999 تو یه مسابقه تلویزیونی) (به‌ عنوان سوپر مدل برتر انتخاب شد</b></font>",خیلی معذرت می‌خوام
57:09,57:10,<i>'Course you have.</i>,<i>چرا نبرده باشی</i>,هی .اونجا. تو بچه‌می
57:12,57:13,- Hey. Hey. - Yeah?,سلام. سلام - بله؟ -,حالا هیچ‌کس ما رو نمی‌شناسه
57:13,57:14,The guy that did that?,...اون یارویی که این کارو کرد رو من دیدم چی شد,حالا هیچ‌کس ما رو نمی‌شناسه
57:14,57:17,I saw it. He's in the arch over there.,توِ ... تو طاق اونطرفه سیاه‌مسته,حالا هیچ‌کس ما رو نمی‌شناسه
57:17,57:18,- He's shitfaced. - All right.,ممنون، آقا - خوبه -,می‌تونی به عنوان جذاب‌ترین مرد سال انتخاب بشی
57:20,57:21,We are bad people.,ما کسای بدی‌ایم,می‌تونی به عنوان جذاب‌ترین مرد سال انتخاب بشی
57:22,57:23,"<i>Yeah, we are!</i>",<i>بله که هستیم</i>,اگه کسی دیگه به تو اهمیت می‌داد
57:23,57:25,"We're keeping these shoes, by the way.",به هر حال، کفشَ رو نگه می‌داریم,اگه کسی دیگه به تو اهمیت می‌داد
57:27,57:30,"<i>We are so money, and we know it!</i>",<i>،پول از سر و رومون می‌ریزه</i> <i>و کیه که بزنه زیرش</i>,هی هی
57:30,57:31,Welcome to the Paris.,به هتل پاریس خوش اومدین - تشکر -,اون کسی که اینو انجام داد
57:31,57:33,"- Thank you. - No, thank <i>you.</i>",نه. ممنونم,ببخشید اون توی آرکد اونجاست
57:33,57:35,- Just sit on the ground. - What happened?,نه. ممنونم,ببخشید اون توی آرکد اونجاست
57:49,57:51,"<i>Oh, yes!</i>",<i>آره</i>,نه مرسی
57:51,57:55,<i>Let me multiply that 20. Let me quadruplify it.</i>,<i>بذار اون 20 دلاریمون رو چند برابر کنم</i>,عزیزم. اینجام
57:55,57:57,What are you doing?,چیکار می‌کنی؟,من مردیم که تو صحنه‌ام
57:57,57:59,No. This is all the money that we have.,نه، همه دار و ندارمون این پوله,می‌تونم چیزی که می‌خوای بهت بدم
57:59,58:02,"<i>Luck, be a lady tonight</i>",نه,ولی باید با من بیای خونه
58:02,58:03,No.,نه,یه عشق خوب رو فراموش کردم
58:05,58:08,<i>Smashing jacket! Let's eat him and steal it!</i>,<i>!عجب کت مامانی‌ای بیا ببلعیمش و کتَ رو هپروش کنیم</i>,و من خورشید و طلا دارم
58:13,58:15,<i>I know Lady Luck is on our side tonight!</i>,"<i>""می‌دونم که ""بانوی بخت امشب رو با ما یاره</i>",داری چی کار می‌کنی؟
58:15,58:17,"No, I would say that Lady Luck",نه، من که میگم بانوی بخت,نه این تمام پولی که داریم
58:17,58:19,is definitely not on your side tonight.,بی برو برگرد امشب رو با ما یار نیست,دنبال خانمت باش امشب
58:19,58:21,"In fact, I would even go so far to say",،حقیقتش حتی خیلی فراتر از این حرفا میرم که بگم,دنبال خانمت باش امشب
58:21,58:23,"that Lady Luck hates you, buddy.",،بانوی بخت می‌خواد سر به تنتم نباشه رفیق,جلیقه قشنگ
58:23,58:26,<i>- I can't stop now!</i> - Of course you can't stop.,معلومه که نمی‌تونی جا بزنی,بیا بخوریم و دزدی کنیم
58:26,58:27,<i>What is this feeling?</i>,<i>این چه حسیه؟ -</i> <i>...انگار -</i>,
58:27,58:28,<i>- It's like...</i> - This feeling?,این حس؟,
58:28,58:30,<i>It's like all of my problems have gone away!</i>,<i>انگار همه بدبختیام رفتن پی کارشون</i>,من می‌دونم شانس با ماست امشب
58:30,58:32,Do this all the time!,این کار همیشمه,من می‌دونم شانس با ماست امشب
58:37,58:38,<i>Eddie.</i>,<i>ادی</i>,ولی می‌گم شانس
58:38,58:40,<i>I need more money.</i>,<i>بازم پول می‌خوام</i>,از تو متنفره رفیق
58:42,58:45,"But we don't have any more money, buddy.",ولی... ولی دیگه هیچ پولی نداریم، رفیق,این حس چیه؟
58:45,58:46,<i>Goddamn it!</i>,<i>لعنت بهش</i>,مثل اینکه تمام مشکلاتم حل شده
58:48,58:49,You are a sore loser.,تو یه جنبه باخت نداری,این رو همیشه انجام بده
58:49,58:51,<i>You're</i> a sore loser!,خودت یه جنبه باخت نداری,
58:53,58:54,I think you broke my foot.,گمونم پامو شکستی,
58:55,58:57,<i>Lady Luck is a fickle slut!</i>,<i>بانوی بخت یه سلیطه دَمدمی‌ـه</i>,ارول من پول بیشتری می‌خوام
58:58,59:00,<i>We should have played</i> that <i>machine!</i>,<i>باید با اون دستگاه بازی می‌کردیم</i>,ولی ما دیگه پولی نداریم رفیق
59:02,59:04,No effing way.,مگه داریم؟ مگه میشه؟,خدا رو شکر
59:06,59:07,Eddie Brock?,ادی براک؟,آره قربونت برم هست
59:08,59:10,Mrs. Chen! That's not yours.,خانوم چن,فکر کنم پامو شکوندی
59:10,59:13,- I'm sorry. <i>- Eddie! It's Mrs. Chen!</i>,...شرمنده، این که چیزِ شما نیسته - <i>ادی! ایشون خانوم چن‌ـه -</i>,فکر کنم پامو شکوندی
59:13,59:14,"Oh, Mrs. Chen!",خانوم چن,خدای من، شانس یه عوضی بی‌وفاست
59:14,59:15,"Eddie, baby!",ادی، عزیز من,آه
59:15,59:18,Mrs. Chen! Mrs. Chen! Mrs. Chen!,خانوم چن. خانوم چن,باید با اون دستگاه بازی می‌کردیم
59:18,59:20,<i>- I'm gonna cry.</i> - Me too.,<i>داره گریه‌م می‌گیره -</i> منم همینطور -,نه صبر کن
59:21,59:24,Wow. What happened to you?,وای. با خودت چیکار کردی؟,
59:24,59:25,You look hot!,چه جیگری شدی - تو هم -,ادی داداش
59:25,59:26,- So do you. <i>- Really hot.</i>,چه جیگری شدی - تو هم -,خانم چن
59:26,59:28,- I <i>always</i> look hot. - Yeah.,آره - نره غوله اون توئه؟ -,آه نه نه نه
59:28,59:30,- Is the big guy in there? - Yeah.,آره - نره غوله اون توئه؟ -,آقای چن این خانم چنه
59:30,59:31,Do you like my dress?,آره - از لباسم خوشت میاد؟ -,آه خانم چن
59:31,59:33,"I've been winning so big, they gave me",اونقدر برنده شدم که,ادی لطفاً
59:33,59:34,a credit line at the clothes store.,"یه ""حد اعتباری"" تو لباس فروشیه بهم دادن",خانم چن خانم چن
59:34,59:36,And then the penthouse suite!,و بعدش هم اتاق پِنت هاوس,خانم چن خانم چن
59:36,59:40,Wow. You know I stole this suit off a guy who pissed on me.,،عجب. می‌دونی این کت و شلوار رو,واو برات چه اتفاقی افتاده؟
59:40,59:42,I knocked him out. I left him in a bush.,ضربه فنیش کردم و تو یه بوته ولش کردم,خیلی خوشگل شدی
59:42,59:44,"Well, that explains the stink.",خب، این بوی گندَ رو توضیح میده,من همیشه خوشگلم
59:44,59:48,"You could use my room to clean up, and then we party.",می‌تونی از اتاق من استفاده کنی تا تر و تمیز کنی و بعدش خوش می‌گذرونیم,اونجا یه مرد بزرگه؟
59:48,59:49,"Oh, that would be so good.",چقده عالی میشه,اینقدر بزرگ پوشیدم
59:49,59:51,And room service.,و غذا و نوشیدنی هم میاد تو اتاق,که یه اعتبار از فروشگاه لباس بهم دادن
59:53,59:54,<i>Yes!</i>,آره,واو من این کت از یه مردی که
60:04,60:07,We got him. Positive ID on Brock.,هویت براک تایید شد,آه خیلی خوب می‌شه
60:07,60:10,"CCTV hit, the Paris Hotel, Vegas.",دوربینای مداربسته تو هتل پاریس گرفتنش,و خدمات اتاق
60:11,60:13,"- Have we reconstituted The Six? - Yes, sir.",بله قربان,
60:13,60:15,Put 'em in.,بفرستشون,
60:29,60:31,The Six are en route.,تیم شش نفره در راهه,بذاریدش داخل
60:31,60:33,They'll bring him in.,اونا بازداشتش می‌‌کنن,بذاریدش داخل
60:34,60:38,"At this time, I'm requesting control of the Imperium Program.",برنامه امپراتوری رو دارم,
60:41,60:42,"You have my permission, general.",،اجازه من رو دارین ژنرال,
60:53,60:56,"<i>When thunder roars, head indoors.</i>",<i>،صدای غرش رعد رو که شنیده</i>,برنامه امپریوم رو دارم
61:15,61:16,"Let's dance, baby.",بیا برقصیم، عزیزم,و می‌زنه
61:16,61:19,- No. No. <i>- Yeah! I love dancing!</i>,نه. نه. نه - <i>آره! من عاشق رقصم -</i>,
61:19,61:21,Are you crazy? That thing will find us.,خل شدی؟ اون چیزه پیدامون می‌کنه,
61:21,61:22,Don't be a party pooper.,ضدحال مهمونی نباش,
61:23,61:25,No! Do not encourage him.,نه. سر... سر نشونش نده,
61:25,61:26,"You know what, Mrs. Chen?",،می‌دونی چیه، خانوم چن ما فراری‌ایم,
61:27,61:28,We are fugitives. We are on the run.,،متواری‌ایم پس... مرسی که دعوتمون کردی,
61:28,61:31,"So, thank you for having us. We gotta go.",،متواری‌ایم پس... مرسی که دعوتمون کردی,
61:31,61:32,<i>You're no fun!</i>,<i>هیچ صفایی نمیدی</i>,بیا برقصیم عزیزم
61:32,61:34,One last dance before you go.,یه رقص آخر قبل رفتنتون - <i>اصلا نشده هیچ‌کاری رو کنیم که -</i>,آره من رقص رو دوست دارم
61:34,61:36,<i>We never do anything</i>,یه رقص آخر قبل رفتنتون - <i>اصلا نشده هیچ‌کاری رو کنیم که -</i>,آره من رقص رو دوست دارم
61:36,61:37,<i>- I want to do.</i> - What?,<i>من می‌خوام کنیم -</i> نفهمیدم؟ -,اینو بخور تا کسی ما رو پیدا نکنه
61:37,61:39,Just a little dance.,فقط یه رقص کوچولو,اینو بخور تا کسی ما رو پیدا نکنه
61:39,61:43,<i>And you gave away my chickens.</i>,<i>و مرغامم که بذل و بخشش کردی رفت</i>,نه تشویقش نکنین
61:44,61:45,Yeah!,آره,ما در حال فراریم پس ممنون که به ما جا دادید
61:52,61:54,"Let's cut a rug, Mrs. Chen.",بیا یه دیشدارام دیدامی بریم، خانوم چن,ما هیچ وقت کاری که من می‌خوام نمی‌کنیم
61:54,61:56,<i>I give up.</i>,<i>من تسلیمم</i>,فقط یه رقص کوچیک
62:05,62:09,"<i>Oh, no, I cannot unsee that. I cannot unsee that!</i>",<i>نمی‌شه چشم از این رقص بگیرم</i>,بذار بریم دور خانم چن
62:13,62:15,<i>You can dance</i>,"<font face=""Calibri""><b><i>♪ می‌تونی برقصی ♪</i></b></font> <font color=""#fdffae"" face=""Calibri""><b>(آهنگ ملکه رقاص، از گروه آبا)</b></font>",
62:15,62:17,<i>You can dan...</i>,"<font face=""Calibri""><b><i>♪ می‌تونی قر بدی ♪</i></b></font>",اوه نه نمی‌تونم اینو فراموش کنم
62:17,62:21,<i>Having the time of our lives</i>,"<font face=""Calibri""><b><i>♪ کیفِ دنیامون رو ببریم ♪</i></b></font>",اوه نه نمی‌تونم اینو فراموش کنم
62:28,62:30,<i>When did you two practice this?</i>,<i>شما دو تا کِی اینو تمرین کردین؟</i>,
62:54,62:55,Goddammit!,لعنت بر شیطون,
62:57,62:58,<i>I told you this would happen!</i>,<i>گفتم این اتفاقه می‌افته</i>,
63:00,63:02,<i>Don't panic. She can't see the codex.</i>,<i>اون نمی‌تونه کدکس رو ببینه</i>,
63:02,63:04,What the hell is that?,این دیگه چه زهرماریه؟,
63:04,63:06,Wow. So ugly!,بلا به دور. چقده بی‌ریخته,
63:08,63:10,Stay very calm.,خیلی آروم باش,
63:10,63:12,She can't see the thing she's looking for.,اون نمی‌تونه چیزی که دنبالشه رو ببینه,لعنتی
63:21,63:22,"<i>Go, go, go!</i>",,وای چه زشت
63:31,63:32,<i>Target acquired.</i>,هدف در اختیار ماست,
63:32,63:34,- You leave Eddie alone! <i>- Silence!</i>,ادی رو ول ‌کنین - ساکت شو -,
63:36,63:37,My shoes.,کفشام,
63:37,63:39,"<i>Go. Move out, move out!</i>",بیاین. حرکت کنید، حرکت کنید,
64:06,64:08,Wow.,وای,
64:11,64:13,Area 51.,منطقه 51,
64:13,64:14,Yeah.,آره ها؟ -,
64:14,64:16,Yeah.,آره,
64:17,64:19,We made it.,تونستیم,
64:22,64:24,"You finally got to see it, Dad.",بالاخره تونستی ببینیش، بابا,وای
64:25,64:26,It's kind of cool...,...بگی نگی باحاله,
64:27,64:29,I guess.,گمونم,منطقه ۵۱
64:29,64:30,Yeah.,آره,آره
64:34,64:35,Leaf.,لیف,ما رسیدیم
64:36,64:38,"Where you goin', hon?",کجا می‌ری، عزیزم؟,ما رسیدیم
